,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600031.SH,X600271.SH,X002456.SZ,X002475.SZ,X600118.SH,X002085.SZ,X000338.SZ,X002292.SZ,X600177.SH,X000157.SZ,X002007.SZ,X002180.SZ,X600372.SH,X000559.SZ,X300003.SZ,X600867.SH,X002426.SZ,X300124.SZ,X002508.SZ,X601877.SH,X002506.SZ,X600498.SH,X002294.SZ,X002074.SZ,X600522.SH,X600089.SH,X000050.SZ,X600418.SH,X000977.SZ,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0452521309833883,0.0685027800802961,0,0,0,0.374048791298371,0,0,0.110519602081728,0,0,0,0,0.0362824902339274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150788971871227,0,0,0,0,0,-0.0161257830780145,0,0,0,0,0,0,0.0541123740507742,0,0,0,0,0,0,0,0,0.116119568834757,0,0,0,0,0,0,0
X600104.SH,0.0279711335110353,0,0.0562241938467265,0,0,0,0,0,0.330806420058301,0,0,0.255043973972758,0,0,0.0484058874715464,0,0,0,0,0,-0.138358288361683,0,0,0,0,0,0.0839698911942265,0,-0.00431573803032355,0.0241122698377952,0,0,0,0,0,0,0.0258896394517523,0,0,0.0331586623471452,0,0,0,0,0,0,0.00657670234096865,0,0,0,0,-0.102647307447861,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0226880299349943,0,0,0,0,0,0,0,0,0,0,0.0293514841032317,0,0,0,0,0,0,0.0946789055486613,0,0,0.0560464932795293,0,0,0,0.12083817606273,0,0,0,0,0,0,0,0.273191858474069,0.0151961358775802,0,0.105162299915741,0,0,0,0,0,0,0,0.0215360942724,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00845918265342964,0,0,0,0,0,0,0,0,-0.0145866640351994,0,0,0,0,0,0,0,0.0642360096853125,0,0,0,0.0605587766843012,0.0419257176641877,0,0,-0.0616521548570687,-0.0512223880800476,0,0,0,-0.0935398947443792,0,-0.0194015535759693,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0738677761268058,0,0,0,0.0173729397224256,0,0,0.460674585662718,0,0,0,0,0,0,0,0,0,0,0,0.147594975507891,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0885816881943442,0,0.0599649282966613,0,0,0,0.0138212187786835,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0604365662927258,0,0.0440929783433584,0,0,0,0,0.0938416768033122,0,0,0,0,-0.0266258792518767,0,0,0,0,0,0,0,0.0424968732435531,0,0,0,0,0,0,0,0.0683601603478566,0,0,0,0.12666706320336,0,0,-0.0129206054096326,0,-0.052156904459896,0,0,0,-0.00929858677151092,-0.0632242142065703,0,0,0,0,0,0
X002304.SZ,0.00790593331124616,0,0,-0.0218688600429129,0.256338385493106,0,0,0,0,0,0,0,0,0,0,0,0.152528719067844,0,0,0,0,0,0,0.00358670784199096,0,0,0,0,0,0.0529511884003942,0.168282733927836,0,0,0,0,0,0,0,0,-0.104863271687246,0,0,0.118021823561533,0,0,0,0,0.00605464241051304,0.036058496560859,0,0.0559737651673316,0.028113059050323,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687646750909227,0,0.0875385641132653,0,0.159617325013622,0,0,0,0,0,0.0105049951018174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427873908274265,0,0.00356487114662628,0,0,-0.0748398831139109,0,0,0,0,0,0,0
X000625.SZ,0,0.144960004074512,0,0,0,0,0,0,0,0,0,0.0766477383763777,0,0.0200977415743241,0,0.0628383319864386,0,0,0,0,-0.0217245293908677,0,0,0.0254327021465951,0,0,0,0,0,0,0.0219547255551606,0,0,0,0.0512399259917686,0,0,-0.00697682870779316,0,0,0,0,0.0805813217757304,0,0,0,0,0,0.0239653744546508,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0783512071361363,0,-0.0119295183293125,0.122710536631945,0,0,0,0.147437122306686,0,0,0,0,0.0699881267759578,0.100208015146128,0,0,0,0,0,0,0,0,0,0,0,0.000283425383576427,0,0.202494493558782,0,0,0,0,0,0,0,0,0,0,0.0633567508905538,0,0,0,0,0,0,0.00757803030337849,0,0,0,0,0.0317935628442496,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.1329275787856,0,0,0,0,0,0,0,0.0478868652717208,0,0,0,0,0,0.116506844113409,0,0,0.0320467589373026,0,0,0,0,0,0,0,0.0224082318824105,0,0,0.127920468270338,0,0,0.00892560709294824,0,0.133334498412429,0,0,0.00926077981697781,0,0.0380187066214129,0,0,0,0,0,0.00386118415028948,0.0167521558604864,0,0,0,0,0,0
