,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002236.SZ,X300003.SZ,X000063.SZ,X600809.SH,X002008.SZ,X300124.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X002456.SZ,X000625.SZ,X600487.SH,X600066.SH,X600566.SH,X000100.SZ,X000661.SZ,X002294.SZ,X002241.SZ,X000977.SZ,X000157.SZ,X002179.SZ,X002180.SZ,X002007.SZ,X300142.SZ,X300136.SZ,X000981.SZ,X000050.SZ,X600498.SH,X002049.SZ,X002508.SZ,X600522.SH,X600177.SH,X000869.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.326402572110359,0,0,0,0,0,0,0,0,0,0,0,0,0.00936666176845343,0,0.0568734057448014,0.0174532410705158,0,0,0,0,0,0,0,0.0929946555631993,0,0,0,0,0,0,0,0,0,0,0,0.011997992147415,0.00072270262811715,0,0,0.0132884352613572,0,0,0,0,0.0288331228810982,0,0,0,0.0296228999764284,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.127328988913904,0,0,0.311044129337624,0,0,0.0283617154549258,0,0.0198823978981219,0.0234820068884611,0,0.0357342387794833,0.211319266567084,-0.0237464220623319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478395366924191,0,0,0,0,0,-0.0980708298743196,0,0,0,0,0,0,0,0.0295694068041161,-0.0477652642863917,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0306788358862817,0,0,0.0278930909515212,0,0,0,0,0,0.190992277638051,0,-0.0787832173561648,0,0,0,0,0,0,0,0,0,0.156638734632219,0,0,0,0,0.0325163631586933,0.0220945931437692,0,0,0,0,0,0,0,0,0,0,0,0.0726387348466528,0,0,0,0,0,0.00775473195731314,0.00113579641362403,0,0,0,0,0,0
X000858.SZ,0.11486442907782,0,0,0,0.24211416792211,0.0176354826961356,0,0,0.0638822021131807,0.0708759433198526,0,0,0,0,0,0.0153165792073217,0,0,0,0,0,0,0,0,0.184382559196031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014813143207662,0,0,0,0,0,0.00655048681496688,0.00455488867500877,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.426365564539125,0,0,0,0.208644951706579,0,0,0,0,0,0.0744126144264825,0,0,0,-0.016084461843363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771665303653699,0,0,0.00414591172397015,0,0,0,0,0,-0.0511187841954423,0.0917087541153932,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.159291487452437,0,0,0,0,0,0,0.236419439611952,-0.159407801645352,0,0,0,0,-0.0162088270637548,0,0,0,0,0,0,0,0,0.242824422924094,0.167812834687587,0,0,0,0,0,0,0,0,0.0735345307003246,0,0,0,0,0,0,0,0,0,-0.00453628657437419,0.0491063253132706,0,0,0,0,0,0
X002304.SZ,0,0,0.0777697068870064,0,0,0,0,0,0.280860084695892,0,0,0,0,0,0,0,0.0200245802414603,-0.0418514870786059,0.279665034186423,0,0,0,0,0,0,0,0,0,0,0.137748729286482,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275045145011691,0.0131252458458619,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102666422455486,0,0,0,0,0,0,0,0,0,0.105387471392253,0,-0.0999413502325747,0,-0.152615042433152,0,0.0994514223315987,0,0,0,-0.0565487376552936,0,0,0.0404879962922548,0,0.198710569090132,0.0851882041729318,0,0,0.138216499616563,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.254037766528405,0,0,0.0718299091834685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933480543466028,0,0,0,0,0,0,0,0,0,-0.0389681735446317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197221487190323,0.00120998942623956,0,0,0,0,0,0
X000568.SZ,0,0,0,0.123229617532263,0,0.176935651367159,0,0,0.08537386836811,0,0,0,0,0,0,0,0,0,0.0430903306973095,0,0,0,0,0,0.208786045436011,0,0,0.0476600813082235,0,0,0,0,0,0,0,0,0,0,0,-0.0683460051343742,0,0,0,0.0361774910013733,-0.0574171768272237,0,0,0,0,0,0,0,0.0431935838736336,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0194752223418025,0,0,-0.222315270385932,0,0,0,0,0,0,0,0,0,0.0358088624577807,0,0,0.328836191792614,0,0,0,0,0,0,0,0,0.119277538223713,0,0,0,0,0,0,0,0.116271379351466,0,0,0,0.383962482661864,0,0,0,0,-0.0018851468468773,-0.0037680450659082,0,0,0,0,0,0
X600741.SH,0,0.33630188317886,0,-3.46944695195361e-18,0,0,0,0,0,0.0690333905452342,0,0,0.0390854754369978,0,0,0.0706739241827613,0,0,0.108562107209587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425721516507984,0,0,0,0,0,0,0.0342356750290534,0,0,0,0,0,0,0.0238965660980794,-0.00839975175039434,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565556173862743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208544655518634,0,0,0,0,0,0,0,0,0,0,0.00358984498910915,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600783093251043,0,0,0.0641789011867276,0.146996832947552,0,0,0,0,-0.0110411518320608,4.33680868994202e-19,0,0.0803897935046097,0,0,0,0,0,0,0,-0.080368264172882,0,0,0,0,0,0,0.137032085735586,0.234999922427198,0,0,0,0,0,0,0,0,0.0114383626437461,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0885443171895193,0,0,0,0.063537116952555,0,0,0,0,0,0,0,0,-0.01229565664668,0,0,0,0,0.0226366087047489,0,0,0,0,0,0.0378812916332842,0,0,0,0,0,0,0.100167935974444,0,0,0,0,0,0.0202013321189633,0,-0.156440866361064,0,0,0.0061784116091937,0.0220666848209868,0,0,0,0,0,0
X002236.SZ,0,0,0.475131673806759,0,0.060013205039653,0,0.0795866695683163,0,0.0804306566862757,0,0,0,0,0,0,0,0,-0.0322143072145445,0,0.0667363496362155,0,0.12957971260971,0,0.139171915029177,0,0.0961779246093787,0,0,0,0,0,0,0,0,0,0,0,-0.0258881916622542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500433216865525,-0.055630955437934,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153056788294873,0,0,0.0860176351362237,0,0,0,0,0,0,0,0.118692198397984,0,0,0,0,0,0,0,-0.0536394494490506,0,0.111537910402797,0,0.0591527900379398,0.109429715189114,0,0,0,0,0,0,0,0,0,-0.0303378696322018,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427448992706932,0,0,0,0,0,0,0,0.124820335463275,0,0,0,0,0,0,0,0,0.248671956726923,-0.0159407218610789,0,0,0,0,0,0
X600809.SH,0,0,0,0.42214010061533,0,0,0.123660946293181,0,0.121716545713814,0,-0.0474189983076225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753507315313045,-0.0246620453812397,0,0,0,0,0,0.190748695598706,0,0,0,0,0,0,0,0,0.118934144456499,0,0,0,0,0,0,0,0.0697152992506268,0,0.181020455058906,0.00563691580748801,-0.0261402468952818,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.236621176899578,0,0,0,0,0,0.0212400935402434,0,0,0.230119593761767,0,0,0,0,0,0,0.153278722434261,0,0,0.142483543398389,0,0,0,0,0,0,0,0.210689243498845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0285721068894063,0,0,0,0,0,0
X300124.SZ,0,0.217268852300253,0,0,0,0.220187958036684,0,0,0,0,0.112290650298709,0,0,0,0,0,0,0,0,0.119950394170402,0,0,1.38777878078145e-17,0,0,0,0,0,0.0398249688741586,0,0,-0.26032847107124,0,0.0685559241770276,0,0,0,0,0,0.0079115861649442,0,0,0,0.0180139504071662,0,0,0,0,0,0,0.0917603991393533,-0.0250850763704868,-0.0148111821943052,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12050583586263,0,0,0.301586409495088,0.0448012165039218,0,0,0,0,0,0,0,0.00275974729883055,0,0,0,0,0,0.25228757593808,0,0,0,0,0,0,0,0.180941886854366,0,0,0,0.0812612828326279,0,0,0,0,0,0,0,-1.35525271560688e-20,-0.0190851087010589,0,0,0,0,0,0
