,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X600271.SH,X600118.SH,X000100.SZ,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X300124.SZ,X600089.SH,X000559.SZ,X600177.SH,X600066.SH,X002236.SZ,X002456.SZ,X002465.SZ,X600582.SH,X002292.SZ,X600839.SH,X600198.SH,X000977.SZ,X002475.SZ,X600060.SH,X600435.SH,X000800.SZ,X300003.SZ,X601877.SH,X600498.SH,X000581.SZ,X002276.SZ,X000623.SZ,X002008.SZ,X002294.SZ,X000568.SZ,X002049.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0498711412965283,0,0,0,0,0,0,0,0,0.08196328059967,0,0,0,0,0,0,0,0,0,0.0609682316266677,0,0,0,0,0,0,0.103847784976606,0,0,0,0,0,0,0,0,0,0,0.0118360479622495,0,0,0,0,0,0,0,0,0.0122333804297786,0,0,0,0,0,0
X600104.SH,0,0,0.139305616629424,0,0.0106758419892499,0.013919479318688,0,0,0,0,0,0,0.0114801830643305,0,0,0.0768403646976974,0,0,0,0,0,0,0,0,0,0,0.0230017186000908,0.051492465474554,0,0,0,0,0.0513335372567659,0,0,0.0135605947042049,0,0,0,0,0,0,0,0.0380111853449735,0.128292561135536,0,0,0.127970502793645,0,0,0,-0.000521456495348323,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0.0396711630076023,0,0,0.0567824525823532,0,0,0.0411860125151581,0,0,0,0.0538650874451234,0,0.0140733052502328,0,0.0033451915633448,0,0,0,0.0453311324243489,0,0,0,0,0,0,0,0.0309643048579919,0,0,0,0,0,0,0,0,0,0.0753349097653093,0,0,0,0,0,0,0,0.0173350420949077,0,0,0.0376523246524386,0,0,0,0,0.0094948457841248,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0455513903271486,0,0,0,0,0,0,0,0,0,0,0.0301900179610151,0,0,0,0,0,0.145530544483666,0.0750236440257313,0,0,0,0.0561594562141409,0,0.00180483540803993,0,0,0,0,0.0450975956870708,0,0.0510964253393114,0,0,0,0,0.149638106965206,0,0,-0.0203464668197678,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161480594275686,0,0,0,0.0706781460929075,0,0,0,0,0,0,0,0,0,0,0,0,0.105062096141929,0,0.108998666761991,0,0,0,0,0,0,0.139825968258235,0,0.0475535347417633,0,0,0,0,0,0,0,0,0,-0.00364321668492978,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.032232624408339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297071515523201,0,0,0.00450263628232472,0,0.023632514083756,0,0,0,0,0,0,0.0484920898450146,0,0,0,0,0,0.067427270258364,0.0911203633432266,0,0.0645211722314523,0,0,0,0.159365199877067,0,0,0,-0.0109128349241088,-0.0134953037199095,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803407916611949,0,0,0,0,0,0,0,0.117304654125485,0.0288532231292452,0.0689520715099506,0,0,0,0,0,0,0.0845828843440735,0,0,0,0,0,0,0,0,0.155892271970722,0,0,0,0,0,0,0,0,0,-0.0187494532825109,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0260100478042187,0,0,0.02498697494013,0,0,0,0.0897180464677902,0,0.0373628920989754,0,0,0,0.0260696550709695,0,0.0294758909870519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319289255914272,0.00359243501327728,0,0,-0.00610397971991168,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0347893353041267,0,0,0,0,0,0,0,0,0,0,0,0.0131750107884746,0,0,0,0,0,0,0,0.0655239509235489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156365885540391,0.0355526833451304,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188130034888615,0.0516495014222157,0.091541178552177,0,0,0,0,0,0.158355428357683,0,0,0,0,0,0,0,0,0,0.121200068081112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301501719927184,0,0,0.00728719632290491,0.0208923271731094,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0165340349958214,0,0,0,0,0,0.0077572651753928,0,0,0,0,0,0.0079997599688998,0,0,0,0,0,0,0,0.118401729755615,0.0138780151015772,0.0586382978698729,0,0,0,0,0,0,0.0213805271482224,0.0539568960479866,0.120932486617173,0,0,0,0,0,0,0,0.00258166916502608,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0539130741165089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224008221310976,0,0,0,0,0,0,0,0,0,0.0327391609472899,0,0,0,0,0,0.0249158856987489,0,0,0,0,0,0,0.0494177164215588,0,0,0,0,0.053960199878932,0,0,-0.00400422441166946,0.0149973033915743,0,0,0,0,0,0
X600271.SH,0,0,0,0.263302474847163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176197023276015,0,0.0637006141058729,0,0,0,0,0.0115200154067023,0,0,0,0,0,0,0,0,0,0,0,0,0.0669011694042326,0,0,0,-0.0019924865762866,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0228970845760891,0,0,0,0,0,0,0,0,0,0,0.341309546318287,0,0,0,0,0,0,0.0919306829560309,0,0,0,0,0,0,0.0617397251997256,0.0695853349873136,0,0.0121705049031145,0,0,0,0,0.117997734589894,0,0.0231115145456318,0,0,0,0,0,0,0,0,0,0,0,0,0.0161178158048002,0,0,0,0,0,0
X000100.SZ,0,0,0.0700267323713438,0,0.0480337612777853,0,0.0776218680600216,0,0,0.00486800516370125,0,0,0,0,0,0.0175317955421252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244792677481468,0.200917147488201,0,0,0,0.232078016559539,0,0,0,0,0,0,-0.0270745943705264,0.0763055451110661,0,0,0,0,0,0,0,0.000760349175178242,0,0,0,0,0,0
X600372.SH,0,0.094040041233674,0,0,0,0,0,0,0,0,0,0,0.0276036910634038,0,0,0,0,0,0,0,0,0,0,0.0606892602902647,0,0,0,0.110376531402214,0,0.205526595525998,0,0,0.0356549387263664,0,0,0,0.140027222709007,0,0,0,0,0,0,0,0,0,0,0,0,0.128691190137241,0,-0.0021839524572905,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.623745144509338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169477449286391,0,0,0,0,0.0338136821054482,0,0,0.0126873962533453,0,0,0,0,0,0,0.019787487746695,0,0,0,0,0,0,0,-0.0078290562696983,0.0141793017685727,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0963177720665382,0,0,0,0,0.096365093120978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30102701901081,0.0199323239162585,0,0,0,0.121514558121874,0,0.0300502237684677,0,0,0,0,0.00588315135071846,0,0,0,0,0,0,0,0,0,-0.00963303003280149,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.00542207740867404,0,0,0,0,0,0.00225738453344292,0,0,0,0,0.00567193874741659,0,0.156046424253955,0,0,0,0,0,0,0.0789658176234099,0,0,0,0,0,0,0.0254487467362741,0,0,0,0,0,0,0,0,0,0,0,0.0651100056205065,0.0441975278289359,0,0,0.115144251057999,0.149961709024004,0,0,0,0.0019581465554083,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250628411457731,0,0,0.0865050112879052,0.124336076086735,0,0.191014669724067,0,0,0,0,0,0.0192136735621351,0,0,0,0,0,0,0,0,0,0.0448181640265754,0,0.0113849143761048,0,0,0,0,0,-0.0381862611543335,0,0,0,0,0,0,0
X002241.SZ,0,0,-0.00689646565575591,0,0,0,0,0,0,0,0,0,0,0,0,0.0508787875108589,0,0,0,0.0981744794105048,0,0.0807607899940957,0,0.0479267000661414,0,0.0308724096710723,0,0.245761189697127,0,0,0,0,0,0,0,0,0.0576253943861769,0.0241081967463388,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0687224780438509,0,0,-0.0270063711197856,-0.0321537249688801,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568791083287432,0,0,0,0,0,0,0,0.0196096925618571,0,0,0,0,0,0,0.0179755830609147,0,0.00651852997035581,0,0.0207419034515428,0,0.016616907267203,0,0.097077862340269,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185647579789893,0.0415983544382697,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924771449649098,0,0,0,0,0,0,0.159537666473642,-0.0274365156427124,0,0,0,0,0.0732939700555751,0,0,0,0,0,0,0.198947668173458,0,0.193762168416908,0,-0.0190517977608178,0,-0.0446502034719802,-0.0224804200608604,0,0,0,0,0,0,-0.0106780592143781,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.149069679848628,0,0,0.125542388270532,0,0,0,0,0,0.00494774462576207,0.108604527385471,0,0.0970379799400058,0,0,0,0,0,0,0,0,0,0,0.118273795151202,0.035096518168944,0,0,0,0,0,0,0,0,0,0,0.0613460916908649,0,0.0281108992220653,0,0,0,0,0,0,0,-0.0207408361001076,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042263753969667,0,0,0,0,0.0237754787686154,0.0589374135717478,0.103810586259897,0.0390164661577422,0,0,0.0502704611398466,0.108533653151076,0,0.0720133296074019,0,0,0.0966239570432692,0,0,0,0.106407336657086,0,0,0.102690419008539,0,0,0,0,0.0092574763754805,0,0,0,0,0,0,0
X600177.SH,0.0873164241437802,0,0,0,0,0,0,0,0,0,0.0010340228594359,0.0846249236536471,0,0,0,0,0,0,0,0,0,0,0,0,0.131416299330207,0,0,0,0,0.130096453716792,0,0,0,0,0,0,0,0,0,0,0,0.225035990436708,0,0.0452974781414378,0,0,0,0,0,0,0,-0.00877636368691821,0,0,0,0,0,0,0
X600066.SH,0,0,-0.0345691337791509,0,0,0,0,0,0,0,0,0,0.0734707042090073,0,0.061046831203678,0,0,0,0,0.0250621533011863,0,0,0,0,0,0,0,0,0,0,0.129727195475336,0,0,0,0,0,0,0,0.0542684644750879,0,0.0387703234342874,0,0,0.0467165965343529,0,0,0,0,0,0,0,-0.00533969345991116,0.00685435704407117,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0651341538323092,0,0,0,0,0,0,0.0948357957680978,0,0.264837038647213,0,0,0,0,0,0,0,0,0,0,0,0.0615385102864631,0,0,0,0,0,0,0.105477378724907,0,0,0.0927235441973905,0,0,0,-0.0276979132778455,0.0582252622476404,0,0.0652010372109434,0,0,0,0,0.0849268205880853,0,0,0,0,0.00409984941245381,0.0238400484713529,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644232458179157,0,0.117223654812957,0,0,0,0,0,0.126933220437617,0,0,0,0,0,0,0.0548154035870907,0,0,0,0,0.0252360216806909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207910610772692,0,0,0,0,0,0,0
