,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000100.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X002456.SZ,X002085.SZ,X600372.SH,X600177.SH,X000157.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600522.SH,X600867.SH,X000066.SZ,X600699.SH,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000550.SZ,X000623.SZ,X300136.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0383940556500641,0.105869999440573,0.234229045846127,0.0171641519377719,0,0,0,0,0,0,-0.00969205023742679,0,0.0482501597472065,0,0,0,0,0,0.153319698360517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00375223737820613,0.00345889632415857,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491546562692407,0,0,0,0,0,0,0,0,0,0,0.0393355590715756,-0.0583020296666025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132430560495524,0,-0.145658896937817,0,-0.0296193935122774,-0.0334296232169762,0.0303709788516333,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0193013203324851,0,0,0,0,0.0365504474423656,0,0.121923820366092,0,0,0,0,0.0313605861454751,0,0,0,0,0,0.0193728714241694,0,0,0.0829513415680256,0,0,0,0,0.1395889458433,0,0.0388623758340853,0,0,-0.0511140329076575,0,0,0,0,0.257867359352071,0,-0.0822787318680794,-0.0384672026964927,0,0,0,0,0,-0.0319635453289949,0.0212304140116041,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.401155635179362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131923857259713,0.000811461367648602,0,0,0.139618274654957,0,0,0,0.336930235437839,0,0,-0.0850284365048686,0.0116456415750982,0.0306524946371584,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.14310402015141,0,0,0.085424027902462,0.0384122228841632,0,0.363015153779382,0,0,0,0,0,0,0,0,0.0717472280039011,0,0,0,0,0,0,0,0,0,0,0,0,0.0732667985186058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000875249070240197,0.00976610103360935,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0548159244917534,0,0,0,0,0,0.273188497612139,0,0,0,0,0,0,0,0.0497850767840357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111867581301459,0,0,0,0,0,0,0,0,0,0,0,0,0.0133283240271309,-0.0262034677117484,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0545433281748087,0,0,0,0,0,0,0.150183070021248,-0.0457067852827714,0.0414429233637727,0,0,0,-0.0174085816961237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641790223475146,0,0,-0.0172787936733327,0.0584832982285126,0.00557775195716274,0,0,-2.16840434497101e-19,0.015899908831278,0,0,0,0,0,0
X002304.SZ,0,0.0535381908335404,0,0,0,0,0,0,0,0.126635377108876,0,0,0,0.199463314249858,0.100199957278454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105468971183354,0,0.0375110986077432,0,0.00589535172532304,-0.00273211871539704,0,0,0,0,0,0
X000625.SZ,0,0.191665218559831,0,0.147605267425196,0.0480242279227107,0,0,0,0,0,0,0,0.0926555843010794,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0302116752298972,0,0.0461928592819427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100736435942695,-0.00265040188136015,0,0,0,0,0,0
X000063.SZ,0,0,0,0.143061667028038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280292189494257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00400479093333274,0.0963724986093538,-0.0826046573048246,0,0,0.0156910358877325,-0.0107167368740776,0,0,0,0,0,0
X600690.SH,0,0,0,0.199988065614889,0,-0.000262791898996745,0,0,0,0,0,0,0,0,0,0.0313853394984093,0,0,0,0,0,0,0,0.0549286731045668,-0.0383243112332756,0,0.0637962334866397,0,0,0,0,0,0,0,0,0,-0.0367898199478366,0,0,0,0,0,0,0,0,0,0,-0.0416280621652152,0,0,-0.00617749780293862,-0.0021747635395299,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.146438775596558,0,0,0,0,0,0,0,0,0,0,0.0315515272178379,0,0,0,0,0.118777342766732,0,0,0.485586112763974,0,0,0,0.0999750172123507,0,-0.0999594576339447,0,0,0,0,0,0,0,0.0245602926962782,0,0,0,0.336247143049958,0.0231261960210251,-0.0151536533077215,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0133746996818391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683395754878904,0.0661580877971498,0,0,0.527421861931537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119393282817713,0,0.00835253974213834,0,0,0,0,0,0
X600741.SH,0,0.478183164270747,0,0,0.0224393532670687,0,0,0.119134509261012,0,0,0,0,0,0,0,0.0602348867294497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680807578046294,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.362850914057697,0,0,0.335078323618942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12591692056811,0.043138068902464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424960990033424,0,0.0407949099327803,0.0528706247824937,0,0,0,0,-0.00646066486772601,0,0,0,0,0,0
X600066.SH,0,0,0,0.0182101191521839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196526700171128,0,0,0,0,0,0,0.0729755235909054,0,0,0,0,0,0,0,0,0.0973595820107933,0,0,0.0156396787438861,0,0,0,0,0,0,0,0,0.0816278249350382,0.0486610155572733,0,0.0651883536191997,-0.0327703148600295,0.0165954471707761,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.125022269343523,0,-0.145502179429026,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128511365560612,0,0,0,0,0.105672204505634,0.23604787566631,0.054777323443304,0,0,0,0,0,0,0,0,0,0,-0.108896241612015,0,0.105489573713582,0,0,0,0,0,0,0,0.0355447998572435,0.244374235251515,0,0,-0.00583047042767739,-0.0105893329572463,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683990366939771,0,0,0,0.0421103008526515,0,0,0,0,0,0.086732729556289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249561964975096,-0.0285068204005704,0.107754215701519,0,0.0717218272396272,-0.0186101912509461,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473415782631289,0,0,0.0265591361650003,0,0.3035007131783,0,0,0,0,-0.0034729584328333,8.67361737988404e-19,0,0,0,0,0,0.188891931030802,0.0549227128628992,-0.0211110427158849,0,0.0109162075037385,-0.0107934145188359,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0338393019437428,0,0,0,0,0,0,0.0112387455758543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040991434991115,0,0,0.0578391438960715,0,0,0,0,0,0,0,0,0,0,0.052180911834978,-0.0155407992283088,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305142363305656,0,0.0519799379346028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474972177164694,0,0,0,0,0.0429126052498739,0.0913711155606974,0.319770767086781,0,-0.027830988644567,0.0321345520835354,0,0,0,0,0,0
X600271.SH,0,0,0.0525275173173212,3.3881317890172e-21,0,0,0,-0.0376824810551119,0,0,0,0.0672294167646939,0,0,0,0,0,0,0,-0.040878829149593,0,0,0,0,-0.00274919707632906,0,0,0,0,0,0,0,0,0,0.124503282451193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119454797837165,-0.0691338735652149,0.0132982939257986,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0.00517279483760928,0,0,0,0.205038685612,0,0,0,0,0,0.150573756932799,0,0,0,0,0,0,0.0429691331082374,0.244340987763589,0,0,0,0,0,0,0.0741961778974586,0,0,0,0,0,0.0227784353667903,0,0.0337202411150435,0,0.0135082503033958,0,0,0,0,0.0219495012499911,0,0,-0.00676767851782774,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.0821738319387245,0,0,0,0,0.0588771555195516,0,0,0.000195168572335492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365794235258385,0,0,0.167354381731222,0,0.137962765525988,0,0.00435586116452864,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0437027972421654,0,-0.0939064762544865,0,0,0,0,0,0,0,0,0.00781885144503403,0,0.482016912118976,0,0.0982256580382993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100544550905823,0,0,0,0.0529258937532525,0,0,0,0,0.130082282808928,0,0,0,0.0682566136439969,0,0.065660288073686,0,3.46944695195361e-18,0,0,0,0,0,0
X002085.SZ,0,0,0,-0.0168274103880197,0,0,0,0,0,0,0,0,0.122451559935534,0,0,0,0,0,0,0,0.0936750582113328,0,0,0,0.0319979670243393,0,0,0,0,0,0,0,0,0.0625285430235053,0,0,-0.0619732631613185,0,0,0,0,0,0.0023087320377038,0,0,0,0,0.0243918756297546,0,0,-0.0385184884742222,0.0150536927478225,0,0,0,0,0,0
X600372.SH,0,0,0,0.0273011825449102,0,-0.060216158877932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301261167966358,0,0,0,0,0,0,0,0,0.0119066114244268,0,0,0.114062179887856,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00847871363572221,0,0,0,-0.0416295156763615,0.0212456124409449,0,0,0,0,0,0,0
X600177.SH,0,0.0956327967127001,0,0.020255763198351,0,0,0,0,0,0.0776170833628003,0.170365735107604,0,0.0610072276115505,0,0,0,-0.020810531652625,0,0,0,0,0,0,0.0774237976563268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000831769171501556,0.00280517320452239,0.000306763903129725,0,0,0,0,0,0
X000157.SZ,0,0,0,0.115655126221895,0,0,0,0,0,0,0,0,0.419677984382417,0,0,0,0,0,0.0504663412432531,0,0,0,0,0,0.00531484683492535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284467234829382,0,0,0,0,0,0.0193829117279155,0,0,0.00415999190705611,-0.00914265837399862,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0189794692367285,0,0,0.0237548145754094,0,0.025798362263234,0,0,0.278408389399896,0,0,0,0,0,0,0.0625037921420047,0,0,0,0,0,0,0,0,0,0,0,0.0402453190325104,0,0,0,0,0,0,0,0,0,0.131158170040699,0.262269239318802,0,0,-0.00367283348609297,0.00568687370915684,0,0,0,0,0,0
X002007.SZ,0,0,0,0.131760200527055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642968377502128,0,0,0.0187616176235759,0,0,0.0495469114457938,0,0,0,0,0,0.0669139248719261,0.0130868632257227,0.0915609231421136,0,0,0.0179450096930538,-0.0180381796259554,0,0,0,0,0,0
