,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X002456.SZ,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X600487.SH,X000596.SZ,X000100.SZ,X000625.SZ,X000977.SZ,X000661.SZ,X600566.SH,X600066.SH,X002294.SZ,X600498.SH,X300136.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X300146.SZ,X002241.SZ,X000050.SZ,X002049.SZ,X600522.SH,X000869.SZ,X600779.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.448188293405071,0,0.0208267402008783,0,0,0,0,0,0,0,0.0149214724634054,0,0,0,0,0,0,-8.67361737988404e-19,0.00293596503091742,0,0,0,0,0,0,0,0,0,0,0,0,0.0511582567876897,0,0.0759319243866028,0,0,0,0,0,0.0122299973796779,0,0,0,0,0.0266157368811117,0,0,0.00599071346632751,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0657257956921982,0,0,0,0,0,0.143040438392569,0,0.217302257973355,0,0.0208079803566786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203046385691254,0,0,-0.0291035469463394,0,-0.0838789938422615,0,0.0304042642246265,0,0,0,0,0,0,0,0,0.0760554609287286,0.0117334476309817,0.0439008116071398,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0884189146636115,0,0,0,0,0,0,0,-0.105338805714363,0,0,0.303912403707808,0,0,3.46944695195361e-18,0,0,0,0,0.0212458382000714,0,0,0,0,0,0,0,0.142970774702594,0,0,0,0,0,0,0,0,0,0,0,0,0.0377958199026682,0,0,0,0.0138146238053406,0.0377053016125551,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297181848305452,0,0,0,0,0,0,0,0,0,0.1115277382143,0,0,0,0,0.307484475340371,0.0509525067164396,0,0.14549857887239,0,0,0,0,0,0,0,0,0.07580812777821,0,0,0,0,0,0,0,0,0.034634991757513,0.0324949938047861,0,0,0,0,0,0
X000858.SZ,0.146066819460624,0,0,0.0762742253915886,0,0,0,0,0.14982888692485,0.0234250608618347,0,0,0,0,0,0,0,0,0.0674314267368903,0,0,0.0319904096892791,0,0,0,0,0.175680190002968,0,0,0,0,0,0,0,0,0,0,0.0328777781342983,0,0,0,0,0,0,0,0,0,0,0.0179964553010295,0,0,0.00883767656589288,0.0108637842688114,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0302722607205203,0,0,0,0.220496913165155,0,0,0,0,0,0.229452971971231,0,0,0,0,0,0,0.129486571451637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115668785499008,0,0,0,0,0,0,0,0,0,0.0102420754478926,0.0211966850398378,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.422703838203318,0,0,0,0,0,0,0,0.0767606355099546,0,0,0,0.130391014931949,0,0,0,0,0,0.13356884582419,0.0935405233050443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00775950445298031,0,0,0,0,0,0,0,0,0.0199783280538077,0.0224284469024909,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114469707349187,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.423995652266844,0,0.0967002924011803,0,0,0,0,0,0,0,0.0750886483299214,0,0,0.0506895104428632,0,0,0,0.0788459663783946,0,0.221121974307052,0,0,0,0,0.00240732345138228,-0.00521250880391393,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.429277053213669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124200623944727,0,0,0,0,-0.0412740367815072,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,6.32012400864058e-05,0.0171793721551606,0,0,0,0,0,0
X002475.SZ,0,0.0461108624484337,0,0,0.0219571823989604,0,0,0,0,0,0,0,0,0.0183445700383438,0,0,0,0,0,0,0.614806489348619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107250477142337,0.0759419334550574,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0100837415403961,0.0102200983414021,0,0,0,0,0,0
