,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600498.SH,X600487.SH,X000100.SZ,X000661.SZ,X600809.SH,X600867.SH,X600566.SH,X002456.SZ,X002179.SZ,X000625.SZ,X300146.SZ,X000596.SZ,X300142.SZ,X000157.SZ,X600177.SH,X002294.SZ,X002180.SZ,X300136.SZ,X600372.SH,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.734037425134662,0.0989419896327139,0,0,0,-0.0174470870007273,0,0,0,0,0,0,0,0,-0.0264673277935792,0,0,0,0,0.0839763826753548,0,0,0,0,0,0,0,0,-0.0287934844650678,0.0610030448166694,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.00982922274830703,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0582967341707472,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0956289757914336,0.269743963786409,0,0,0,0.266578434101104,0,0,0.0873210254093307,0,0,0,1.73472347597681e-18,-0.0203580650081579,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539696667368356,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125959375111416,0,0,0,0.706740724168522,0,0.0655809993511012,0,0.0711373122416659,0,0,0,0,0,0,0,0,0.0465055909663952,0,0,0,0,0,0,0,0.0280776519552165,0,0,0,0,0,0,0,0,0,0,-0.0204373109982042,0,0,0,0,0,0,0
X600276.SH,0,0,0.122511199969324,0,0,0,0,0,0,0,0,0,0.103957268045327,0,0,0.383063933056395,0,0,0,0.0372900903712313,0,0,0,0,0,0,0,0,0,0,0.0252131416557315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386361316186441,0,0,0,-0.0101910858800605,0,0,0,0,0,0,0
X000651.SZ,0.347471222779705,0,0,0,0,0,0,0,0,0,0,0,0.121288725830316,0,0,0.0815358060555524,0,0,0,0,0,0,0,0,0,0,0,0,0.0636560645929343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0.236634298953458,0,0,0,0,0,0.118167809699155,0,0.0271009851608625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319432640924866,0,0,0,0,0,0,0.154666066637669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00476360505933908,0.0187946154611082,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.355178771650582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333868992735898,0,0,0,0,0,0.0434051734120504,0.277528967242366,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767795929675835,0,0,0,-0.00715467388653634,0.0494777842387057,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213317280352355,0,0,0,0,0,0.291722317970813,0,0.0515028390848203,0,0,0,0,0,0,0.125524392579591,0,0,0,0,0,0,0,0,0,0,0,-0.0102181914149899,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.169838309965488,0,0,0,0,0,0.0173585144390574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0441424841007396,0,0,0,0,0,0,0,0,0,0,0.218377013654309,0,0,0,0.329674828284235,0,0,0,-0.00937340922921071,-0.0355325837686615,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.172220449153572,0,0,0,0,0,0,0,0,0,0,0,0,0.189537070715122,0.308121533730959,0,0,0,0,0,0.158688628672591,0,0,0,0,0.0392801775309997,0,0,0,0.201530512526051,0,0,0,0,0,0,0,0,0,0,0,0.0128969603861583,0,0,0,0,0,0,0
