,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002241.SZ,X002371.SZ,X000596.SZ,X300003.SZ,X300014.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X300142.SZ,X002456.SZ,X600118.SH,X000625.SZ,X002008.SZ,X002129.SZ,X600271.SH,X002179.SZ,X300136.SZ,X002414.SZ,X600584.SH,X002180.SZ,X000066.SZ,X002463.SZ,X600177.SH,X002074.SZ,X600699.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0677611599629071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035279995281065,0,0,0.179214072989396,0.23417354099229,0,0,0,0,0,0,0,0,0.0504073917802477,0,0,0,0,0,0,0,0,0,0,0,0,-0.113896913179922,0,0,0.047538548575301,0,0,0,-0.0834135543105537,0,0,0,-0.0758748187066653,0,0
X000858.SZ,0,0,0,0,0.00788230902830539,0,0,0,0,0,0,0.0321571972352978,0,0.521996535571863,0,0,0,0,0,0.00531742012621251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887883843409151,0,0,0,0.0398383972030298,0,0,0,-0.0104997910819343,0,0,0,0,0,0
X600276.SH,0.0755368724639645,0,0,0,0,0,0,0,0,0,0,0,0.0331927831600887,0,0,0,0,0,0,0.143123585690693,0,0,0,0.131391475144687,0,0.117604235058623,0,0,0,0,0,0,0,0,0,0.00402836684390136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283948511386518,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.122009147360103,0,0.0878050281664448,0,0.0488397964687043,0,0,0,0.0257439145110358,0,0,0,0,0,0.0323967954458432,0,0,0,0,0,0,0,0,0,0,0,0,0.0907474258697108,0,0,0,0,0,0.137041194459149,0,0,0,0.0279225403710924,0.0639356576226292,0,0,0,8.82589519211371e-05,0,0,0,0,0,0
X002415.SZ,0,0,-0.0306634820210892,0,0,0,0.193150659755163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102666383906136,0,0,0,0,0,0.222324480868404,0,0,0,0.0836670346318692,0,0,0,0,0.218661496744324,0,0.0311496772873359,0,0,0.0476992419743464,0,-0.0702126183722292,0,0,0,0,0,0.0567744061182976,0,-0.0222755558514682,0,0.0252426104182041,0,0,0,0.0166640702833875,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.226706990636266,0,0,0,0,0,0,0,0,0.170834812899646,0,0,0,0.0140988336349273,0,0,0,0,0,0,0.0789617770629096,0.151342019945522,0,0,0,0.0931769622611437,0,0,0,0,0,0,0,0,0,0.0192930632089459,0,0,0.0127823988282881,0,0,0,0,0,0,0,0.0100446033132885,0,0
X002475.SZ,0,0,0,0,0.0706902796525454,0,0,0,0,0,0,0,0,0,0,0.128558410162553,0.0102688467151496,0,0,0,0.257869736028941,0.0651439659776268,0,0,0.059250087821649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107600789499269,0,0,0,0,0,0,0,0,0,0,0,0,0.0194726957985586,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00949006987377702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080042237376138,0,0,0,0,0,0,0.031288107617619,0,0.0970374653729743,0.127622034279144,0,0,0,0.175140319942934,0,0,0,0,0,0.170783552840126,0.0601872160514977,0,-0.0109436528325537,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0473108835401724,0,0,0,0,0,0,0,0,0,0,0,0,0.19724738696041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575497084000877,0,0,0,0.262699143744965,0.0742457793386217,0,0.0980383058833644,0.057353388359803,0,0,0,-0.00423777452992427,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103383598413816,0,0.335403713875205,0,0,0.0401637177877107,0,0,0.0729189806788109,0,0,0,0.130685519938275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280505804168074,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0355044280026302,0,0
