,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002179.SZ,X000625.SZ,X600498.SH,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300146.SZ,X002241.SZ,X002180.SZ,X300136.SZ,X600522.SH,X600089.SH,X600177.SH,X600372.SH,X000869.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.378766080583398,0,0,0,0,0,0,0,0.0557217593985502,0,0,0,0.0181449701895558,0.093607698640951,0,0,0,0.0175078869015682,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00568199662991436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136225266112396,0.0222787090774752,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0959357989736428,0.384435633393936,0.286842637581178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692397161740037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937686992580506,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.12292389234815,0.0179896813969467,0,0,0,0.0867924082046196,0,0,0,0,0,0,0,0,0,0,0.431354322926221,0,0,0,0,0,0,0,0,0,0,0,0,0.153534619466604,0.0510574345450875,0,0,0,0,0,0,0,0,0,-0.0330235086285694,0,0,0,0,0,0.0100774327505579,0,0,0,0,0,0
X000858.SZ,0.193770104839908,0,0,0,0.0994262234296627,0.000712578066065924,0.11638737838812,0,0,0,0,0.300510901817799,0,0,0,0,0,0,0,0,0,0.103484275329262,0.0136762176091486,0,0,0.0107689014657941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452727273658978,0,0,0,0,0,0,0
X000651.SZ,0.17632649904836,0,0,0,0,0,0,0,0,0,0,0.153049818203418,0,0.0536380448742909,0,0,0,0,0,0,0,0.293824992348149,0,0,0.0283136937042659,0,0,0.0298435251293265,0,0,0,0,0,0,0.0265253645845669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009314393343916,0.0143170822696297,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486636233535817,0,0,0,0,0,0,0,0.0786835211449567,0.185893023793528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000685821421002045,0,0,0,0,0,0
X002304.SZ,0,0,0.000868308010481951,0.459721107556849,0,0,0,0,0,0,0,0.268163633528663,0,0,0,0,0,-0.0259351790931362,0,0,0,0,0,0,0.385834912042484,0,0,0,0,0,0,0.124785344269475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396963124569784,0,0,0,0,0.0093162812609973,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032371376885417,0.140016357375683,1.73472347597681e-18,0,0.0657280167027428,0,0,0.0480221177123394,0,0,0,0.276607713847059,0,0,0,0,0.076376818846924,0,0,0,0,0,0,0,0,0,0,0,0.163470553994478,0,0,0.215054233555968,0,0,0,0,-0.00235249223987294,0.0125664613046237,0,0,0,0,0,0
X600690.SH,0,0,0.219567592509569,0,0,0,0,0.059909858278576,0,0,0.0412538761437143,0,0.0501186681117656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116173823117103,0,0,0,0,0,0,0.0234628269907738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860130086939955,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.118705234215327,0,0,0,0,0,0,0,0,0.0432541465824094,0,0,0,0.173043452606898,0,0.11804559057526,0,0,0,0,0,0,0.239016778868688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167018393736474,-0.0120257515283533,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.301181548998064,0,-0.100521208628341,0,0,0,0,0,0,0,0,0,0.137483390024517,0,0,0,0,0,0,0,0,0.0279381610226267,0,0,0,-4.33680868994202e-19,0,0.0120493305159043,0.0731294864037659,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.025174238079097,0.0300787380931131,0,0,0,0,0,0
X000568.SZ,0,0,0,0.32955713043114,0,0,0.00480351666044439,0,0,0,0,0,0,0.0335813702800047,0,0,0.0711987449955165,0,0,0,0,0,0,0,0.20937349889727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255560331510224,0.0895475216033899,0,0,0,0,0,0,0,0,0,0.00122157036052853,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493936367858488,0.0408129681255529,0,0,0,0,0.279893977949734,0,0,0,0,0,0,0,0,0,0,0,0,0.042201377348409,0,0,0,0,0,0,0,0.0351359236816917,0,0,0,0,0,0.0369298881657715,0,0,0.0079508702330471,0.00542210411792146,0,0,0,0,0,0
X000338.SZ,0,0.119423442683359,0,0,0.449806800249153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580165124415377,0,0.0121220569002842,0.0520939132857585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254512575788379,0,0.0118270608029269,-0.0097498948426183,0,0,0,0,0,0
X600703.SH,0,0,0,0.0952574968950991,0,0,0,0,0,0.0719324763473197,0,0.0236380492342064,0,0,0,0,0,0,0,0,0,0.0690906304847851,0.120566093273261,0,0,0,0,0,0.174758862810186,0,0,0.110039948806782,0.0661920720058037,0,0,0,0,0,0,0,0,0.0338019836621513,0,0,0,0,0,0,0,0,0,-0.00819349191919196,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0796740844864762,0,0,0.0787662874291818,0,0,0,0.138068193105233,0,0,0,0,0,0,0,0,0.138913665709458,0,0,0.406763704745765,0,0,0,0,0,0,0.11197390319314,-0.098240594460679,0,0,0,0,-0.00249699961487781,0.157938175574501,0,0,0,0,0.227060301342237,0,0,0.191168484820012,0.00983833323034874,0.04893810015265,0,0,0,0,0,0
