,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X002074.SZ,X600741.SH,X600702.SH,X600522.SH,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002007.SZ,X002294.SZ,X300146.SZ,X600779.SH,X600563.SH,X002236.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.281232381460282,0,0,0,0,0,0.00228389628812937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638101933685022,0,0,0,0.00661517787880229,-0.0270964996406165,0,0,0,0.0301607164979562,0,0,0.0205508162145968,0,0,0.178125039637915,0,0,0,0,-0.00277468362386428,0.0255770003015693,0,0,0,0,0,0
X000858.SZ,0,0,0.310847326832746,0.166115237083476,0,0,0.25025265882213,0,0,0,0,0,0,0,0.00388107708774644,0.0784638440430164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249992389174514,0,0,0,0,0,0,0,0,0,0,0,-0.0287098645526081,0,0,0,-0.0162996582904002,0.00662544003113155,0,0,0,0,0,0
X000568.SZ,0.146682874535028,0.524242153657099,0,0.31985485463402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121121049776219,0,0,0,0,0,0,0,0,0,0,-0.0136892801155925,0.0129684404524395,0,0,0,0,0,0
X600809.SH,0,0,0.58421433594886,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147090520217709,0,0,0,-0.00981857369678624,0,-0.0373152203314549,0,0,0,0,0,0,0,0.0541277007635806,0,0,0,0,0,-2.71050543121376e-20,-0.0374094650894455,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.110697955923458,0,0,0,0,0,0,0.0594588626104864,0,0,0,0,0,0.103826169124004,0,0,0,0,0,0,0,0,0,0,0,0.0270067699929718,0.00414607189590009,0,0,0,0,-0.0484388830762849,0,0,0,0,0,0.074158115690851,0.0279140515130423,0,0,0.00534607375608553,0,0,0.183900935705807,0,-0.0171475474393242,-0.00334799293532752,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.00723329644841569,0,0,0,0.0799998200820924,0,0,0,0,0,0,0,0,0.0619478201502023,0.00831462205810604,-0.0545086125000156,0,0,0,0,0.168145663521162,0,0.0108352600329446,0.160570219342187,0.0819899452690976,0,0,0,0,-0.0566617164207242,-0.0219503117188177,-0.00177869739201087,0,0,0,0,0,0
X002304.SZ,0,0.0152635552437974,0.401678072712533,0.111825917119585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460417724270912,0,-0.0104232767392458,0,0,0,0,0,0,0.0888381116836227,0,0,0,0,0,0.0130363277915776,0.00624410208190608,0,0,0,0,0,0
X600690.SH,0.135038216966602,0.00963868027521085,0.0459324999809552,0.017208473618422,0,0,0.039631245681901,0,0,0,0,0,0,0,0.0350003659988059,0.116581520827354,0,0,0.134818374704744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137876295486681,0,0,0,0,-0.00272442859974862,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0167905438609228,0,0,0,0,0.00396190868955121,0,0.0426462537185307,0,0,0,0,0,0,0,0,0,0,0,0.256786924857757,0,0,0,0,0,0,0,0,0,0,0,0.0466666793601194,0,0,0,0.306488243153624,0,0,0,0.0238333435557168,-0.0229862550588427,0,0,0,0,0,0
X000651.SZ,0,0.157683875706971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116563717816784,0,0,0,0,0,0,0,0,0,0.101968498088866,0,0,0,0,0,0,0,0,0,0.0431818542243462,0,0,0,0,0,0,0,0,0,0,0,-0.0758458486929617,0,0,0,0,0.00454019037246993,0,0,0,0,0,0
X300124.SZ,0.00216229570751254,0,0,0,0,0,0,0,0.195588225505551,0,0,0,0.0914595879286242,0,0,0,0,-0.0480246308815888,0,-0.108043226874692,0,0,0,0,0,0,0,0,0.0842140107805236,0,0,0,0,0.0625555049953777,0,0.0533242152068462,0,0,-0.0635237591770998,0,0,0,0,0.0557358488991197,0,0.0887710190489064,0,0,0,0,0,-1.73472347597681e-18,-0.0157525245103712,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0783678620431071,0,0,0,0,0,0.0564496365516657,0,0.141224763049169,0,0,0.0644472309481425,0,0.0135309565775621,0,0,0,0,0,0,0,0,0,0,0.0080815964022773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178826558838458,0,0,0,0,0,0.0111427750301602,0.00927417836513902,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,-0.0558694409671566,0,3.46944695195361e-18,0,0.391565699936096,0,0,0,0,0,0,0.191692536185213,0.122517744852809,0,0,-0.0038471727043166,0,0,0,0,0,0,0,0,0,0,0,0.246901202351484,0,0,0,0,0,-0.0390280298563707,0,0,0.324932857978071,0,-0.085165445366794,0,0,0,0,0,-0.0652882831155953,-0.0477693200818254,-0.00577117641583896,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197326984278773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428160453505553,0,0,0,0,0,0.044581098162243,0,0,0.0211092528579289,0,0,0,0,0.0441775161997337,0,-0.0257353460091031,-0.0587555512626568,0,0,0,0,0.00344430668828731,0.0172252606203177,0,0,0,0,0,0
X000596.SZ,0,0.0277007381370181,0.218157999884328,0.0579153289177012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272071818186815,0,0,0,0,0,0,0.0248196158738827,0,0,0.0396847593590609,0,0,0,0,0,0,0,0,0,-0.0772598267810135,0,0.21650411963484,0,0,0,0,0,0,0,0,0,0,0.0131704352342431,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0428972098903999,0.0585181894697913,0.0249117575302711,0,0.0557931665527679,0,0,0,0.324528902018108,0,0,0,0,0.01104881155488,0,0,0,0.084396811033239,0,0,0,0,0,0,0,-0.0155389268643446,0,0,0,0,0,0,0,0,0,0,0,0,0.0885460033938106,0,0.148384486059598,0,0,0,0,0,0.013279912701852,0.0143272192905932,0,0,0,0,0,0
X003816.SZ,0,0.000385596088718146,0,0,0,0,0,0,0,0,0,0,0,0.12981156177388,0,0,0,0,0,0,0.0613446577041593,0,0,0.021539397477464,0,0,0,0,0.0512880876262638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122582286612654,0.00165351204884155,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0859494897423258,0,0,0.0162772333443243,0,0,0,0.195593718862046,0,0,0,0,0,0,0.158981210891514,0,0.189755915780536,0,0,0.027340054274832,0,0,0,0,0,0,0,0,0,0,0,0.0845629778130942,0,0,0,0,0,0,0,0.0238817149745675,0.0194620362051751,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0620341343921477,0,0.183333228509057,0,0,0,0,0,0,0,0.029490285211944,0,0.0730196438223776,0,0,0,0,-0.0718158600176319,0,0,0,0.118223903202595,0,0.202590849438995,0,0,0,0,0,0,0,0,0.0686297580435627,0,0,0,0,0,0,0,0,0.0426023020036954,-0.00472591255889436,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0883185924634201,0,0,0,0,0,0,0.0743652843079517,0,0,0,0,0,0.42431973376184,0,0,0,0,0,0,0,0,0,0.125512705705268,0.0436336019667111,0,0,0,0,0,0.124401980369997,0.0975332326648636,0,0,0,-0.0773603368644764,0,0.0506912791737573,0,0,0,0,0,0.00349277776639532,0.014563306873514,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.12245501585679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133644728175233,0,0,0,0,0,0,0,0,0,0,0,0,0.0886223250683242,0,0,0,0,0,0,0,0,0,0,0,0.0678821169015191,0,0,0,0,0.174335548611954,0,0,0,-0.00587170742794516,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.020445446048275,0,0,0,0,0,-0.0666163252976157,0,0,0,0,0.265468377376138,0,0,0,0,0,0,0,0,0,0,-0.0862292909695614,0,0.133270874045581,0.101561711963114,0,0,0,0,0,0,0,0.00168763511187326,0,0,0,-0.0565145207859845,0,0.168376951521057,0,0,0,-0.0298008062001372,-0.00133589370567155,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325678720627949,0,0,0,0,0.257159774361282,0,0,0,0,0,0,0,0.0321416092100263,0,0,0.0373627313367934,0,0,0,0,0,0,0,0,0,-0.0207308019287,0.0148371081448954,0,0,0,0,0,0,0.0983805542381829,0,0,0.00571284575804281,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.135758765444084,0,0,0,0,0.0388237076612966,0,0,0,0,0,0,0,0,0,0,0,0.0240406876204678,0,0.0728165136336428,0,0,0,0.0693449277995371,-0.0499371109245943,0,0.226521097233767,0,0,0,0,0,0,0,0,0,0.172821302602315,0.0531168634422396,0,0.0223471435335003,0.0185777627768032,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028260997251747,0,0.10960109616809,0,0,0,0,0,0,0,0,0,0,0,0,0.126549415836941,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0741895314800377,0,0,-0.0096468958763297,0,0,0,0,-0.0192138710784026,0,0,0,0,0,0,0
