,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X300146.SZ,X600779.SH,X002414.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X000066.SZ,X600089.SH,X002074.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.362727538001589,0,0,0,0,0,0.0324442820888694,0.0597868569535237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131790437802763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.020752559591547,0.0161925333978661,0.428019433440237,0,0.0739429134659904,0,0,0,0,0,0.0211330584692332,0.0629532781677374,0,0,0,0,0,0,0,0,0,0,0.0440389899146095,0,0,0,0.0347329787065233,0.0886748729651511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00722513827940297,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0744054930124732,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0430184665262391,0.0168455913141519,0,0,0,0,0,0,0,0.152179904928676,0,0,0.00444223682587031,0,0.0287721556074469,0,0,0.0699130975063875,0,0,0,0,0,0.0677277258848587,0,0,0,0,0,0,-0.0347276575706405,0,0,0,0,0,0,0
X600276.SH,0,0.261651306946664,0,0,0,0,0,0.020771113893777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847133405818739,0,0,0,0,0,0.0559912566436119,0,0,0,0,0,0,0,0,0.0446084234889866,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0518627827313823,0,0,0,0,0,0,0,0.0806821935018264,0,0.0222335626507316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365066842275393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720085721545824,0,0,0,-0.0800745963259358,0,0
X000568.SZ,0,0.716085837571276,0,0,0.0445457230118645,0,0,0,0,0,0,0,0,0,0,0.1274397612497,0,0,0,0,0.132309176799063,0,0,0,0.0199178373822374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975742324436505,0,0,0,0,0,0,0,0,0,-0.0474540734052311,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0012644198318856,0,0,0.0749579246546198,0.00903890334218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107151235498119,0,0,0.00170057699397736,0,0,0,0,0,0.184615906405603,0,0,0,0.02207801519611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123612480715753,-0.00318432306072823,0,0,0,0,0,0
X002304.SZ,0,0.265988275089707,0,0,0.0846469381410812,0.0601146394621681,0,0,0.151976230737929,0,0,0,0,0,0,0,0,0,0,0,0.113966129255856,0,0,0,0,0,0,0,0,0.031979694874831,0,0,0,0,0,0,0,0.0260783799358606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288195122841946,0,0,0,0,0,0,0
X600690.SH,0,0,0.0905184727878127,0,0.104128490303172,0,0,0,0,0,0,0,0,0,0,0.0324695630778423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362049198558715,0.0263904478363343,0.201537943701427,0,0,0,0.0299483821724723,0,0.0348140928346258,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736512526482418,-0.0118701903721401,0,0,0,0.0159259526956715,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157322796373818,0,0,0.315611147793547,0.0623709755426464,0,0,0,0.0841894560750472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867479509861383,0,0,0,-0.000997303968870915,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248744828404377,0.0821582428927741,0,0.124082463663546,0,0,0,0,0,0,0,0,0,0.246893673700711,0.104728656710826,0,0,0,0,0,0,0,0,0.0348664406614361,0,0,0,0.00688672294377636,0,0,0.0188656746842204,0,0,0,0,0,0,0,0,0,0,0.0101188763838395,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0307978652219418,0,0,0,0.0203864424395181,0,0,0,-0.05695220787164,0.00737162888876773,0.0382502800094993,0,0,0,0,0,0,0,0,0,0,0,0,0.0537768938907295,0,0,0,0,0,0,0,0.0699203111978447,0,0,0.0882180192413202,0,0.108453234626754,0,0,0.0249606570737721,-0.00476251787467372,0,0,0,2.71050543121376e-20,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114938248420286,0,0,0,0.0416979739588704,0,0,0,0.290748359737099,0,0.0762055325609722,0,0,0,0,0,0,0,0,0,0,0,0,0.0110588988165268,0,0,0.0760238329053202,0,0,0,0.0478134500133147,0,0,0,0,0,0,0,-0.00562962956599523,0,0,0,0.0118166781280517,0,0
X300014.SZ,0,0,0,0,0.0295364240521971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868774336065663,0,0,0,0,0,0,0,0,0,0,0.266549439686023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304028771610151,0.450122074980583,0,0,0,0,0,0,0,0,-0.0316806475499281,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187071491318717,0,0,0,0,0,0,0,0,0.180624255815425,0,0,0,0,0,0.278220531911869,0,0,0,0,0,0,-0.488614731010158,0,0,0,0,0.26752869645748,0,0,0,0,0,0,0,0,-0.18504761722447,0,0,0,0,-2.16840434497101e-19,0,0
X300124.SZ,0,0,0,0,0,0.162937443764913,0,0,0,0,0,0,0,0.278217329979462,0,0,0,0,0,0,0,0.130214338111397,0,0,0,0,0.159351460714634,0,0,0,0.0187374841027962,0,0.00154845760740212,0,0,0,0,0,0.0304321999668534,0,0,0,0,0,0,0,0,0.13365948208114,0,0,0,0,0,0,0,0,-0.0251038944345245,0,0
