,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X600104.SH,X300124.SZ,X002304.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X601799.SH,X600183.SH,X600460.SH,X002463.SZ,X002074.SZ,X300142.SZ,X600418.SH,X002180.SZ,X002028.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0551039274468291,0,0,0.361613592835267,0,0,0,0,0,0,0,0,0,0,0,0.0365281128353059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340652050983731,0,0,0,0,0.042912732248718,0,0,0,0,0,0,0.0492891441197261,0.0808136800148333,0,0,0,0,-0.00799482741268994,0,0,0,0,0,0
X000858.SZ,0.309615142258813,0,0,0,0.0741991693767437,0.0797459634562374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728127920078655,0,0,0,0,0,0,0,0,0,0,0,0,0.000193643314406329,0,0,0,0,0,0,0,0,0,0.00459086741276868,0,0,0,0,0,0,0,-0.000225352391833826,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0930431648622272,0,0,0,0,0,0,0,0,0,0,0.0405596476266076,0,0,0,0,0.141896575857048,0,0,0,0,0,0,0,0,0,0,0.071420729452378,0,0,0,0,0,0.00205179616646366,-0.0110523583323299,0,0,0,-0.0586972435445522,0,0
X600276.SH,0,0,0,0,0.0393224409824579,0,0.0596040298985999,0,0.0317235992317619,0,0,0,0,0,0,0,0.120188027782085,0,0,-0.0527322695420826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146398315185626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310486065792811,0,0,0.00747848465203983,0,0,0,0,0,0,0
X000568.SZ,0.32957059580836,0,0,0,0,0.314358310348185,0,0,0,0,0,0,0.032442717053491,0,0,0.207220984459339,0.083065541092656,0,-0.0273520035285679,0,0,0,0,0,0,0,0,0,0,-0.00165837485813922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038786179168889,0,0,0,0,0,0,0
X600809.SH,0.207700267141856,0,0,0,0.355327223425424,0,0,0,0,0,0,0,0,0,0,0.236452476446344,0,0,0,0,0,0,0,0,0,0,0.124644224948473,0,0,0.0176197419278469,0,0,0,0,0,0,-0.0717609055897271,-0.0968922980983198,0,0,0,0,0.0386538839758036,0,0,0.00981086685952728,0,0,0,0,-0.00811543905536609,0.0162993724835748,-0.0285503756871206,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0201095761560289,0,0,0,0,0,0,0,0.0112508873042671,0,0,0,0,0,0,0,0,0,0.152070113585368,0,0,0.212581063090824,0,0,0,0,0,0,0,0,0,0,0,0,0.0879959086292744,0,0,0.0920539807832638,0,0,0.182030767735458,0,0,-0.00522567672230121,0,0,0,0,0,0,0
X600690.SH,0.190179458909663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115698211248034,0.0664933334831556,-0.0257984846641876,0,0,0,0,0,0,0,0,-0.000878487439558044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0107668491752752,0,0,0,0,-0.0603804320792462,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405769229375746,0,0.184942546107646,0,0,0,0,0.0962043256312431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104861896875255,0,0,0,0,0.0774783098371441,0,0,0.42154385645047,0,0,0,0,0,0,0.0157482089254699,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.105881639460701,0.0322901754625091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256081040147134,0,-0.132044033472237,0,0,0,0,0,0.0593283533655452,0,0,0.0318672944259872,0,0,0,0,0.0860263487310105,0,0,0,0,0,0,0.0347806932178551,-0.0817157727947045,0,0,0,0,0,0
X600104.SH,0.0783089133482865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074135939333842,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.09938626235353,0,0,0,0,0,0.00773122068423877,0.0127152285792019,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0612143361555026,0.168116485645482,0,0,0,-0.0377652402655074,0,0,0,0,0,0,0,0,0,-0.0970581611198782,0.134879486878782,0,0,0,0,0,0,0.108757848009552,0,-0.0106715259127545,0,0,0.201889301786044,0,0,0,0,0,-0.177591378553423,0,0,-0.0578031896971925,0,0,0,0.0645871435197444,0,0.150297491010889,0,0,0,0,0.00423838067773445,0,0,0,0,0,0,0
