,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X300124.SZ,X002236.SZ,X000596.SZ,X600487.SH,X000100.SZ,X002007.SZ,X002456.SZ,X600809.SH,X600867.SH,X002179.SZ,X000661.SZ,X600566.SH,X600498.SH,X000625.SZ,X300146.SZ,X600066.SH,X000157.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600089.SH,X300142.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X600372.SH,X002241.SZ,X600522.SH,X300136.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.410757937341567,0,0,0,0,0,0,0,0,0,0,0,0,0.130544009929779,0,0,0,0,0,0.053871632363842,0,0,0,0,0.0721263043084374,0,0,0,0,0.0739232909689582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00270663049895461,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0905880814505398,0,0,0.0399345660577516,0.0837521267555592,0,0,0,0,0,0,0,0.00648770949370614,0,0,0,0,0,0,0.275587116932428,0.00518019735765555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202375789716211,0,0,0,0,0,0,0,0,0.0104839013497236,0,0,0,0,0,0,0
X000651.SZ,0.144783491991371,0,0,0,0,0,0,0,0,0,0,0.00409918697587604,0,0.19894460856877,0,0,0,0,0,0.0811804671689305,2.16840434497101e-19,0.0158307720046261,0,0,0,0,0,0.163693984988973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605286574596781,0.0121334103167421,0,0,0,0,0,0
X000858.SZ,0.0505170332433678,0.102975764002955,0,0,0,0,0.0408418327355571,0,0,0,0,0,0,0.236497081113633,0,0,0,0,0,0,0,0.0202304160710325,0.156189736609419,0,0,0,0,0.159443418709807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179460926150533,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113211747200399,0,0.581972027490193,0,0,0,-0.0306742363352399,0,0,0,0,-8.67361737988404e-19,0,0.0779401863125462,0,0,0,0,0,0,0,0,0,0.00767878349847376,0.110354485382461,0,-0.0792104457240438,0,0,0,0,0.108814416776045,0.0267818845549566,0.0775678417984493,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0598159561794785,0,0,0,0,0.269103643289738,0,0,0,0,0.161003026591832,0,0,0,0.17403973057402,0,0,0,0,0.0861999208519892,0.0364847453599942,0,0,0.207512028243409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126513442881812,0.017526681134222,0,0,0,0,0,0
X002304.SZ,0,0,0,0.587019788897702,0,0,0,0,0,0.109320412857879,0,0,0,0.258092210715926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159859086784333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260863409135934,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102552284744029,0,0,0,0,0,0,0,0.225975020901334,0,0.0727230569946063,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0771158267023331,0,0.06155676861778,0,0.418272152774538,0,0,0,-0.0096121520430237,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140208546244784,0.173425116176691,0,0,0,0,0,0,0.0752423410747039,0,0,0.0117653982667968,0,0,0,0,0,0,0,0,0,0,0.0533389571754329,0,0,0,0,0,0,0,0,-0.00162845261125411,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.12744749316917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0314012420115052,0,0,0.413801770734245,0,0,0,0,0,0,0,-0.0375500693151992,0,0,0,0,0,0,0,0,0.243059244945935,0,0,0,0.163869410154466,0,0,0,0.025694892665795,0,0,0,0,0,0,0
