,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X000625.SZ,X600031.SH,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600741.SH,X600183.SH,X600522.SH,X600066.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X600487.SH,X002456.SZ,X002156.SZ,X000800.SZ,X000661.SZ,X000921.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138435387889697,0,0,0,0,0.163035166549388,0,0,0,0,0,0,0,0,0,0,0.281754617242259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176427371893491,0,0,0,0,0,0,0.00753433949189614,0,0,0,0,-0.0561656474742847,0,0
X000858.SZ,0,0,0,0,0,0,0.315277514707411,0,0.0356442905369475,0,0.0932779748607486,0,0,0,0,0,0,0.209665473103059,0,0,0,0,0,0,0,0,0,0,0,0,0.100116867968658,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374109755102254,0,0,0,0,-0.0116637576437266,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1733899699332,0.174645709603376,0,0,0,0.080805194030886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139605914828705,0.044167961615547,0,-0.0241055881483194,0,0,0,0,0,0.0309714846987849,0,0,0,1.0842021724855e-19,0,0,0,0,-0.00109368985412445,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118520596685934,0,0.441349731617753,0,0,0.0843738240279093,0,0.0110698901866292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775485948726499,0,0,0,0,0,0,0,0,0,-0.0615151151886893,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0871693346014218,0,0,0,0,0,0,0.0912481865902813,0,0,0,0,0,0.00856299213154225,0.233238482325963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171746772755715,0,0,0,0,0,0.0112267982102969,0,0,0,0,0,0,0,0,0,0,-0.0471924194915103,0,0
X600690.SH,0,0,0,0.129644168466958,0,0,0.0889938047023972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273829777685668,0,0,0,0,0,0,0.216115949686678,0,0,0,0,0,0,0,0.00834821209038808,0,0
X600809.SH,0,0.0708688016410672,0,0,0,0,0,0,0,0,0.534451790180127,0,0,0,0,0,0,0,0,0.263377366338355,0.0213919632645622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00571469389462182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0807097949862003,0,0,0.0853862255353996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273860400596546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555165956727301,0.00793501016211737,0,0,-0.060771842619519,0,0,0,0,0,0.274827037937028,0,0,-0.0562019415831152,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.163402916092304,0,0,0,0,0.485363631746024,0,0,0,0,0.113396377030763,0,-1.38777878078145e-17,0.311798691016913,0,0,0,0,0,0,0,0,0,-0.156532003525767,0,0,0,0,0,-0.132180484601471,0,0,-0.218847734414324,0,0,0,0,0,0,0,0,0,0.130857755342081,0,0,0,0.112464641265354,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364139825668407,0,0,0,0,0,0,0.03799309243231,0,0,0,0,0.0108106079728876,0,0.330385179411053,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0992035965716293,0.0679230029015672,0,0,0,0.0971257832282662,0,0,0,0,0,0,0.00255929892540228,0,0
X000568.SZ,0.0916809745688395,0.0776683883901859,0,0,0,0,0.348446580525263,0,0,0,0,0,0,0,0,0,0,0.103786398292651,0,0.11030923737757,0.0270517417753449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141565045028015,0,0,0,0,0,0,0,-0.0143052585712484,0,0
X003816.SZ,0,0.0784904495809154,0,0,0,0,0,0,0,0,0,0,0,0.0657935187177165,0,0.0255520833831439,0,0,0.0115467419842908,0.0356188392058893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118385474535164,0,0.071877759248446,0,0,0,0,0,0,0,0,0,-0.0403126690542343,0,0,0,0,-0.0378035817545939,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496282793719679,0,0,0,0,0,0,0.0496658672350159,0.325854393747061,0.000862459865597483,0,0,0,0,0,0,0,0,0,0,0,0.178073430323191,0,0,0,0,0,0,0.0487070662885548,0.0137004220384465,0,0.00280342389634984,0,0,0,0,0,0,-0.049132817203712,0,0,0,0,0.0152062322741007,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981872736143705,0,0,0.0548184603305536,0,0,0.469547365672523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721110295352788,0,0,0,0,0.0280966923092057,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0926185953798368,0,-0.0499719133259752,0,0,0,0,-0.0317679884856075,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0487660935461297,0,0,0,0,0.196032568471704,0,0,0,0,0,0.00073266307111457,0,0,0,0,0,0,0,0.0324656053801809,0,0,0,0,0,0.253680829532491,0.197485676008762,0,0,0,0,0.0802172446830788,0,0,0,0,0,0,0,0,0,0,0,-0.00576200301855684,0,0,0,0,0,0,0
X000625.SZ,0,0.00754422545003016,0,0,0,0,0,0,0,0,0.249072157723989,0,0,0.0550999179884314,0,0,0,0,0,1.73472347597681e-18,0.00993022049609516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047095595035515,0,0,0,0,0.084140838703464,0,-0.0207456822631487,0,0,0,0,0.00205399468193787,0,0
X600031.SH,0,0,0,0,0,0,0.0257052093369191,0,0,0,0.232727876088799,0,0,0.00412558934601033,0,0,0,0.0268052424166208,0,0,0.15066866352235,0,0.0193679481630541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178971310212877,0,0,0,0,0,0,0,0,0,-0.0230530374989256,0,0,0,0,-0.014692850320138,0,0
X002304.SZ,0,0.541978238599467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701602398784083,0,0,0,0,0,0,0,-0.0359524547414856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00655096570317366,0,0,0,0,0,0.147939942422089,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.109672502720416,0,0,0,0,0.189197730573856,0,0,0,0,0.0632461896326995,0.0183815504646126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532119712296252,0,0,-0.0136290999731084,0,0,0,0,-0.0143625827647728,0,0
X000596.SZ,0,0,0,0,0,0,0.395612987767086,0,0,0,0.287895982768723,0,0,0.110414093895051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131894972874407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009570311957822,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.00426194321062175,0,0.0555114823125171,0,0,0.563729321915665,0,0,0,0,0,0,0,0.0712649746613687,0,0,0,0,0,0.0544331135570337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859085261935681,0,0,0,0,0.0301706522533225,0,-0.0195829404442573,0,0,0,0,0,0,0
X000100.SZ,0,0.0803459096244369,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0469659551743321,0,0,0,0,0,0.0795737536028642,0,0.189120724351346,0,0,0,0,0,0,0,0.0225670778887077,0,0,0,0,0,0,0,0.187949385452365,0,0,0.0167313268296774,0,0.0809234350148934,-0.0152295071441476,0,0,0,0,0,0,0.035983812141463,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.37027504575863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258597243373834,0,0,0,0,0.0824684053612884,0,0.0894940453250357,0,0,0,0,0,0,0,0,0,-0.0739315725791079,0,0,0,0,0.028478111012298,0,0
X600418.SH,0,0,0,0,0,0,0,0,0.186189139595777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627096725303957,0,0.0700169093032799,0,0,0,0.0632866537641004,0,0,0.0929107997188419,0,0.303983467269311,-0.0828384965943136,0.124826798307895,0,0,0,0,0,-0.302362545059274,-0.0405028065176874,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245174076148778,0.0538367837407639,0,0,0,0,0,0.0282677383038955,0,0,0,0,0,0,0,0,0,0,0.168210643052229,0,0,0,0,0,0,0,0.0601238401957625,0,0,0,0.116161960845243,0.0227877240137913,0,0,0,0,0.013431955742492,0,-0.0248297257739844,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0.306436078424071,-0.0841707339566017,0,0,0.21741310345232,0,0,0,0,0,0,0.0872952627574701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868677864115564,0,0,0,-0.00365694609674295,0.043521628833023,0,0.0689604274605727,0,0,0,-0.156540220625807,0,0,0,0,0,0,0,-0.0256865000798838,0,0
X600584.SH,0,0,0,0,0,0,0,0,-0.0568964816304236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219962069923669,0,0,0.0700578129306278,0,0,0,0,0,0,0,0.335610712093712,0,0,0,0,0,0.0297562593737265,0,0,0,0,0.0979596962271846,0.177838484530644,0,0,0,-0.0951485743162747,0,0,0,0,0,0,8.67361737988404e-19,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208577630207498,0,0,0.107850491434082,0,0.0397087279630262,0,0,0,0.241427689103331,0,0,0,0.168400617811084,0,0,0,0,0,0,0,0,0.0626156820193074,0,0.0609331388010727,0,0,0,0,0.0334972761142781,0,-0.0510187451637143,0,0,0,0,0.0160207363722795,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131188671541701,0,0,0.229217005015539,-1.0842021724855e-19,0,-0.0141866406932835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284746429198096,0,0,0,0,0,0,0,0,0,0,0.209853544742146,0,0,0,0,0,0,0,-0.0133146020912294,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.062843501482811,0,0,0,0,0,0,0,0,0,0,0.11810894425248,0,0,0,0,0.0417693351911814,0.081358476331902,0.102406316462599,0,0,0,0,0,0.243050783408746,0,0,0,0,0,0.0285545651667682,0,0,0.028432984275631,0,0,0,0,0.0112930739965474,0,0,0,-0.0168257019803899,0,0,0,0,0,0,0
