,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X600372.SH,X000100.SZ,X002241.SZ,X601877.SH,X002180.SZ,X000977.SZ,X600702.SH,X600741.SH,X000157.SZ,X600522.SH,X600584.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X600487.SH,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.254113978727,0,0,0,0,0,0,0,0,0,0,0,0.0443919822194951,0,0.056557384433292,0,0.0503255503416106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363226831516487,0,0,0.0278551045863125,0,0,0,0,0,0,0,0,0.0783917511829859,0,0,0,0,-0.0220495083148075,0.010073200998,0,0,0,0,0,0
X000858.SZ,0,0,0,0.206261649457021,0,0.0912606766971364,0.07512861908615,0,0,0,0,0,0,0,0,0.0273888705271015,0,0,0.0726124498491446,0,0,0.000933379667294721,0,0,0.00733665532852682,0.00879851738835829,0,0,0,0,0,0,0,-0.00221505864507063,0.0905123783910026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358978867691847,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.028597230437158,0,0,0,0,0,0.0240295815045584,0,0,0.0517668557026002,0,0,0,0,0.0488214738950298,0,0,0,0.171469743570461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216364784370012,0,0,0.104108287475785,0,0,0,-0.0262414452996799,0,0,0,0,0,0
X000568.SZ,0,0.354175636675554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495113547959497,0,0,0,0,0,0,-0.0138663689277794,0.132728745441934,0,0,-0.0208372814913855,0,0,0,0,0,0,0,0,0,0,-0.0228882202625204,0,0,0,-0.0706355907917958,0,0,0,0,0,0
X600276.SH,0,0,0.119569131339683,0,0,0,0,0.0120799783323875,-0.019156332637495,0,0,0,0,0.066693096515902,0,0,0,0,0,0,0.0342655609974884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255229770861304,0.206721890429646,0,0,0,0,0.161859264965316,0,0,-0.00245166845667269,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.131968444551727,0,0,0,0,0.200617275215968,-0.00766180162310953,0,0,0.0424975501587783,0,0,0,0,0,0,-0.137576889764531,0,0,0,0,0,0.0107264203535629,0.1364889064805,0,0,0,0,0,-0.0510480695267325,0,0,0,0,0,0,0,0,-0.0231467903712059,0,0,0,0,0,0,0.0663987841419338,0,-0.126124328397388,0.0201923610766022,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.255986738685626,0,0.0968102960887703,0,0,0,0,0,0,-0.0448244867308287,0,0,0,0,0,0,-0.0273680949955665,0,0,0,0,-0.0409970003047979,0,0,0,0,-0.0352147348885431,0,0,0.109003803674958,0,0,0,0,0,0,0,0,0,0,0,0,-0.00617577289856376,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.130762941851955,0,0,0,0,0.0529024714514499,0,0,0.233921365011497,0,-0.0633175540690698,0,0,0,0.154753549455311,0,0,0,0,0,0,0,-0.0442700272051787,0,0.0127725703224485,0,0,0,0,0.00531140696461875,0,0.129591909558282,0,0,0,0,0,0,0,0,0,0.0876501231129449,0.058854666713755,0,0,0,0.120029351757241,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232070578015709,0,0,0.0368639231442455,0,0,0,0.0521803019595572,0,0,0,0.0599050376162614,0,0,0.0886850009723762,0,0,0,0,0.0614393683356464,0,0,0,0.0720658263639972,0,0,0,-0.203496631288452,0,0,0,0,0,0.0483278763146113,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199459031141994,0.0531296773168652,0,0,0,0,0,0.0499982697009709,0,0,0,0,0.0256588878420648,0,0,0,0,0,-0.0533375249974667,0,0.0364348770530577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871404101060303,-0.00751683311018002,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0880143213792573,-0.0608269219604009,0,0,-0.0645124151801793,0,0,0,0,0,0.0898807054613077,0,0,0,0,0,0,0.0908239556103283,0,0,0.0737319697632636,0,0,0,0,0,0.0393876523277306,0,0,0.0231507668171122,0.0321302254411088,0.0279173313435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249835897231525,0,0,0,0,0,0,0
X600104.SH,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0604926463609545,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.309309978210752,0,0,0,0,0.0235124599364719,0,-0.00505908776050191,0,0,0,0,0,0,0,0.0265689876782162,0,0,0,0,-0.00103015548044617,0,0,0,0,0,0,0,0.00278917169114118,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0168812810804443,0.109562102623899,0,0,0,0,0,0,0,0.174001163535868,0,0,0,0,0,0,0,-0.022561173611666,-0.0362236557692923,0.0011214336062546,0,0,0.155868746804736,0,0,0.0771522763413774,0.0308092925973076,0,0,0,0.0934318012714846,0,0,0,0,0,0,0,0,0,-0.160228168325957,0,0,0,0.04597200688127,0,0,0,0,0,0
