,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X000733.SZ,X002074.SZ,X600522.SH,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X000066.SZ,X600779.SH,X002236.SZ,X600884.SH,X600183.SH,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.030809848391085,0.158497145725278,0,0.211353355175612,0,0.107770118670221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461588843798084,0.0278974424227003,0,0,0,0,0,0,0,0,0.0667161732202429,0,0,0,0,0,0,0,0,0,0,0,0.00822320849927124,0,0,0,0,0,0,0
X000858.SZ,0,0,0.112584962081885,0.055008394165562,0.23824528762884,0,0.474168709195646,0,0,0.0996499304596716,0,0,0.0325129199052071,0,0,0,0,0,0,0.00808469212805986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182490256347962,0,0,0,0.00600609167628562,0,0,0,0,0,0,0,-0.0435836380608926,0.0207963208678533,0,0,0,0,0,0
X000568.SZ,0,0.532703873684109,0,0,0,0,0.215668350047041,0.223246876481954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348820522717822,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0393885580769444,0,0,0,0,0,0.0939561437122628,0,-0.0720261348023601,0,0,-0.0694020592583589,0,2.16840434497101e-19,-0.00378786591580835,0,0,0,0,0,0
X002415.SZ,0,0.126510964918127,0,0,0,0.165087780715637,0,0,0,0,0,0,0,0,0.00673323693328884,0,0.0113565210944157,0,0,0,0.00593057207268775,0,0,0.0662525649847185,0,0,0,0,0,0,0,0,0,0,-0.118525200473687,0.14866102875634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239352025628983,0,0,0,0,0,0
X600809.SH,0,0,0.122587156647986,0.0836837228682267,0,0,0.216732720251118,0.0302125301252756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046982807961537,0.164970505816274,0,0,0,0,0.142001656655216,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0.0862286292851625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523433472132296,0,0,0,0,0,0,0,0,0,0.0786044986188024,0,0,0,0,0,0.0950035317132924,0,0,0.0389422988310237,0,0,0,0,0,0,0,0.118151892206588,0,0,0,0,0,0.0133807720352498,0,-0.00739909470498707,0,0,0,0,0,0,0
X002304.SZ,0,0.26152085064145,0.321094285568502,0,0,0,0,0,0,0,0,0,0,0,0,0.204352727844579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013030900762072,0,0,0,0,-0.0306913139772842,0.0689895097503221,0,0,0,0,0,0,-0.0100008361773576,0,0,0,0,0,0,0
X600690.SH,0,0,0.115014773855316,0.0100621042124412,0,0,0,0,0,0,0,0,0.177979896803789,0,0,0,0.0253474499082694,0,0,0.0191544156563043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320769045612069,0,0,0,0,0.062485948425674,0,0,0,0,1.73472347597681e-18,0,0,0.00646541352053876,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0984395255656343,0,0,0,0.0958571280873953,0,0,0,0,0,0.159137897683833,0,0,0.0702478825636225,0,0,0,0,0,0.0114905699105828,0,0.0586272113187482,0,0,0,0,0,0.0472660470513607,0.0663144540045131,0,0,0,0,0,0,0,0,0.00762360187181531,0,0,0,0,-0.0185686962718309,0,0,0,0,0,0
X000651.SZ,0,0.188578738575088,0.111836935954951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249150985541895,0,0,-0.0163734085535313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.00419571524086042,0,0,0,0,0,0
