,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X600118.SH,X000100.SZ,X600031.SH,X000559.SZ,X002241.SZ,X600066.SH,X002475.SZ,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X002049.SZ,X600089.SH,X002465.SZ,X300124.SZ,X600582.SH,X600177.SH,X000568.SZ,X601877.SH,X002074.SZ,X002506.SZ,X002294.SZ,X300003.SZ,X000869.SZ,X300001.SZ,X002129.SZ,X600867.SH,X002085.SZ,X600839.SH,X600252.SH,X000977.SZ,X002426.SZ,X000547.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0802463559347926,0,0,0,0,0.0811995103772942,0,0,0,0,0,0.0253770357784377,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0284185914914456,0,0,0,0.0681713819372674,0.00826135960786313,0,0,0.0599166794449927,0,0,0,0,0,0,0,0,0,-0.0133476067047785,0,0,0,0,-0.0212246473844045,0.0246133995509935,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.360698635727955,0,0,0.0375997098280877,0.0321726858943011,0,0,0,0,0,0,0,0,0,0,0.0918551043102151,0,0,0,0,0,0,0,0,0,0,0,0.00336318714529865,0,0,0,0,0.0499020249091729,0,0,0,0,-0.136701454164691,0,0,0,0,-0.00804255101727548,-8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0550378940852178,0,0,0,0,0,0.112716168403804,0,0,0,0,0,0,0,0.0200507062674432,0,0,0.231671253286512,0,0,0,0,0,0.00836959679436848,0,0,0,0.0542175012060882,0,0,0,0,0,0,0,0.0211354138461761,0,0,-0.00878376530299436,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.112237378468558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128835370262732,0.0741367003663455,0,0,0,0,0,0,0,0,0,0.00732744544508054,0,0,0.160799744470773,-4.33680868994202e-19,0.138047048165286,0,0,0,0.0252672145217718,0,0,0,0,0,0.00312050748950228,0.00624704710816914,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0488020562912656,0,0,0,0.000550667499770898,0,0,0,0,0.0512451427644259,0,0,0,0,0,0,0,0.0677026973007859,0.0259964755446385,0,0,0,0,0,0,0,0,0.012761363118424,0,0,0,0,0.146305576451314,0,0,0.137835725693456,0,0,0,0.0288582353721997,0,0,-0.00854169146993423,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656701343323264,0,0,0,0.0764675532869153,0,0,0,0,0,0,0,0,0.0469229211017474,0,0,-0.0136646051522337,-0.019321861273357,0,0,0.0934186323288526,0,0,0,0.084473256397858,0,0,0,0,0.0576690205173365,0,0,-0.0206752961747779,0,0,0,0,0,0,0
X002304.SZ,0,0.110425422098119,0,0,0,0,0,0,0,0,0,0,0,0,0.0885814489465636,0,0,0,0,0,0,0.181997902632501,0,0,0,0,0,0,0,0,0,0,0.15514876020844,0,0,0.000549464613272339,0,0,0,0,0.0356569188720393,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0208155091199629,0.0259212983888583,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00469410751112624,-0.0504378843750099,0,0,0,0,0,0.110655043083911,-0.0263035704306944,-0.0237357155022344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841677380434828,0,0,0.0135809732455722,0.0164074718556544,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0122120696114948,0,0,0,0,0.099740898326282,0,0,0,0,0.290964798481428,0.0969371214897199,0,0,0.0710977145720152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516208053130895,0,0,0,0,0,0,0.0730130141692786,0,0,-0.00459063941607744,-0.00972094941171777,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112535613747142,0,0.020683659523693,0,0,0,0,0,0,0,0,0.0393033662198744,0,0,0,0,0,0.225975832186859,0,0.00114414164347679,0,0,0,0,0,0,0,0.0100214173489939,0.101362043369324,0,0,0,0,0,0,0,0.0417510070612462,0,0.00867429585120787,0,0,0,0,0,0,0
