,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X601877.SH,X600487.SH,X600066.SH,X300003.SZ,X000100.SZ,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X000050.SZ,X600566.SH,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X600177.SH,X000596.SZ,X600707.SH,X000661.SZ,X002179.SZ,X600699.SH,X002180.SZ,X300142.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.487362736831117,0,0.0285899110330377,0.0131049720587844,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170674217923921,0,0,0,0,0,0.0797922933586609,0,0,0,-0.00420891070447017,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0218908622085868,0,0,0,0,0,0,0,0.205000430157299,0,0,0.122702173815946,0,0,0,0,0,0,0.0508431053082782,-0.100053563270697,0,0.0424312170046503,0,0,-0.0116252809863915,-0.0954019930161254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797681003497978,4.33680868994202e-19,0.0637952481110829,0.106247488080197,0,0,0,-0.00397181604128815,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.135486624575899,0,0,0,0,0,0,0,0.13473955490133,0,0,0,0.0465551457338193,0,0,0,0,0.323382822536165,0,0,0,0,0,0,0,0.0896512273749054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00154036430152248,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.313297064556787,0,0,0,0,0.101999557948259,0,0,0,0.0728281367008786,0,0,0.0672245139766524,0.0651069195150945,0,0,0.0136051576240723,0,0,0,0,0,0,0,0,0.0360137035679782,0,0,0,0.205644404143089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779983302776186,0,-0.0411614702708984,0,0.0100515345146542,-0.0186584048382436,0,0,0,0,0,0
X000858.SZ,0.118109702221801,0,0,0.37586904634523,0,0,0,0.0851377689304787,0,0,0,0,0.428828122178402,0.0526682220207219,0,0,0,0,0,0,0,0,0.00984387588702664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109915008953928,0,0,0,0,0,0
X600276.SH,0,0,0.0353222369478078,0.0660113488259766,0.0535218217759109,0,0,0,0,0.106660789229362,0.00332877616557727,0,0,0,0,0,0,0,0,0,0,0,0.278068191628935,0,0,0,0,0.00670197063583027,0,0.0886645319826996,0,0,0,0.10665663206932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531063095197761,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.346950956078347,0,0,0,0,0,0,0.0274011370669341,0,0,0,0,0,0,0.103654945727008,0,0.052389375000623,0,0,0,0,0.128144683603602,0,0.0475889162530624,0,0,0.0703036914682359,0.0274479854955184,0,0,0,0,0,0,0,0.055337024654041,0,0,0,0,0.148395448917702,0,0,-0.00135059689359985,0,0,0,0,0,0,0
X002304.SZ,0.11930999211206,0,0,0,0.0656900241377026,0,0,0,0,0,0,0,0.0438151750069443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047189436684348,0,0,0,0,0,0.405285800647144,0,0,0,0,0,0,0,0.155854570630338,0,0,0,0,0,0,0,0.0393810684045941,0,0.000166382258888994,-0.0162941120796813,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.190224859191598,0,0,0,0,0,0,0,0,-0.0145053211344747,0,0,-0.0786334867805662,0,0,0,0.612554185941954,0,0,0,0,-0.0365989111163884,0,0,0,0.189156108630339,0,0,0,0,0,0,0,0,0,0.0869954991808511,0,0,0,0,0,0,0,0,0,0.0038949952956846,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0674575516354329,0.324283078864311,0.167098786646188,0,0,0,0,0,0.0580789758830744,0,0,0,0,0,0,0,0,0,0,-0.0633049276021368,0,0,0,0,0,0,0,0,0,0,0.131805406278424,0,0,0,0,0,0,0,0.0956191637230711,0,0,0,0,0,0,0,0,0,0,0.00549463355316281,0,0,0,0,0,0
