,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X600460.SH,X600183.SH,X002463.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.27862787034778,0,0,0,0,0.0661344680651394,0,0,0,0.149794423445699,0,0,0,0,0,0,0,0,0,0,0,-0.104817965202299,0,0,0,0,0,0,0,0,0,0,0.0254833420035549,0,0,0,0,0,0,0,0,0.00421653227931231,0,0,0,0,0.00288262157316834,-0.0481998089987306,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0.33264948384,0,0,0,0,0,0.0684044541431158,0,0,0,0,0,0,0,0,0.0246984083592459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157046742143876,0,0.04405206101616,0.0883033531153168,0.00508962727888779,0,-0.0324546967276938,0,0,0,0,0,0,0,0
X000568.SZ,0.229737850074195,0.172548035716915,0,0.0812412570937145,0.0309742238823426,0,0,0,0,0,-0.07296182651527,0,0,0,0.316153941838419,0,0,0,0.00362131017622619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925030916963968,0,0,0.112140264054842,0,-0.0253347396747437,0,0,0,0,0,0,0,0,0.0164401642917767,0,0,0.0116029073306497,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23517198665517,0,0,0,0.0244810492947888,0,0,0.0541819872180769,0,0,0,0,0,0,0.135941845266796,0.068462122691427,0,0,0,0,0,0,0,0,0.53634793103479,0.0642227652165317,-0.0230820461576364,0,0,0,0,0,-0.0182024869209207,0,0,0.0409615610135231,0,0,-0.00777160738768781,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0241704294026907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281111467118585,0,0,0,0,0,0,0,0,0,0.251213418934886,0,0,0,0,0,0.0176330808241419,0,0,0.251260136743606,0,0,0,0,0,0,0,0.012784254546391,0,0,0.00610424999811544,0,0,0.0207814233530278,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959557068318517,0,0.170651325572975,0,-0.0332436660534929,0,0,0,0.0317113731394109,0,0,0,0,0,0,-0.275340259316503,0,0,0.311473466188933,0.0127966690472575,0,0,0,0,0,0,0,0,0,0,0.0576153978058346,0,0,0,0,0,0,0,0,-0.0296267787706694,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0535684650908833,0.0246942130775692,0,0,0,0,0,0,0.0928755281781084,1.73472347597681e-18,0,0,0.0355090437122051,0,0,0,0,0.0971449508290744,0,0,0,0,0,0,0,0,0.00675493959824561,0,0,0.0364059125129172,0,0,0,0,0.0681615131574343,0,0,0,0,0,0,0,0,-0.00666138533007753,-0.00247612680558865,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176078242022062,0,0,0,0.14802564106731,0,0,0,0,0,0,0,0.0752084133845533,0,0,0.0554622356243879,0,0,0,0,0,0.00782206759624022,0,0,0,0,0,0,0,0,0,0.0857447325745424,0,0,0,0.0952364947208964,0,0,0,0.0634981881481412,0,0,0,0,0,0
X002304.SZ,0,0.420235986730888,0.0385542230783213,0.123921213021225,0,0,0,-0.0221911158429161,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0560915851874908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504058539140412,0,0,0,0,0,0,0,0,0,0,0,0,-0.00278959138026,0,0,-0.138408230928022,0,0,0,0,0
X000651.SZ,0,0.163744693349457,0,0,-0.072092225546516,0,0.291415455749972,0.0484637678078369,0,0,0,0,0,0,0,0,0,0.10877428594318,-0.0176969065897751,0,0,0.0169626113464506,0,0,0,0,0.0774290477999273,0,-0.0690055507148934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147687317760055,0,0,0,0,0,-0.0211837142858266,0,0,0,0,0,0,0
