,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600066.SH,X601877.SH,X600809.SH,X600487.SH,X300124.SZ,X002508.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600522.SH,X600271.SH,X600566.SH,X300136.SZ,X000157.SZ,X000981.SZ,X000050.SZ,X600089.SH,X000596.SZ,X600177.SH,X002085.SZ,X600498.SH,X600707.SH,X300142.SZ,X002180.SZ,X000661.SZ,X002179.SZ,X600699.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.565902319056373,0,0.0185840471067878,0,0,0,0,0,0,0,0,0,0,0,-0.00812332807882503,0,0,0,0,0.0101268166755409,0,0,0,0,0,0,0,0,0,0.0440365059088499,0,0,0,0,0,0.0838256600383644,0,0,0,0,0,0,0,0,0,0,0,-0.00252932239637371,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.122519778468448,0.17019181581242,0,0,0.203440669637558,0.117709553271588,0.0367217463006933,0,0,0,0,0,0,0.072100893418498,0,0,0,0,0.0344578324534365,0,0,0,0,0,0,0.0365849923776214,0,0,0,0,0,0,0,0,0,0,0.0638195657610595,0,0,0,0,0,0,-0.0306850718174272,0.0385748549629207,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0907791821916281,0.242755650849254,0,0,0,0.115415025499596,0,0,0,0,0.148562956086516,0,0,0.0335128846011058,0.0842686790601741,0,0,0,0,0,0,0,0,0,0,0.0986783374782997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195122405318873,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.397046899128716,0,0,0,0.0697031366090804,0.074869963226927,0,0,0,0,0.0851943048602187,0.0140502533524123,0.0418495318395124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510211301838211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.22232745927536,0,0,0.335429950034304,0,0,0,0,0,0.00523656561407612,0,0.413831344459813,0,0,0.0562195757553166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00502892292985032,0,0,0,0,0,0,0
X600276.SH,0,0,0.0676410487241057,0,0.0136948043462541,0,0,0,0,0,0.0501592872502326,0,0,0,0.0181590059204104,0,0,0,0,0,0,0,0.0618371618617391,0.230172504891983,0,0.174992142852839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00120621445216866,0,0,0,0,0,0
X002304.SZ,0.276086057647726,0,0,0,0.0937656980476183,0,0,0,0,0,0.0146713478235658,0.168191465219313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192229970755796,0,-0.0989957725443161,0,0,0,0,0,0,-0.0497403519424184,0,0,0,0,0.128832990450361,0,0,0,0,0,0,0,0,0,0,0,-0.0201964688601,0.0188017899476955,-0.223496893765954,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.568224731778691,0,0,0,0,0,0,0.170875699521812,0,0,0,0,0,0,0,0,0,0,0.157743594950513,0,0,0,0,0,0,0,0,0,0,0.10366747066999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703356545839796,0.0736627372523236,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.386567177626751,0,0,0,0,0,0,0,0,0,0,0,0.0220106182332064,0,0,0,0.254509595377482,0,0,0,0,0,0,0,0,0.496539948979342,0.0994169595098884,0,0,0,0,0,0,0,0,0.216897716584346,0,0,0,0,0,0,0,0,0,0.00799732589031591,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.442845133994732,0.116591571305961,0,0,0,0,0,0.0320168543318888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619831157678681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103868029982961,0,0,0,0,0,0,0,0.00983835817374772,0,0,0,0,0,0
X600703.SH,0.0204428095887393,0,0,0,0,0,0,0,0,0,0,0,0,0.235734570728082,0.28249868363309,0,0,0,0,0.172260677138896,0,0,0,0,0,0,0.149318820542647,0,0.0826280238620533,0,0,0.369382109767543,0.0134176771898324,0,0,0,0,0,0,0,0,0,0.0892913179210089,0,0.032315300107882,0,0,0,0,0,0,-0.00899646582307035,-0.0210025104535305,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.516570838890334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572385899894717,0,0,0,0,0,0,0,0,0,0,0,0.0163957561493843,0,0,0,0,0.18770925053734,0,0,0,0,0,0,0,0,0,0,0,0,-0.00567487728852289,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.193106367331465,0,0.0479669654145814,0,0,0,0.112562074858454,0,0,0,0,0,0,0,0,0,0,0.00779744442591555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00166455673366062,0,-0.178744523476909,0,0,0,0,0
X002475.SZ,0,0.0206152562811386,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00189085317919453,0,0,0,0.357861100669458,0,0,0.167958987767469,0,0.0665704645867466,0,0,0,0,0,0,0,0,0,0,0.0281782616104894,0,0,0,0,0,0,0,0,0,0.0801249428120406,0,0,0,0,0,0,0.00706800039424545,0,0,0,0,0,0,0
X002236.SZ,0.0380310430001574,0,0,0.254633939225158,0,0,0,0,0,0,0.210438496130639,0.144906072959778,0,0.118244486803507,0,0.00499315969981496,0,0,0,0.075189409061871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049248353540534,0,0,0,0,0,0.00596754288873727,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.217355196911675,0,0,0,0.0822503412034538,0,0,0,0,0,0,0.0683470502884933,0,0.157954644432447,0,0,0,0,0,0,0,0.0748049135526226,0,0.00813848076841858,0,0,0,0,0,0,0,0,0,0,0,0.0708710619880269,0,0,0,0,0,0,0.0604908994008402,0,0,0,0,0,-0.0345033435076022,0.0362339124739115,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.112717175717688,0,0.0115521131624572,0.113185760779476,0,0,0,2.16840434497101e-19,0,0.155766494697973,0,0,0,0.164346526112488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873720449818911,0,0,0,0,0,0,0,-0.0234393651698407,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.0720916037556982,0,0,0.0440241009834682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109096460144379,0,0,0,0.102838792636909,0,0,0,0.0377248022328433,0,0,0.110533856749556,0,0,0,0,0.022839110938808,0,0,0,0,0,0,0,0.0150898251125458,0,0,0,-0.001469320263499,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621984620720098,-0.0975695595391382,0,0,0,0,0,0,0,0.0139063466871689,0,0,0.0582000316482958,0,0,0,0,0.131241310894013,0,-0.194230166711789,0,0.167849225398487,0,0,0.0700091555357066,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295478823143199,0.0352752790207317,0,0,0,0,0,0
X002008.SZ,0,0,0.0381224374373024,0,0.18544847341611,0,0,0,0.240495544361361,0,0,0,0,0,0.0601822056882249,0,0,0,0,0,0,0.066403254438426,0.098726500858122,0,0,0,0,0.296251300251553,0,0,0,0,0.108348328755311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135537001979,0.133350783482748,0,0,0.0163490272066142,-0.0243305633734873,0,0,0,0,0
X600066.SH,0,0,0,0,0.0194788090432938,0,0,0,0,0,0.0732423330544214,0,0.0499889224135055,0,0,0,0,0,0,0,0,0,0,0.0768117660534436,0,0,-0.0664949086119853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03386168043426,0,0,-0.0335543947603932,0.0509595154108643,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.196762475234254,0,0,0,0,0,0.267752287763349,0,0,0,0.231163770587744,0,-0.205392839732825,-0.0304409868642019,0,0,0,0.0745094131202382,0,0,0,0,0,0,-0.0313577248614856,0,0,0,0.152713562995229,0,0,0,0,0,0,0,0.156024824027971,0,0.281385435082819,0,0,0,0,0,0,-0.0134221758324217,0.0409458628308246,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.374908507728854,0.138153395113358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891801099740118,0,0.109982026640607,0,0,0,-0.0644154224768234,0,0,0,0,0.135921221156078,0,0,0,0,0,0,0,0.0188457534045113,0,0,0,0,0,-0.0127127029000828,0,0,0,0,0,0,0
X600487.SH,0,0,0.0663231412426859,0,0,0,0,0,0.189918201513594,0,0.332882668545403,0,0,0,0,0,0.0909560564470664,0,0,0.135462131099147,0,0,0.0412134226730621,0,0,0,0,0,0.0999902418776752,0,0,0,0,0,0,0,0,0.278839883577219,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000672719947265438,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0172213161355436,0.104084814354432,0,0,0,0,0,0.0247036827256855,0.115846224650864,0.070717701794123,0,0,0,0,0.0218336228964898,0,0,0,0,0,0,0.161106871344162,0,0.0562802709576275,0,0.00276918091950148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115706439085874,0,0,0,0,0,0,0
X002508.SZ,0,0,0,0,0,0.0498619753911128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262925389662385,0.0193743751163205,0,0,0.0592820891877974,0,0,0,0,0,0,0,0,0,0,0,0,0.0550480317747914,0,0,0,0,0,0,0,0,0,0,0,0,-0.02015350166947,0,0,0,0,0,0
