,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X600584.SH,X601877.SH,X300142.SZ,X002179.SZ,X600183.SH,X002049.SZ,X002236.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X000066.SZ,X002185.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002008.SZ,X300146.SZ,X600118.SH,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.123341961897361,0,0,0,0.0493540503928089,0,0,0,0,0.242994289206202,0,0,0,-0.00317360891597134,0,0,0,0.0234426389087134,0,0,0,0,0,0,0,0,0,-0.0384303822144555,0,0,0.0890583613805901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135784108886272,0.0175358201857893,0,0,0,0.0214126075757674,0,0
X000858.SZ,0,0,0,0,0,0,0,0.126725820104504,0,0.00910141017627539,0.33014766707321,0,0,0,0,0,0.00745221082238176,0.0092692084383641,0,0,0,0,0,0.0652153807121737,0.0115597642096454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112041411539595,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0439624918495232,0,0,0,0,0.059040204267394,0,0,0,0.0513977752011613,0,0,0,0,0,0,0,0,0,0,0,-0.0567511176671453,0,0,0,0,0.0807458528274201,0,0,0.0363558908028342,0.0540902124822947,0,0,0.0517296790130144,0,0,0,0.0581720346834941,0,0,0,0,0,0,0,0,0,-0.0190400367776618,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.128020883367018,0,0.0627906454963251,0,0,0,0,0,0,0,0,-0.0215826360904944,0,0.0270691707888337,0,0,0.0601446600934933,-0.0514517506337916,0,0,0,0,0,0,0,0.202777012152217,0,0,0,0.119681750510577,0,0,0.0114322133116233,0,0,0,0,0,0.0464475230770442,0,0,0,0,0,0,0,-0.00112179648327318,0,0
X000651.SZ,0,0,0,0,0,0,0.0999496312814133,-0.0110555050695395,0,0,0,0,0.136742717057968,0,-0.010308348088211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113978766587413,0.222445427538597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264780490157676,0,0,4.33680868994202e-19,-0.00425659863007842,0,0,0,-0.00497968253255359,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029854243362249,0,0.506629328918894,0.0753810694161661,0.0152992650773847,0,0,0,0,0,0,0,0.0213841597122449,0,0,0,0,0,0,0,0,0,0,0,0.126334558596448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517631603034608,0,0
X600104.SH,0,0,0,0,0.0726326444477273,0,0,0,0,0,0,0,0,0,0,0,0,0.168117355738768,0.129999286068731,0,0,0,0,0,0.0356282586992494,0,0.142248441347525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11662675375107,0,0,0.00352748013171687,0,0,0,0,-0.0245326718829042,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.0750687945288116,0,0.182656244988827,0,0,0,0,0,0,0,-0.0168986481566196,0,0.112529911200915,0.12710924694694,0,0,0,0,0,0,0,0,0,0,0,0,0.0776396054350466,0,0.0525534652948585,0,0,0.0392807751366493,0,0,0,0,0.0363489138662195,0,0.0295684819562641,0,0,0,0,0,0.0233896397479259,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0.156473250836774,0,0,0.428698534002476,0,0,0,0,0,0,0,0,0,0.0105864065693527,0.034170061440037,0.106969224277496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106470813496113,0,0,0,0,0.00798852258611651,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0434265666183371,0,0,0,0.164056873211318,0,0,0.106209996067982,0,0,0,0.0668653219502851,0,0,0,0,0,0.289424917199589,0.103415461131684,0,0,0,0,0,0,0,0,0,0,0.175753843415076,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0150430355998855,0,0,0,-0.0133547219605355,0,0
X600809.SH,0,0.2074463273189,0,0.0113028699845964,0,0,0,0,0,0,0,0,0.0274768514132511,0,0,0,0,0,-0.0668714856166022,0,0,0,0.0479765582551093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083873457711528,-0.0677732724372544,0,0,0,0,0,0,0,0,0,0,0,0.0702131289809215,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418494527073388,0,0,0.423843587697205,0,0,0,0,0,0,0,0,0,0,0.0181368500680842,0,0,0,0,0,0,0,0.0928129321409806,0,0.142638748956425,0,0,0,0.0343178254265927,0.0345474024948204,0,0,-0.00773845907545086,0,0,0,-0.012534941769614,0,0
X600690.SH,0,0,0,0.0256115118500216,0,0,0.19866685330142,-0.105205109010027,0,0,0.287535441624978,0,0,0,0,0,0.086781456219802,0,0,0,0,0,0,0,0.118248288296106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607590975195368,0,0,0,0,-0.0100562189023632,0,0
