,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X002456.SZ,X600066.SH,X002294.SZ,X600271.SH,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X002038.SZ,X000400.SZ,X000869.SZ,X600839.SH,X600566.SH,X002049.SZ,X000977.SZ,X000800.SZ,X002008.SZ,X000623.SZ,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0819480537739131,0,0,0.0772634732679397,0,0,0,0,0,0,0,0,0,0.296377063732706,0.00271533577940299,0,0,0,0,0,0,0.0258259244009721,0,0,0,0,0.109986856946374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144437547833632,0,0,0,0,0,0.00439067289030805,0,0,0,0,0,0,0
X600519.SH,0.13674434207602,0,0,0,0.0643768200895648,0.224307091226063,0.13164572991599,0,0,0,0,0,0,-0.115992176886561,0,0,0,0.0814940274383555,0,0,0,0,0.0122790876803866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310817902801744,0,0,0,0,0,0,0,0,0,-0.0404870767409087,0.0523469227691487,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049043143134035,0,0.101569291791731,0,0,0,-0.0679043963467933,0,0,0.0580095036123717,0,0,0,0,0,0,0,0.038218978749789,0,0.00488433936341001,0,0,0,0,0,0.0147540770204413,0,0.0679933760397681,0,0,0,0,0,0.0465930412096269,-0.019990250907848,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.104652912435619,0,0,0,0,0.198385031906328,0,0,0,0,0,0.0968820903771722,0,-0.0111633910006791,0.0539670643946587,0,0,0,0,-0.0484089279058728,0,0,0,0,0,0,0,0,0,0,0,0.0200168260838399,0,0,0.062581961386831,0,0,0,0,0,-0.00504943859639133,0,0,0,0,0.000471001828258254,0.00699463613815195,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357637570294,0,0,0.015099227309563,0,0,0.0508183287942828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604854038730748,0,0,0,0,0,0,0,0,0.0186118597395567,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188390860034315,0,0,0,0,-0.0340156066899135,0,0,0,0,0,0,0.112255876947718,0,0,0,0,0,0,0,0.0718991007504641,0,0,0.316850641106666,0,0,0.0735129952003401,0.00193229986220197,0.0108683292636395,0,0,0,0,0,0,-0.0210715952638358,0,0,0,0,0,0
X002304.SZ,0.000978256895687212,0,0,0,0,0.595573198339782,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.136781544619398,0,0.0318170017076222,0,0,-0.0954661840839516,0,0,0,0,0,0,0,0,0,0,0,0.118791016784407,0,0,0,0,0,0.00827702111484594,0,-0.0421956956957051,0,0,0,0,0,0,0,0,-0.011195940158718,0.0191452933389768,0,0,0,0,0,0
X000625.SZ,0.332392321558132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100187448261439,0,0,0,0,0,0,0,0,0,0,0.048786762124381,0,0.196487243899369,0,0,0,0,-0.021834364770815,0,0.011754014121231,0,0,0,0,0,0,0.050606124928876,0,0,0,0,0,0,0.0356470274090901,-0.0798796636316985,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0368112922887955,0,0,0,0,0,0,0,0,0.0384109311951324,0,0,0,0,0.0296019356815155,0.132580770529671,0,0.0383873923225939,0,0,0,0,0,0,0,0,0.0153455549657598,0,0,0,0,-0.0886220595715608,0,0,0,0,-0.0321096324898719,0,0,0.0628778285271269,0,0.0198953916263358,-0.00901238489195768,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0106935820679979,0,0,0,0,0,0,0,0,0.00384925933466818,0,0,0,0,0,0,0.0869793568444456,0,0.0509320952470124,0,0.0663682465566238,0,0,0,0,0,0.140757894521027,0,0,0,0.0979317553072333,0,0,0.0609711767970653,0,0,0,0,0,0,0,-0.0023355854343642,0.0134632035134966,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440708727189537,0,0,0,0.50942166352263,0,0.188213232003168,0,0,0,0,0,0,0,0.275626809964889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105481538347618,0,0,0,0,0,0,0
X600690.SH,0.264241784535453,0,0,0.102054844895501,0,0,0,0,0,0,0.0636697484580147,0,0,0,0,0,0,0.0142457035598029,0,0,0,0,0,0,-0.0239832059176357,0,0,-0.0669142257073408,0,0.0226535571975862,0,0,0,0,0,0,0,0,0,0,0,0.0732166201658782,-0.0394272572664982,0,0,0.0400873141108222,2.16840434497101e-19,0,0,1.73472347597681e-18,0,0.0199282588431715,0.0177217834102528,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0464090324392003,0,0,0,0.261181834311763,0,0.0414245429465434,0,0,0,0,0.00608209764740754,0,0,0,0,0,0,0.0495551235359147,0.00552800955072312,0,0,0.152752750414625,0,0,0,0.0738413260152907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,-0.0540381341510027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717475723841614,0,0,0,0,0.105910256318885,0,0,0.038484972308156,0,0,0.0760146118231589,0.0575827057630013,0,0,0,0.116077605469659,0,0.0417831418812107,0,0,0,0.0730327372153,0,0,0,0,0.189457468385472,0,0,0,0,-0.0507539164848656,0.0464421065232099,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232496575999556,0,0,0,0,0,0.125328909023631,0,0,0,0,0,0.161047263680438,0,0.0622758291600934,0,0,0,0,0,0,0,0,0.0240775380842904,0,0.0688915010418045,0,0,0,0.021431695029074,0,0,0,0,-0.0210176222658498,0.0290316377404704,0,0,0,0,0,0
