,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600809.SH,X600031.SH,X600690.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X000338.SZ,X600703.SH,X000100.SZ,X600741.SH,X002371.SZ,X002129.SZ,X002007.SZ,X601877.SH,X002179.SZ,X002049.SZ,X000157.SZ,X600584.SH,X002414.SZ,X300142.SZ,X600183.SH,X000800.SZ,X002236.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X300146.SZ,X000547.SZ,X002508.SZ,X002185.SZ,X002456.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.28413080747224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921391304317699,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705914750028885,0,0,0,0,0,0,0,0,0,0,0,0,-0.00171144077628854,0,0,0,-0.00138437178783051,0,0,0.0110135746307022,0,0,0,-0.00142814241572881,0,0
X000858.SZ,0.212526554531142,0,0,0,0,0,0.060810754212029,0.323445644922876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038511959012791,0,0,0,0,0,0,0,0,0,0,0,0,0.0939948752985629,0,0,0,0,0,0,0,0,0,0,0,0,0.00173910374244738,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537123985922127,0,0,0,0,0.0648968630999334,0.00954226786230427,0,0,0,0,0,0,0.0271006518312664,0,0.0356963205248479,0,0.00339827673552626,0,0,0,0.0441759153524578,0,0,0,0,0,0,0.108266890788371,0.0151396935215474,0,0,0,0,0,0,0,0,0.00630351686171672,0,0,0,0,0.00204650373965914,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0938772441323898,0,0,0,-0.013162157343568,0,-0.0688381157024313,0,0,-0.0120436244913041,-0.0115523622106743,0,0,0,0,0.108742540049439,0,0,0,0,-0.192689196354784,-0.0163691132488518,0,0,0,0,0.165083442334236,0,0,0,0,0,0.0975552134483848,0,0,0,0,0,0.0497620593773959,0,0,-0.0183320656059152,0,0,0,-0.0161034918894821,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607354562007307,0.396299932307645,-0.061961055562085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30704599420221,0,0,0.0218575735408574,0.0209646543077112,0,0,0,0.00140381759643344,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.065993043359285,0,0,0.0711682754040759,0,0,0,0,0,0,0,-0.107052992582234,0,0,0,0,0,0,0,0,0,0,0,0.255483752044881,0.0135808164655938,0,0.0623101862934925,0,0,0,0,0,0,0.131985821741528,0,0,0,0,0,0,0,0,0,0,-0.00895721148504338,0,0,0,-0.0214970457358465,0,0
X002304.SZ,0.0074044351415742,0,0,0,0,0,0,0,0,0.330363573828832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592101291923702,0.0142671775054728,0,0,0.128154550838035,0,0,-0.100497713548973,0,0,0.166114648465311,0,0.025530934262248,0,0.204475455045906,0,0,0,0,0.0334103581468525,0,0,0.00398423497065954,0,0,0,0,-0.0013929436629038,0,0
X000568.SZ,0,0.181595273524273,0,0,0.118265980406148,0,0.0538094617634775,0,0,0.33967825520356,0.0710713560164457,0.090279732478502,0,0,0,0,0,0,0.0108773684537751,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903485474341974,0,0,0,0,0,0,0,0,0,0,0.0198913747008481,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112610800278088,0,0,0,0,0,0.141055967129636,0,0,0,0,0.0744283137935891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539448244351032,0,-0.00825868346637246,0,0,0,0,-0.0334408918169789,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.0851997608419965,0.0146019109365496,0,0,0,0,0,0,0.0645066861168064,0,-0.153569154038841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450182690655557,0,0,0.0200007693439719,0,0,0,0,0,0,0,0,0.080155654163242,0,0,0,0.0122351379877485,0,0
