,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X002007.SZ,X002179.SZ,X600741.SH,X601877.SH,X002236.SZ,X002049.SZ,X000799.SZ,X600584.SH,X601799.SH,X300003.SZ,X002414.SZ,X600779.SH,X600183.SH,X000800.SZ,X300146.SZ,X600089.SH,X002074.SZ,X002008.SZ,X600707.SH,X000977.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.205666498932611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212911810067281,0,0,0,0,0,0,0,0,0,0,0,-0.00244522893210212,0,0,0,0,0,-0.0346655999268533,0,0,0,-0.00657705583312022,0,0
X000858.SZ,0,0,0,0,0.360436919557653,0.0800317814703847,0,0.0497749984650951,0,0,0.0954635919090973,0,0,0,0,0,0,0,0,0,0,0,0,0.0154292019986374,0,0,0,0,0,0.0342447424997085,0,0,0.0110211941421297,0,0.186656837547257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104205694374945,0,0,0,0,-0.00307634484352397,0,0
X002415.SZ,0,0,0,0,0.186634154030902,0,0,0,0.0255686367237858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792939544086664,0,0,0,0.288915883319882,0,0.0337025682091876,0,0,0,0.274385643162288,0,0,0,0,0,0,0,0,0,0,0,0,0.0275607345391584,0.0225615116069349,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0504893493544348,0.0629560843994418,0,0,0.0231822876948368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776681346470336,0,0,0,0,0,0.195393981761067,0,0,0,0,0,0,0,0,0,0,0,0,-0.154203090855527,0,0,0,0,-0.0289602192579259,-0.00456381913888381,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000568.SZ,0,0.638404961024213,0,0,0,0.0256780110664777,0,0,0,0,0,0,0,0.0177980361824381,0.0411221448721443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25783334790848,0,0,0,0,0,0.0146485799070292,0,0,0,0,0.124771376688249,0,0,0,0,0,0,-0.010186540029607,0,0,0,0,0,-0.0116528188231315,0,0,0,1.0842021724855e-19,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.241911634099403,0,0,0,0,0.083736770470308,0,0,0,0,0,0,0.0243722480861613,0,0,0,0,0,0.141204740185615,0,0,0,0,0,0.0376231168757428,0.391315609440057,0,0,0,0,0.0197597886350464,0,0,0,0,0.0715514988282924,0,0,0,0,0,0,0,-0.0694825064632255,0,0,0,-0.0292210114043242,0,0
X000651.SZ,0,0,0,0,0,0.00305853932996407,0,0.0693818878509589,0,0,0,0,0,0.0921920090330341,0,0.0689585700485638,0,0,0,0.0414976573497795,0,0,0,2.16840434497101e-19,0,0,0.0141056110485088,0,0,0,0.136253016341332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121471808217939,0,0,0,-0.00182135659392036,0,0
X600690.SH,0,0,0.0740422146226496,0,0,0.19786332402811,0,0,0,0,0,0,0,0.166587903326101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118238012597358,0.084374763746257,0,0.0506649073755668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191975946883411,0,0,0.0148855932480998,0,0,0,-0.00948370029158797,0,0
X002475.SZ,0,0,0,0,0.0532382122524235,0,0,0,0,0,0,0,0,0,0.0507420408521715,0.102485694860195,0,0,0,0.0396714719264432,0.408241351558511,0,0,0.0784013768298129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018237196528286,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0545910198115046,0,0,0,0,0,0.00252809988424266,0,0,0,0.245502552026354,0,0,0,0,0.0754408448952874,0,0.10602418269675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240789089385039,0,0,0,0,0,0,0,0,0,0.00570515827492038,0,0,-0.0364432557440817,0,0,0,0,0,0,0
