,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600118.SH,X600372.SH,X002129.SZ,X600271.SH,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X002236.SZ,X600177.SH,X600066.SH,X002292.SZ,X600582.SH,X600060.SH,X000800.SZ,X601877.SH,X300124.SZ,X600435.SH,X002475.SZ,X000977.SZ,X600839.SH,X002456.SZ,X000581.SZ,X000869.SZ,X000559.SZ,X000623.SZ,X002465.SZ,X002294.SZ,X002007.SZ,X000568.SZ,X000550.SZ,X300146.SZ,X600867.SH,X300003.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.235006617144472,0.115785828146184,0,0,0,-1.73472347597681e-18,0,0,0.0507284839823003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272017094151337,0,0,0,0,0.0291845683775769,0,0,0,0,0,0,0,0.017663212046567,0,0,0,0,0,0,0.0143940820707596,0.0301801746705609,0,0,0,0,0,0
X600104.SH,0,0,0.167102568568132,0.0719857045579452,0,0,0.0235075704393994,0,0,0,0,0,0,0,0.0721205357349197,-0.0180538516808134,0.0188925739355064,0,0,0.023766149085142,0,0,0,0.0509105980041733,0,0.0402546370862047,0.00291051465475315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756738810939563,0,0,0,0.147611342220796,0,0,0,0,0,0,0,-0.0028023892325671,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0407820576594726,0,0.107115348667265,0,0,0,0,0,0,0,0,0,0,0.0267253080717705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539999266882013,0,0,0,0.0602892513786809,0.15411237628463,0,0,0,0,0,0.00388656744965647,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.216087936991063,0,0,0,0,0,0,0.180858754815631,0,0,0,0,0,0.00697044681443416,0,0,0,0,0.0146453687005889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19402666643283,0,0,-0.0201590942811826,0,0,0,0,0,0,0
X002415.SZ,0,0,0.044807952139691,0,0,0,0.0547218875019168,0,0,0,0,0,0,0,0,0,0.0374154807843334,0,0.135321010699928,0,0,0,0,0.0162369914106513,0,0,0.0226570123464434,0,0,0,0,0,0,0,0,0,0.116810698062675,0,0,0,0.0862290590651868,0,0,0,0,0,0,0,0,0,0,-0.00435646026489045,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0815041632216323,0,0.265578928492217,0,0,0,0,0,0,0,0,-0.0821018621984003,0.0203826167604156,0,0,0,0,0,0.0242981470905607,0,0,0,-0.00716660352941258,0,0,0,0,0,0,0,0,0,0,0,0,-0.124770233538513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373106518763905,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0279805250630921,0,0,0,0.0714077265794398,0,0,0,0.102681557232243,0,0,0.0358654634475587,0,0,0,0,0.161139227917685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025890823863506,0,0,0,0,0.0376369386220832,0,0,0,0,0,0,0,0,0.171221073255128,0,-0.0108641803945583,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0203240669109325,0,0.117456484803565,0,0,0,0.0489555640493175,0,0,0,0,0,0.0248485982843666,0.0227860668640016,0,0,0,0,0,0,0.00771709557604525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253539135521938,0,0,0,0,0,0,-0.000357071907730358,0.0157438841223014,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0889750330408575,0.185632472467573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344447332304302,0,0,0,0.0168489205232726,-8.67361737988404e-19,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00199136007886678,0.044092923888432,0.0084743883764778,0,0,0,0.271940073000312,0,0,0,0,0,0,-0.004017974952676,-0.00861478128084395,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0686321195142768,0,0,0,0,0,0.00127530744640249,0,0,0,0,0,0,0,0,0.0461400989367686,0,0,0,0,0,0,0.0494629171669469,0,0,0,0,0,0,0.0274961545351843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618349183117036,0.00729655892197858,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.112838935589859,0,0,0,0.0549677576220883,0,0,0,0,0,0,0,0,0,0,0,0.08008063317351,0,0,0,0,0.0996446600137181,0,0,0,0,0,0,0.0774507808583714,0,0,0,0,0,0,0,0.0411218407692723,0,0,-0.00693474335773768,0.00337719563218969,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323153077074845,0,-0.0285702230582388,0,0.549071692939048,0.0179462101388241,0,0,0,0,0,0,0,0,0.0165918866302027,0,0.00667242822607047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139941484408439,0.00636173606241977,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,-0.0321921201315163,0.0385780554434306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314322321543254,0,0,0,0,0,0,0.105565308103719,0,0,0,0,0,0,0,0,0,0.102285899563102,0,0,0,0.0858793323774089,0,-0.000959708061123874,0.029456422537557,0,0,0,0,0,0
X600118.SH,0,0,0,0.149873946037815,0,0,0,0,0,0,0,0,0,0,0.0337931130519872,0,0,0,0,0,0,0,0,0,0,0,0,0.200594766120297,0,0,0,0.0695183040552268,0.184773213789014,0,0,0,-0.0993260569122024,0,-0.143025675982605,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234052103619188,0.0197508617142364,0,0,0,0,0,0
X600372.SH,0,0.0253164059285611,0,0.168421586053834,0,0,0,0,0,0,0,0.145651222278597,0,0,0,0,0,0,0,0,0.0359720225952882,0,0,0,0,0,0,0,0,0,0.0700564724759852,0,0.00371353545542133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137536779043421,0,0,0,0,-0.0281705961304069,0,0,0,0,0,0,0
X002129.SZ,0,0,0.0604826864286509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715382674049826,0,0,0,0,0.0768972201489021,0,0,0.143283911054476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570280730833043,-0.0093984110170069,0,0,0,0,0,0
X600271.SH,0,0,0.0729821343082927,0,0.245819969682058,0,0,0,0,0,0,0,0,0,0,-0.00911989306949843,0,0,0,0,0,0,0,0.177918053740018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209341447039595,0,0,0,0,0,0.0705602466514851,0,0,0,-0.00733343221605569,-0.0106491649140587,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0760921656516746,0,0,0,0,0,0.271008333912341,0,0,0,0,0,0,0,0,0.0236433399733838,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.154604868219377,0.0769288391404891,0,0,0,0,0,0,0,0,0,0,0.0176194749671094,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0388749836882901,0,0,0,0,0,0,0,0.503613723347387,0,0,0,0,0,0,0,0,0.138777775005615,0,0,0,0,0,0,0,0.0376239054876161,0,0,0,0,0,0,0,0.0607762209661723,0,0,0.051074101842867,0,0,0,0,0,0,0,0,0,0,0,-0.000957422949531879,0.0179244810719896,0,0,0,0,0,0
X600703.SH,0,0,0,0.137292732555692,0,0,0,0,0,0,0,0.0481764792997264,0,0,0,0,0,0,0,0,0.0585919494288435,0,0,0,0,0,0,0.0781124646620001,0.0562479960908499,0,0,0,0,0,0.043776319874266,0,0,0,0,0,0,0.0528609780089449,0,0,0,0,0.177062798931618,0,0,0,0,-0.00424152609798361,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.0433795125670479,0,0,0,0,0,0,0,0.215061217674757,0,0,0.0142287889618961,0,0,0.0350820450877644,0.317452465302763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348356431608841,0,0,0,0,0,0,0
X002241.SZ,0,0,-0.135387655379567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841871420084217,0,0.000775627723790692,0.174917802156354,0,0,0.069113388730601,0,0.0702682217041633,0.0158649836918277,0,0,0,0,0,0,0,0,0,0.0736478414833016,0,0,0.0686218261485233,0,0,0,0.00428644198517085,0,0,0,0,-0.018447103379079,-0.0150219250434868,0,0,0,0,0,0
X600741.SH,0.110955400033767,0,0,0,0.0861882563490512,0,0,0,0,0,0,0,0,-0.0698869829793432,0,0.183324190965188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870943472925056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,3.46944695195361e-18,0.0427110581369978,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0.085973640735975,0,0,0,0,0,0.293688501733065,0,0,0,0,0.0632957119432157,0,0,0,0,0.0932070215525908,0,0,-0.0278176073438672,0,0,0,0.0072800886378477,0,0,0,0,0,0.121869676398393,0.0470401170011383,0,0,0,0,0,0,0,0,0.169599617676247,0,0,0.0135312748668206,0,0,0,0,0,0
