,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600177.SH,X002294.SZ,X600271.SH,X600522.SH,X002085.SZ,X000157.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600867.SH,X600566.SH,X600809.SH,X600699.SH,X600372.SH,X000559.SZ,X002074.SZ,X000623.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00916114729612466,0,0,0,0.107382141593175,0,0,0.120505490174944,0,0.139401974363427,0,0,0,0,-0.066159044833264,0,0,0,0,0,0,0,0,0.0751027528538828,0,0,0,0,0,0.0601039212949267,0,0.0155313743622629,0,0,0.00998425624440844,0,0,0,0.229775651284302,0,0,0,0,0,0.0421990405256168,0,0,0.00593848156427619,-0.0139882438818437,0,0,0,0,0,0
X600104.SH,0,0,0,0.136009256914152,0,0,0,0,0,0.0784656744713338,0,0.483795255878259,0,0.138069245944845,0,0,0,0,0,0,0,0,0,0.0175018670463832,0,-0.0129987874509949,0,0,0,0,-0.0863589381271576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933513411845404,0,0.0427220407636025,-0.0113082138635715,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.133502681277391,0,0.081823519367348,0,0,0,0,0,0,0,0.399345179911138,0.140322937593131,0,0,0,0,0,0,0,0.185391478391651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045874655255877,0,-0.0782022482931941,-0.0229422035363288,0,0,-0.0968124043423157,0,0,0.00653514470637707,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0969994364635248,0,0.0447253866982424,0,0.0191452861358876,0,0,0,0.133207953866624,0,0.142172250579691,0,0,0,0,0.117503955432898,0,0,0,0.0646031227205598,0.00637785255517204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014506369531823,0,0,0,0,0,0,0,-0.0385289399421024,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0406926656944316,0,0,0.0222022530901813,0,0,0.0012043627804284,0,0,0,0,0,0.605955565871905,0,0,0,0,0,0,0,0,0,0.0930286557905073,0,0,0.056150573156454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689378810628816,0,0,0,0,0,0,0,0,0.0101340028395014,-0.00251823445485448,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0394235867399895,0,0,0.0571360776516069,0,0,0,0.18338292772852,0,0,0,0,0,-0.0605110526735967,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981811860083854,0.0956428939996585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0988799207971605,0,0,0,-0.115025855404791,0,0.0242777959734999,0.00518741625868581,0,0,0,0,0,0
X000725.SZ,0,0,0.162718110404722,0,0,0,0,0,0,0,0,0,0.14890709141778,0,0,-0.209235731555407,0,0,0.169260710620622,-0.0487014543876799,0,0,0,0.00305323649934239,0,0,0.169445858374451,0,0,0,0.406054072522925,0,0.279008513190016,0,0,0,0,0.0713547975862902,0,0.084223908683117,0,0,0,0.167027104241804,0,0,0,0,0,0,0,0.045276957151967,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.450535819589305,0,-0.02520329091955,0,0,0.117295812025908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774003563800577,0,0,0,0.224677609955733,0,0,0,0,0,-0.12653816461041,0,0,-0.00568990678371955,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0744423190576345,-0.014397020226362,0,-0.0327427354501994,0.0474329402594935,0,0,0,0,0,0,0,0,0,0.26839536944955,0,0,0,0.116979791922867,0,0,0.0519765095330285,0,0,0,0,-0.00477513720808871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152367494415397,0,0,-0.0122198421388856,-0.00912268303230751,0,0,0,0,0,0
X600690.SH,0,0.25531466196731,0,0.0641379782983846,0,0,0,-1.0842021724855e-19,0,0,0,0.343362651927315,0,0,0.147772148063008,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506895890122518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501578477047103,0,0,0,0,0.0243050934604287,0.00387913858277432,0,0,0,0,0,0
X600703.SH,0,0,0.0962854664903664,0,0,0,0.0680504041161788,0,0.00734654350298747,0,0,0,0,0,0,0,0.00729126610463185,0,0,0,0.0891192585822073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151635874568252,0,0,0,0,0,0,0,0,0,0.0758440107590782,0,0,0.0271007807670274,0,0,0,0,0,0,0
