,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X000100.SZ,X601877.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X000977.SZ,X002371.SZ,X002463.SZ,X300136.SZ,X600271.SH,X002008.SZ,X002456.SZ,X600177.SH,X600584.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600487.SH,X600498.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131011853632831,0,0,0,0,0.0660248322823238,0,0,0,0,0,0.423295310375309,0,0,0,0.103364017999628,0,0,0,0.0315179895353407,0.00717776965810135,0,0,0,0,0,0,0,0,0,-0.0543995814527481,0,0,0,0,0,0,0,0,0.000986554276295851,0,0,0,0,0,0,0,0,0,0,0,0.00304376253959461,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.117440069161335,0.0183269802455806,0,0,0,0,0.520055183685626,0,0,0,0.053023472712529,0,0.0213480547582204,0,0.0136423830608092,0.0174390302688556,0.0076578942694359,0,0,0,0,0,0,0,0.00112070493669293,0,0,0,0,0.0109799544330695,0,0,0,0,0.00562106957761177,0,0,0,0,0,0,0,0,0,0,-0.0120487387856621,0,0,0,0,-0.0212019972212571,0,0
X600276.SH,0,0.139562638520972,0,0,0,0,0,0,0,0,0,0,0.00295202430270137,0,0,0,0,0.306380112578417,0,0,0.0100535304541996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198097549278325,-0.0233077996268754,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180575387927962,0,0,0,0,-0.134048052917419,-0.00694288064012817,0,0.0355165385588406,0,0,0,0,0,0.234552362698032,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0701214971521799,0,0,0,0,0,0,0,0,-0.0896102649928291,0,0,0,0.304540392219203,0,-0.00789748611775403,-0.00768136535162623,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850278281949528,0,0,0.00150626646409452,0,0,0,0,0.544244339836444,0,0,0,0,0,0,0,0.053110235441363,0.00445060265897416,0.0288203020783116,-0.093889751913086,0,0,0,0,0,0,0,0,0,0,0,0.0519745234803534,0,0,0.0115022843810507,-0.0459546950504263,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0312262122928567,0,0,0,0,0,0.181624600835473,0,0,0.0188366766872994,-0.00773907281324082,0,0,0,0.0208274905937223,0,0,0,0,0,0,-0.00405259221584333,0.0121540107011352,0,0,0,0,0.0457825389444007,0,0,0,0,0,0.0415153235835788,0,0,0,-0.0525940050690469,0,0,0,0,0.000429234211505899,0.0164626705874891,0,0,0,0,0,0
X002475.SZ,0,0.125758320483775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162574343514675,0,0,0,0,0,0,0,0,0,0,0.111883489648916,0,0,0,-0.0458792871266343,0,0,0.0577934898565256,0,0.380796619653877,0.0430838636926886,0,0,-0.0687089582062387,0,0,0,0,0,0,0,0.0172239634404461,0.0322944772311224,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0952331816759397,0,0,0,0,0.106201337660451,0.04129921154858,0,0,0,0.148989127640068,0,0,0,-0.0610974158228401,0.135213690819711,0,0,0,0,0,0,-0.0204820854824566,-0.0437059809996837,0,0,0,-0.118964374207392,0,0.0439968397554602,0,0,0,0,0,0,0.107605457925013,0,0,0,0,0,0,0.0699767244135574,0,0,0,0,0,0,0
X002304.SZ,0,0.152141734891919,0.0526754882685099,0,0,0,0.00860070305673659,0.130728965973743,0,0,0.0159322035224317,0,0,0,0,0,0,0,0,0,0,0.1843299368524,0.0332938375650722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274566475733989,0.036340554040204,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0701848466882197,0,0,0,0,0,0,0.0366919884594689,0,0,0,0,0,0.00601948319331908,0.0383204178136949,0,0.0209581094844632,0,0,0.123979675946256,0,0.0114374974054066,0,0,0,0,0,0,0.0196803354207077,0.022902600259622,0,0,0,0,0,0
