,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000661.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002129.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600779.SH,X600460.SH,X600741.SH,X000157.SZ,X002007.SZ,X601877.SH,X002074.SZ,X600584.SH,X002236.SZ,X002414.SZ,X601799.SH,X600089.SH,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.1962807084088,0,0,0.16131412543883,0.0909996723156848,0,0,0,0,0,0,0,0,0,0,0,0,0.00997822691824263,0,0,0,0,0,0,0.0788972792054384,0,0,0,0,0,0.0351301189974195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493719991362312,0,0,0,-2.55277242999156e-05,0,0
X000858.SZ,0,0,0,0.00627733547213358,0,0.256586458249607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538031602151203,0.106811001260214,0,-0.0220563864204268,0,0,0,0,0,0,0,0,0.0239816888404513,0,0,0,0.0795983289608732,0,0,0,0,0,-0.0507665798938327,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.164098823685271,0,0,0,0,0.157668600945636,0,0.0422943834007644,0,0,0,0,0,0,0,0,0.0920990050109439,0,0,0,0,0,0.0165146062872092,0,0,0,0.0810515573161414,0,0,0,0,0,0,0,0,0,0,0.0693964160862308,0,0,0,0,0,0,0,0.082642558384657,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0189368822695798,0.137826159554239,-0.0347229983260146,0,0,0,0,0,0,0.18834687544686,0,0,0,0,0,0,0,-0.0088038872390983,0,0,0,0,0.0512654864531918,0,0.0151931469766534,0.446863757698487,0.0839893606747567,0,-0.0328859623710806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230803625871692,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123364216387165,0,0,0,0,0,0.00591290432511482,0,0,0,0.101110886566265,0,0,0,0,0.105612764228264,0,0,0,0,0.0583898542483266,0,0,0,0,0,0,0,0,0,0,0,0,0.0857176310177518,0,0,0,0.0131421138108035,0,0,0,0,0,0,0
X000568.SZ,0,0.735843713472881,0,0.022053177882976,0,0,0.0868097787929542,0,0,0,-0.207750676335067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159065338161642,0.0236005643532817,0,0,0,0,0,0,0,0,0,0,0.0312084801329134,0,0,0,0,0,0,0,0,0.0462644208526889,0,0,0,0,0,0,0,0,-0.0351964854644318,0,0
X002304.SZ,0,0,0,0.206124155902095,0,0.244204986425382,0,0,0,0,0,0,0,0,0,0.0711862655016027,0,0,0,0,0,0.171265287103039,0,0,0,0,0,0,0,0,0,0,0.044358311061424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116423289429434,0.0742292081340482,0,-0.116315481466726,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0233991703180702,0.154441002307555,0,0,0,0,0,0.167054288982849,0.011257851626959,0,0,0,0,0,0,0,-0.0185149739893441,0,-0.069567970383143,0,0,0.0897260754601784,0,0,0,0.0105318197588808,0,-0.0307428400139465,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574188466374574,0,0,0.0586915805003065,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.393932326286009,0,0,0,0,0,0,0.0233011671705971,0,0,0,0,0,0.0709272681032454,0,0.115764219702713,0,0,0,0,-0.0021052272191784,0,-0.0319424204105383,0.129115917446917,0,0,-0.0871237769908145,0,0,0,0,0,0,0,0,0,0.152239227491931,0,-0.086600827568569,-0.0231968990751941,0,0,0,0,0,0,0,0.0101509881037469,0,0,0,0,0,0,0
X600690.SH,0,0,0.276294516121486,0,0.209544092875613,0,0,0,0,0,0,0,0.181580510840479,0,0.0179966487649356,0.025998504290743,0,0,0.0784020912056224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285296831601336,0,0,0,0,0,0,0,0,0,0,0,0,-0.0877668590339566,-0.0513615427824047,0.00190543922554484,0,0,0,0,0,0
