,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X002129.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X000100.SZ,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X000799.SZ,X000800.SZ,X002414.SZ,X000066.SZ,X002294.SZ,X002007.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.323559063026303,0,0,0.312551356676149,0,0.0284408244249721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718396442922108,0,0,0,0,0,0,0,0,0.014907258036468,0,0.0298056643728137,0,0,0,0,0,0,0,0,0,0,0.00719386111835404,0,0,0,0,0,0,0,-0.00461768714631018,0,0,0,0,0,0,0
X000858.SZ,0.216298151963195,0,4.33680868994202e-19,0,0.407651455448707,0,0,0,0,0,0.0368718035680249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730513892587174,0,0,0,0,0,0,0,0,0.0716100069638625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153666586178956,0,0,0,0,0,0,0
X600809.SH,0.370953892190337,0,0,0,0.475985152372969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760248256293787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058099521637431,-0.0104755127412663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202721082506123,0,-0.0327435473337487,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0455202490147557,0.0418634517659336,0,0,0,0,0,0,0,0,0,0,0.0823632052125569,0,0,0.028430636433432,0,0,0,0,0,0,0,0,0,0,0.0865538506082084,0,0,0,0,0,0,0,0,0,0,0,0,0.108719664411881,0,0.106824239313984,0,0.0657757799890915,0.196684531988003,0,0,-0.00096805844437805,0,0,0,0,0,0,0
X000568.SZ,0.127379183016086,0.369492698947528,0.504432829487872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361992451228804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470686234505424,0,0,0,0,0,0,0,0,-0.00273243923759455,0.00634939002886359,0,0,0,0,0,0
X600276.SH,0,0,0,0.0527710170277529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575874771096071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203089308673613,-0.182405037084775,0.103194929573173,0,0,0,0,0,0.100681775531393,0,-0.00917051204509305,0.0224384608348857,0,0,0,0,0,0
X600690.SH,0.0564756243335432,0,0,0,0.230958829645064,0,0,0,0,0,0.133949295720814,0,0,0,0,0.0927265811689991,0,0.0220077597906477,0,0,0,0,0,0,0,0.0214374353948984,-0.0388765274653405,0,0,0,0,0,0,0,0.0276999048714574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925390734058336,0,0,-0.0493954331152489,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.477846853941482,0,0,0,0,0,0,0,0,0,0,0,0.00287563453515516,0,0.0394788973723663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888780596084585,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0194159025789744,0,0,0,0,0,0,0.0555531895040964,0,-0.00920731015532642,-0.0108004763993077,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0454580642088581,0,0,0.163621920694349,0,0,0,0,0,0,0.0410036291285534,0,0,0,0,0,0,0,0.0655471509807835,0,0,0.246561513523981,0,0,0,0,0,0.0167545728410688,0,0,0,0,0,-0.120441286398856,0,0,0.0430417127225144,0,0,0,0.00687741980023872,0,-0.0179331268378052,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.380411650550192,0,0,0,0,0,0,0,0,0,-0.158993689898387,-0.0980193553284324,0,0,0,0,0,0,0,0,0,0.0947069665038082,0.00940797166025629,0,0.13876342381648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133785085761523,0.0236219813881845,0,0,0,0,0,0
