,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X000100.SZ,X600809.SH,X000661.SZ,X600487.SH,X600498.SH,X002179.SZ,X000625.SZ,X300146.SZ,X600867.SH,X000596.SZ,X300142.SZ,X000157.SZ,X002456.SZ,X600177.SH,X600566.SH,X600089.SH,X600372.SH,X600066.SH,X002180.SZ,X002506.SZ,X002294.SZ,X300136.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.673335368736919,0.185184232799692,0,0,0,0,0,-0.0148369302270943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990437159076493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226971309646673,0,0,0,0,0,0,0,0,0,0.00679327036936621,0,0,0,0,-0.0540741018364365,0,0
X600104.SH,0,0,0,0,0,0.058296734170747,0,0,0,0,0,0,0,0,0,0.26974396378641,0,0.0956289757914335,0,0,0.266578434101105,0,0,0,-1.73472347597681e-18,0,0,0.0873210254093298,0,0,0,-0.0203580650081583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053969666736836,0,0,0,0,0,0,0
X002415.SZ,0,0.0435157069806637,0,0,0,0,0,0,0,0.0284614871935885,0,0,0,0,0,0,0,-0.0740844982838182,0,0.712609716401073,0,0.150107761421236,0,0,0,0,0,0,0,0.0769541723770208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747987963925853,0,0,0.0825291358021909,0,0.0576488260220068,0,0
X000651.SZ,1.73472347597681e-18,0.082233988280432,0,0,0,0.030901590432788,0.242807714803286,0,0.0366168283221439,0,0,0,0,0,0,0.112389824525074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631200500098769,0,0,0.0891766879197727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058809733261337,0,0.00565215275224922,0.0348221744630745,0,0,0,0,0,0
X600276.SH,0.000591350682818553,0,0.0989782814125248,0,0,0,0,0,0,0.0346870545040913,0,0,0,0,0,0,0,0.392073344186819,0,-3.46944695195361e-18,0,0.0347878949144596,0,0,0,0,0,0,0,0,0,0.0828238607902032,0,0,0,0.0171180142416531,0,0.12654194280495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00335808374877223,0,0,0,0,0,0,0
X000858.SZ,0.200549479612633,0,0,0,0,0,0.113937574462693,0,0,0,0,0.0127475700026604,0,0,0,0,0,0,0,0,0,0,0,0,0.293310284001968,0,0,0,0,0,0,0,0.126073114903244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328945256695242,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.307875388046184,0,0,0,0,0,0,0,0,0,0,0,0,0.294287574861042,0,0,0,0,0,0.0848298349801346,0,0.310957477000376,-0.0394992095445689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199431409307545,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.16230054766717,0,0,0.00709216850715941,0,0,0,0,0,0.162465385336905,0,0,0,0,0,0.0550385956906335,0,0,0,0,0,0,0,0.162553176403732,0,-0.0159707191095873,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.128249489812058,0.128192944286829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234784732297927,0,0,0,0,0,0,0,0,0.0463304020543624,0,0,0,0,0,0,0,0,0,0,0.125135016136107,0,0,0,0,0,0,0.293612080061008,0,0,0,-0.00725044729822333,-0.0301787197614022,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.227601942333496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145735587990045,0.440202646537743,0,0,0,0,0,0.0494163620288599,0,0.108305380197101,0,0,0,0,0,0,0,0,0.0156001984113159,0,0,0,0,0,0,0,-0.0487136996201504,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.054186630289955,0,0,0,0,0,0,0,0,0,0,0,0,0.132608697986663,0.0843706170729726,0,0,0,0,0,0.0885638727157839,0,0,0,0,0,0,0,0,0,0,0,-0.0245024037023127,0,0,0,0,0,0,0
X000568.SZ,0.0998880795953626,0,0,0,0,0,0.0777277216308727,0,0.156556593957234,0,0,0,0,0,0.131815997997508,0,0,0.035968300263818,0,0,0,0,0,0,0.210468420716909,0,0,0,0,0,0.048508885874328,0,0.182270951797747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155023624233789,0.0562780305423408,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0751611243131726,0,0,0,0,0,0,0.011005661238583,0,0,0,-0.0125471551123594,0,0,0,0,0,0,0,-0.0627178346535641,-0.125644726689101,0,0,0,0.808484982877509,0,0,0,0,0,0,0,0,0.0389106575579085,0,0,0,0.265921355595605,0,0,-0.0110584872543861,0.0888316288148296,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0284223871093818,0,0.0347413468618532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335704548615263,0,0,0.00489910369517262,0,0.00701642228424319,0.0764280919627645,0,0,0,0,0.0550135428126125,0,0,0,0,0,0,0,0,0,0,0,0.0802555243645179,0,0,0,-0.0162371108464822,-0.0108920415580013,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.050703857993471,0,0.00975925091276779,0,0,0,0,0.017596594326694,0,0,0.0872408160475904,0,0.00602404512555983,0.0184811340746705,0,0,0,0,0,0,0,0.183086287695042,0,0,0,0,0.136589216213486,0,0,0,0.100980392831561,0,0,0,0,0.0335528146643354,0,0,0,0,0,0,-0.0129604425123003,-0.0147069471451672,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.0270788202179464,0.0416130264038787,0,0,0,0,0,0.129368067854895,0,0,0,0,0,0,0,0,0,0,0,0.15351652504217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132412580901612,0,0,0,0,0,0,0.107130662073637,0,0.0718331922316299,0,-0.00264695575084746,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.00319690439446874,0,0,0.0348153164290185,0,0.00529674387831517,0,0,0,0,0.111233954794762,0,0,0,0,0,0,0,0,0,0.197760361943453,0,0,0,0,0,0.0729526726702968,0,0,0,0,0,0,0,0,0.01591914595357,0,0,0,0,0,0,-0.00705123681919833,0,0,0,0,0,0,0
X300003.SZ,0,0,-0.115088817448718,0,0.765799739198064,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.108603665920919,0,0,0,0,-0.026886066379162,0.270469567552246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115400103822779,0,0,0,0,0,0,0.037386338092054,0,0,0,0,0,0,0.0267152504084295,-0.029081863558045,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0190378563854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897139866750722,0,0.536215505287656,0,-0.0521658986544164,0,0,0.106030712694873,0,0,0,0,0,0.144453093480437,0,0,0,0,0,0,0,0.545590237292367,0,0,0.0323404360421875,0,-0.0131158300372402,0,0,0,0,0,0
X002236.SZ,0,0,0.653665216329522,0,0,0,0.0603641023278826,0,0,0,0,0,0,0,0.0248329559430228,0,0,0.0781004749003618,0.0465156384914423,0,0,0,0,0,0,0.088955552894394,0,0,0,0,0.0454620854661722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900033011322061,0,0,0,0.0199687350587579,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0353180456418692,0.0814855549845154,0,0,0,0,0,0,0,0,0,0.383842935249389,0,0,0,0.058869573113485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781978603439366,0,0,0,-0.00236411921190933,-0.00148915717826301,0,0,0,0,0,0
X002008.SZ,0,0,0.255598899283118,0,0,0.237982648617129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595523415185053,0.0222763871392539,0,0,0,0,0,0,0,0,0.122340454309882,0,0,0.0541079895252137,0,0,0,0,0,0,-0.0175224126639337,0.064244496457631,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.13120144200297,0,0,0,0,0.0357695603260492,0,0,0,-0.0875920103529394,0,0,0,0,0.396751369182572,0,-0.0696235871301731,0,0,0,0.0670051802238664,0,0,0,0,0.455728184827893,0,0,0,-0.0273224427416205,0,0,0,0,0,0,0,0,0,-0.00807109090576179,-0.0669944556286206,0,0,0,0,0,0
