,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600031.SH,X600372.SH,X000559.SZ,X600177.SH,X002456.SZ,X002074.SZ,X002506.SZ,X000338.SZ,X002475.SZ,X300003.SZ,X002180.SZ,X002426.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X002085.SZ,X000050.SZ,X600522.SH,X000981.SZ,X002294.SZ,X600867.SH,X002508.SZ,X600089.SH,X000869.SZ,X002249.SZ,X601877.SH,X600498.SH,X002465.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0839899477175598,0,0,0.0328757803555669,0,0,0,0,0.273373531504499,0,0,0,0,0,0,0,0,0.157663133482178,0,0,0,0.119165002963892,0,-0.134492172444976,0,0,0.0447684317120732,0,0,0,0,0,0.0650580861367139,0.102850732398637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425627511002697,0.00424003899160817,0,0,0,0,0,0
X600104.SH,0.048643269876174,0,0,0,0,0,0,0.155037128859589,0,0.164287261292914,0,0,0,0,0.0437675750936968,-0.038524405546956,0,0,0,0,0,0,0,0,0,0,-0.00131434021499138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269961632239592,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109562163286003,0,0,0.0107201123427303,0,0.0725170774068704,0,0,0,0,0,0.0308067933689714,0,0.0129944934102972,0,0,0,0,0,0,0,0,0,0,0,0.025825672196125,0,0,0,0,0,0,0
X000858.SZ,0.196469526814284,0,0,0,0.276037130769183,0,0,0,0,0.120601998517827,0,0.0699252748574599,0,0,0.0571031208860003,0.0537434783011721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975009824561547,0,0,0,0,0,0,0.00669397319535103,0,0,0,0,0,0,0
X002304.SZ,0.0695321823334616,0,0,0.687182062091556,0,0,0,0,0,0,0,0,0.0542916845177606,0,0,0,0,0,0,0,0,0,0,0,-0.0492980174761377,0,0,0,0,0.0346082075345142,0,0,0,0,0,0,-0.0454552176951405,0,0,0,0,0,0,0,0,0,0,0,0.0480796844621248,0,0.0397480055752781,0.0149958275013436,0,0,0,0,0,0
X600276.SH,0,0,0,0.0362998881703401,0,0,0,0,0,0.163822308436145,0,0,0.108124537744611,0,0,0,0,0,0,0,0,0.0425338573770635,0,0,0,0.0108819932220912,0,0,-0.0438160671812046,0,-0.0130501283479972,0,0,0,0,0,-0.0223235797979879,0,0,0,0,0,0,0,0,0,0.073244818680011,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.061544536159452,0,0,0,0,0.0099128875979494,0.263422439221068,0.0574051666682923,0,0,0.0770014498142408,0,0.031368054875711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451459628948827,0.0708598864281299,0,-0.0636296556187984,0.00796590721553268,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.159029524389295,0,0,0,0,0,0,0,0,0,-0.0596767339195228,0,0,0,0,0.0407022463253598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111367337324727,0,0,0,0.108538055623191,0,0,0.0896520996139255,0,-0.0250512991025126,0.0411823637655792,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0660854527239752,0,0,0,0,0.165073117573438,0,0,0,0,0,0.149124206951327,0,0.110690618289592,0,0,0,0,0,0,0.0129093981310723,0,0,0,0,0,0,0.0172699179370455,0,0.0237795855695691,0,0,0,0.00555741402257487,0.052314553664179,0,0,0,0,0,0,0,0,0,0.0553380877282866,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0062489783388999,0.123403369417169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341955720524125,0,0,0,0.00935359384558218,0,0,0.0580889292289682,0,0,0,0,0.029034836574357,0,0,0.0694444372803605,0,0,0.104052229065656,0,0,0,0,0.0698144915254373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
