,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600183.SH,X000157.SZ,X600066.SH,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X000066.SZ,X600522.SH,X000921.SZ,X002156.SZ,X600839.SH,X600460.SH,X002281.SZ,X000988.SZ,X000800.SZ,X600487.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0406926138196757,0,0,0.0681836013213406,0,0,0,0,0.204702327888447,0,0,0,0,0,0.0531063250112018,0,0.096330827003189,0,0,0,0,0,0,0.0742090539323417,0,0,0,0,0,0,0,0,0,0,0,-0.0339163870025655,0.0343585332772493,0,0,0,0,0,0,0,0,-0.0376347007729661,0,0.00125223091416869,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0241442727151081,0,0,0,0,0.0625501329386596,0,0,0,0,0.417613511313855,0,0,0,0,0,0,0,0.0923859841817232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189321779131664,0,0,0,0,-0.00778922055618245,0,0,0,0,0,0,0,0,0,-0.00862629651998168,0,-0.00636874320495204,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0592693988211957,0,0,0,0,0,0,0,0,0,0,0.0412176446028302,0.178558398318861,0.0380002790819793,0.0570219659404177,0.0682680516423839,0.0517005438758555,0,0,0,0,0.0644451359597979,0,0,0,0,0,0,0,0,0,0,0,0.011340394809175,0,0,0,0,0,0,0,-0.0160019010785832,0.0123762810317259,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800880911379431,0,0,0,0.205559541726969,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.172287968643778,0,0,0,0,0,0,0,0.0527543185382869,0,0,0,0,0,0,0,0,0,0,0,0.0198131709045688,0,0,0,0,-0.0315092236957005,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0760209869042725,0,0.138151724037202,0,0,0,0.0111577387081492,0,0,0,0,0,0,0,0.0159015447775218,0,0,0,0,0,0.0485616777896066,0,0,0,0,0,0,0,0,0.0463240014661878,0,0,0.00236301913928875,0,0,0.0199312597924873,0,0,0,0,0,0,0,0,0.00959722987035027,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0774236270670019,0,0,0,0,0.0346656491774268,0,0,0,0,0,0,0,-0.0184913477435601,0.0258585249375724,0,0,0,0,0,0,0,0,0.244103626456005,0,0.038378449372022,0,0,0.0891280081781161,0,0,0,0,0,0,0.297588015309747,0,0.0297627683876456,0,0,0,0,0,0,0,0.00611207692476098,-0.000253479687170053,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.179851758736479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256705366989269,0,0,0.0246687492777592,0.0484284403311493,0,0,0,-0.0200613836213942,0,0,-0.00199520072380629,0,0,0,0,0,0,-0.00809125550265324,0,0.012917469188951,0,0,0,0,0.0247361931254555,0,0
X600809.SH,0,0.0972143694269773,0,0,0,0,0,0,0,0.13041866492774,0,0,0.429280739639518,0,0,0,0,-0.00761801667385522,0,0,0.316888459899106,0,0.011110980619542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334987671284708,0,-0.0199276509560564,0,0,0,0,0,0,0,0,0,0.00638998891605657,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.05188838195169,0,0,0.342086800290727,0,0,0,0,0,0,0,0,0,0,0,0,0.139680950228076,0,0,0.00163942932470552,0,0,0,0,0,0,0,0,0,0,0,0,0.12985940404343,0,0,0,0.0548110176088587,0,0,-0.0029872143948012,0,-0.00655229596633911,-1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0440179024983415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140587104814548,0.16902034516987,0,0.0896943948397645,0,0,0,0,0,0,0.19903078388529,0,0,0.114992022466675,0,0,0,-0.069053873647679,0,0,0.0429193512077204,0,0,0,0,-0.0169189518303389,-0.0169041964596549,0,0,0,0,0,0
