,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600741.SH,X600183.SH,X000100.SZ,X000596.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002223.SZ,X002456.SZ,X600498.SH,X600271.SH,X002049.SZ,X000066.SZ,X002414.SZ,X300136.SZ,X600584.SH,X002180.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0816814420514518,0,0,0,0,0,0,0,0,0,0,0.273194845697349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341106624214536,0,0,0,0.0358038471864456,0,-0.0163142850998797,0,0,0,0,0,0,0,0,0,0,0,0.0302620641545488,0.00940893867095681,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0635729623583844,0,0,0.116261260530628,0,0,0,0.42533462359609,0,0,0,0,0,0,0,0,0,0,0.105783680908249,0,0,0,0,0,0,0,0,0,0.022480493476261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198024578791864,0.0155662239599549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815212698841208,0.0148132716022834,0,0,0,0,0,0,0,0,0.0644257482892465,0,0,0,0.111942523626393,0,8.67361737988404e-19,0,0,0,0.0672995818406324,0,0,0,0,0,0,0,0,0,0,0.0130793244206709,0,0,-5.42101086242752e-20,0.00360877736780773,0,0,0,0,0,0
X000651.SZ,0,0.136563140932405,0,0,0,0.0862422798032214,0.145415255696871,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031797021233193,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.000795754058194127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108952673011449,0,0,0,0.0169005659238393,0,0,0,0,0,0,0.205940292532182,0,0,0,0,0,0,0,0,0,0,0.0411510127873804,0,0,0,0.105886859560213,0,0,0,0.0278532409551257,0,0,0,0,0,0
X600104.SH,0,0.149627997520438,0,0,0,0,0,0,0,0,0,0,0,0,0.0258366884289323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267263469945004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103383782175598,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21355326314945,0,0,0,0.0514829995448012,0.213698924169726,0.162816346763203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271958855366696,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.109398220530969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144243566148513,0,0,0,0,0.147946050114328,0,0,0,0,0,0,0.195548592593452,0,0.00511787966907229,0,-1.73472347597681e-18,0,0,0,0.229415531728166,0,0,0,0.00516089117381793,0,0,0,0,0,0.0282069592389953,0.0339405864153419,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0893426415978262,0,0,0,0,0,0,0,0,0.0962492319958311,0,0,0,0,0,0,0,0.0281301925330264,0.107020035704214,0,0,0.00551637044761626,0,0,0,0,0.402450699898782,0,0.0683471550206797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021790900721396,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.10317228590019,0,0,0,0,0,0,0,0,0,0.0526969709030317,0,0,0,0.0327437596453359,0.00899259832636599,0,0,0,0,0,0,0,0,0.00269960276887275,0,0,0,2.16840434497101e-19,0,0,0,0.149300225642693,0,0,0,0,0,0,0.0151694404901754,-0.0201689109858846,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.229761476232204,0,0.109522331408052,0,0,0,0,0,0,0,0.00670101015908131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102954637543538,0,0.0227591994421378,0,0,0,0,0,0,0,0,0,0.00851072786318993,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301315960663015,0,0,0,0,0,0.396904996046601,0,0.0588136349506422,0,0.102192486946826,0,0,0,0.0412046395368057,0,0,0,0,0,0,0,0,0,0.0131639718237995,0,0,0,0,0,0,0,0,0,0,0.0449931442731475,0,0,0,0,0,0,0
X000568.SZ,0,0.430631258859632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428393151743952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768103034476087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159426887120225,0.00973853539372598,-0.00605368153898914,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552259496556123,0,0,0,0.313948214650437,0,0,0,0,0.158511061030845,0,0.10300984051303,0.0279831393043309,0,0.0994487811762849,0,0,0,0.112470246661332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214557525639678,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0971778603156681,0,0,0,0.338013231902907,0,0,0,0.038469487392687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089583057451578,0,0,0,0,0,0,0,0,0,0,0,0,0.0275795261003965,0,0,0,0,0.0906632116586038,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0301259842693897,0,0,0,0,0,0,0,0.0767265886775962,0,0,0,0,0,0,0,0,0.1023671419667,0,0,0.0026469140445985,0.00849350269935723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523211215017661,0,0,0,0,0.107579050102907,0,0,0.0114400956702599,0.00530270664664866,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.0775663186004311,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244362279555333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951566161628367,0,0,-0.0164731791928563,0.16639305099043,0.0760324658488281,0,0.106125623467928,0,0,0,0.54786091452181,0,0,0,-0.00256025067302785,0.019465304286609,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0447007828222797,0,0,0,0,0,0,0.560839495141064,0,0,0,0,0,0,0,0,0,0,0.061340354361673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455729037473281,0,0,0,0,0,0,0,0,0,0,0.0250465367750074,7.60082504442042e-05,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351551506685312,0,-0.0501957189084668,0.0446133974767038,0,0,0,0,0,0,0,0.0511902567884982,-0.0122854000704255,0,0,0,0,0,0,0,0,0,0,0.0553015704981098,-0.0459849928864117,0.327108716846691,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.117649449668209,-0.0230839056033656,-0.052325604336269,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0820093199227519,0,0,0,0.115449824470623,0,0,0,0,0,0,0,0,0,0,0.0485223820944827,0,0,0.0358826257143846,0,0,0,0,0,0.171773679908096,0,0,0,0,0,0,0,0.084279855281168,0,0,0,0,0,0,0,0,0,0,0,0.0348999540664488,0.0262519248725312,0,0,0,0,0,0
