,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000625.SZ,X000100.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X600779.SH,X300003.SZ,X002414.SZ,X600584.SH,X600702.SH,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.153297474726642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380378886079578,0,0,0,0,0.122795930813365,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233922697480626,0,0
X000858.SZ,0,0,0,0,0.339351114499436,0.19125205722012,0,0,0,0.0427012022398405,0,0,0,0.0586209711867107,0,0,0,0,0,0.0351323759419504,0,0,0,0,0,0.0570657816737715,0,0.00790456013639373,0,0,0.0167687780946072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00491669358626818,0,0
X002415.SZ,0,0,0,0,0,0.049067755292616,0,0,0,0,0,0,0,0,0,0.00628135148550883,0,0,0,0,0,0,0.135869510344779,0.0232885798654582,0,0,0,0,0,0.000324822916938985,0.0808184226180511,0,0,0.0813108649963165,0,0,0,0,0.0515512633183769,0,0,0,0,0,0.0646858316377208,0,0,0,0,0,0,0,-0.0491039701473648,0,0,0,0.00999416405469621,0,0
X600276.SH,0,0.205550431194175,0,0,0,0,0,0.0681384511458286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158161162120258,0,0,0,0,0,0,0,0,-0.16930467624529,0,0.0270500956747847,0,0,0,0,0.0887914866181058,0,0,0,0,0,0,-0.0463003340105266,0,0.0983884910320258,0,0,0,0,0.00896136939695671,0,0
X000568.SZ,0,0.728998191664294,0,0,0,0.119517849742281,0,0,0,0,0,0,0,0,0,0.130058187502982,0,0,0,0,0.0889292265636236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311540953195997,0,0,0,0.00353268103683768,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122451574653351,0,0.0212503662199115,0,0,0,0,0.0404747307649328,0,0,0,0,0,0,0,0,0,0.291245093393273,0,0,0,0,0,0.00442592531412491,0,0,0,0.0314839824328811,0,0.113850908029561,0,0,0,0,0,0,0,0,0,-0.0678749164800253,0,0,0,-0.0741097494837319,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0274862404694012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037337690427616,0,0.0735576610660602,0.0445958393259512,0,0,0.0220362002561524,0,0.073424301582735,0,0,0,0,0,0,0,0,0.0237764113787865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173700424780501,0,0
X002304.SZ,0,0,0,0,0,0.245239185325831,0,0,0.108049643830313,0.0790001978887406,0,0,0,0,0,0,0,0,0,0,0.201580304377653,0,-0.0691661882373647,0,0,0.0955760056775149,0,0,0,0,0,0,0,0,0,0,0,0.0303806105370338,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244415381020613,-4.33680868994202e-19,0,0,0,-0.00582858970193728,0,0
X600690.SH,0,0,0.108460595787679,0,0,0,0,0,0,0,0,0,0,0,0,0.0652461742617954,0,0,0,0,0,0,0,0.0653554005950404,0,0,0,0,0,0,0.111427159743255,0,0,0,0.215058033329285,0,0,0,0,0,0,0,0,0,0,0.0233095770345453,0.0451866761373253,0,0,0,0,0,-0.0730506286552436,0,0,0,0.0261159594704662,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953237862825407,0,0.0936310878058323,0,0.261178203823628,0,0.192117417395788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745622131857117,0,0,0,-0.0104709278439745,0,0
