,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300014.SZ,X600104.SH,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000625.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X600460.SH,X000100.SZ,X600089.SH,X600741.SH,X300142.SZ,X002074.SZ,X002236.SZ,X000799.SZ,X600884.SH,X600779.SH,X601799.SH,X000157.SZ,X600702.SH,X000733.SZ,X600584.SH,X002414.SZ,X600563.SH,X600183.SH,X002007.SZ,X600522.SH,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.435556357515819,0,0.0819252123553261,0,0.0327462137249624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0459906142232923,0,0,0,0,-0.00932187060976557,0,0,0,0,0,0
X000858.SZ,0.0276109419851874,0,0,0.220331034183067,0,0.205720969653619,0,0,0,0.0683849817930607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228943238782021,0,0,0,0,0,0,0,0,0.0749749998444091,0,0.190266712818742,0,0,0,0,0,0,0,0,0,-0.00463524664784461,0,0,0,-0.0275550465189773,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0156127187600155,0,0,0,0.0596087505121928,0.181085527675432,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0532932056906005,-0.0296051913243446,0,0,0,0,0,0,0.0749687018831132,0,0,0,0,0,0,0,0,0,0,0.0182042079363219,0.0210709564160547,0,0,0,0,0,0,0,0.0206717132427243,0,0,0,0.0273194609281532,0,0
X600809.SH,0,0.205682194678307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281896413575478,0,0,0,0,0,0,0,0,-0.00381033830539043,0,0,0.0355939783122413,0,0,0,0,0,0,0.54294633684609,0,0,0.0485121850751615,0,0.0719689484545963,0,0,0,0,0,0,0,0,0,0,-0.0127548518252422,0,0,0,0,8.67361737988404e-19,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0325012193476794,0,0,0,0,0,0,-0.141670926501154,0,0,0,0,0,0,0,-0.0389000247505804,0,0,0,-0.064023062388304,0,0,0,0,0,0,0,0.323256225573387,-0.209295236800835,0.122305886011196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682872204392679,0,0,0,0,0,0,0
X000568.SZ,0,0.247008477738178,0,0.202487419378369,0,0,0,0.00856572039431348,0,0.0442356388986853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535755922270671,0.148607837467368,0,0,0,0,0,0,0,0,0,0,0.153713657303433,-0.0791079345410926,0.0016326424669344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458853839802507,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0595715069571652,0,0,-2.16840434497101e-19,0,0.0189850634707661,0,0,0,0.0453998170966851,0,0,0,0,-0.0372165141123558,0,0,0.147606372995071,0,-0.111839552418411,0,0,0,0,0,0,0.135786519818591,0,0.0814397230759935,0,-0.0642580595323744,0,0,0.0565798298018352,0,0,0,0,0,0,-0.0200135906399769,0,0,0,0,0.0568498024679447,0,0
X002304.SZ,0,0.209277845724458,0,0.182908035572493,0,0,0,0,0.0232400525028504,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612812103029249,0,0,0.0450137051755689,0,0,0,-0.0542028189794876,0,0,0,0,0,0,0.111908649154779,0,0.0411372256018212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188417737793189,0,0,0,0,-0.0308939141691674,0,0
X600690.SH,0,0.0416280171959778,0.0954324104431129,0,0,0,0,0.0141473284453264,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313195782387344,0,0,0,0,0,0,0,0.25093737790838,0.0395197281595686,0,0,-0.00731302288489406,0,0,0,0.0487796528451854,0,0,0,0,0,0,0.055249404507035,0,0,0,0,0,0,0,0.0084911058926197,0,0,0,-0.00848070789799562,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772541798623071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820867825220217,0,0,0.248747031382991,-0.105419319920321,0.035326363898037,0,0.0511020166682535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102138636648483,0,0,0,0,0.140009052990391,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103943041790227,0,0.0414775373852582,0,0,0,0.00366875770508963,0,0,0,0,0,0,0,0,0,0,0,0,0.0624596615799892,0.0804872317910631,0,0,0,0.0104380233253565,0,0,0,0,0,0,0.0781875496979589,0,0,0,0.028324874679518,0.0233507782745302,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220378360668938,0,0,0,0,0,0.60552145560785,-0.169403508083132,0,0,0,0,0,-0.314781708171841,0,0,0,0,0,0,0,0,0,0.153698916913972,0,0,0,0,0,0.0678633953717837,-0.0922738582061658,0,0,0,-0.0890310894299087,0,0,0,0,0.0766587196345981,0,0
X000651.SZ,0.0534524880961339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357683978555163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046046146095703,0,0,0,0,0,-0.0213707315247513,0,0,0,0,0,0,0,0.00581125916616797,0,0.080005007667779,0,0,0,0,0,0.0430313144425494,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034339819376671,0.10122323684511,0,0,0,0,-0.0334753690854457,0,0,0,0,0,0.333545200619618,0,0,0.0505608181489496,0.030620858021894,0.0661136378109452,0,0,0,0,0.0177383379625442,0,0,0,0,-0.0487528319788029,0,0,0.0404980716404967,0,0,0,0,-0.0133858834172979,0,0,0,-0.0333252121965294,0,0
X600031.SH,0,0,0,0,0,0,0.174616268673422,0,0,0.0329051805936536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125678327665779,0,0,0,0,0,0,-0.0296135809416834,0,-0.0168310221112911,0,0,0.00970312395045237,0,0.630222898213333,0,0.117843693572288,0,0.0971649223811111,0,0,0,0,0,0,0,0,0.0152560084324116,0,0,0,0.0239961378950642,0,0
X300124.SZ,0.0826237161744835,0,0,0,0,0.185575422631134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261545079665422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469447666817116,0,0,0,0,0,0,0,0,0,-0.056324801274766,0,0,0,0,-0.0116894169008052,0,0,0,0.022121936517475,0,0
X002241.SZ,0,0,0,0,0,0,0.353790894643491,0,0,0,0,0,0,0,0,0,0,0,0,0.150481344850542,0,0,0,0,0,0,0,0,0.109504230746544,0,0.0830116829720148,0,0,0.00470773996096147,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0294898298991147,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0875348310559917,0,0,0,0,0,0,0,0.185596798860026,0,0,0,0,0,0,0,0,0,0,0.0494469638646129,0,0,0,0,0.0539347629243364,0.106232773753612,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.276969560236303,0,0,0,0,0,0,0,0,0,0,-0.0317948809476485,0,0,0,0.0100529095961459,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0405170300188359,0.256044073685429,0,0,0,0,0,0,0.0481605626119667,0,0,0.0334687238690563,0,0,0,0,0.0409961042788944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468509742957869,0,0.192234745384221,0,0,0,0.0461533151423938,0,0,0,0,0.027519394820549,0,0,0,0,0,0
X002129.SZ,0,0.0490548041910148,0,0,0,0,0,0,0,0.0188726624183609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30213303048444,0,0.0738563096929868,0,0,0.0168295729027644,0,0.136831733698948,0.103977833170801,0,0,0.166209056652779,-0.0256326563120555,0.146573899208738,0,0,0,0,0,0,0,0,0,0,0,-0.056064896235263,0,0.0138098958056363,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556630990825211,0,0,0.42601204379097,0,0,0,0.0658590447302663,0,0.0151257045896751,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00959908619718445,-0.00390214388437177,0,0.00341833881293251,0,-0.130084967103748,0,0,0,0,0,-0.168325906810069,0,0,0,-0.000491328780314007,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-0.0599132163258683,0,0,0,0,0.0841101898551099,0,0.00417208380651896,0,0,0,0,0.0839107965488275,0,0,0,0,0,0,0,0.104037710760415,0,0,0,0,0,0,0,0,0.260545258388104,0,0,0,0,0,0,0,0.164482393687502,0,0,0,0,-0.0234620059250074,0,0,0,-0.16123251436647,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.146279216115674,0,0,0.027181587495756,0,0,0,0.0320164561746942,0,0,0,0,0.0493187905741649,0,0,0,0.00291505620145812,0,0,0,0,0,0,0,0,0,0,0.145545808937677,0,0.0416880931238804,0,0.219292091252219,0,0,0,0,0.179336047046363,0,0,0,0,0,0,0,0.078653014578266,0,0
X002049.SZ,0,0,0,0,0,0,0,-0.0328924449097665,0,0,0,0.231364428846666,0,0,0,0,-0.111951814197278,0,0,0,0,0,0,0,0,0.105443219412909,0,0,0,0,0.07374068726616,-0.023985316910072,0.0396746080725669,0,0,0,0,0,0,0,0,0.0884277087992209,0,0,0,0,0,0.145534521424622,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.178865613885053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153063698314912,0,0,0,0,0,0,0,0,0,0.211830370782393,0,0,0,0,0,0.0817552160002101,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476268170329962,0,-0.0826907894509104,0,0,0,0,0,0,0,0,0.207833169787228,0.0977773989691559,0,2.77555756156289e-17,0,0,0.40507916138024,0,-0.162613283229778,0,0.0504227040468108,0,0,0,0.113079405371623,0,0,-0.0157733823182561,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0.411208075544636,0,0,0.16059059365109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077810946968716,0,0,0,0,0,0,0.0432280238074609,-0.156527887379911,0,0,0,0,0,0,0.114209083415971,0,0,0,0,0,0,0,0,0,0,0.019581555654909,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,-0.000915003276466498,0.0582454855675841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725907205510259,0,0,0.0950982875127254,0,0,0,0,0.209787729983593,0,0,0.0135514393990756,0,0,0.0550247984840655,0,0,0,-0.00362145237813749,0,0,0,0,0,0,0
X600460.SH,0,0,0,0.0644111410687275,0,0,0,0,0,0.120713653126712,0,0.192682311324996,0,0,0,0,0.0460288695298945,0,0,0.096830622048716,0,0,0,0,0,0,0,0,0,0,0.015975145633999,0,0,0.257447040494717,0,0,0.0420097868074086,0,0.17547736719102,0,0.245381908519528,0,0,0,0,0,0,0,0,0,-0.153194400620372,0,0,0,0,0,0.0846473488040818,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0499257555410971,0,0.297128385666447,0,0,0.0385315449824656,0,0.01210020599544,0.0542061151215946,0,0,0.00535359965324232,0,0.0512135574869825,0,0,0,0,0,0.0863737052377861,0,0,0,0,0,0,0,0,0.0328392427041911,0,0,0,0,0,0,0,0,0,0,0,0,0.0111132787609291,0,0,0,-0.0298887010983005,0,0
X600089.SH,0,0,0,0,-0.192715773163128,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312856396145269,0,0,0,0,0,0,0.194306797436783,0,0.141354950113356,0,0,0,0,0.239979389513315,0.137721482902967,0,0,0.138082595353932,0,0,0.0587779631460368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131529382447221,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0101183712283031,0,-0.142117135270028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454381086145669,0,0.0855890684352441,0.0590833789227006,0,0,0,0,0,0.018101338270886,0,0,0,0,0.121869335260402,0.129792332841604,0.0400716450958788,0,0,0,0,0,0,0,0,0,0,0.00732295093637337,0,0,0,0,0,0
