,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X000921.SZ,X002236.SZ,X000977.SZ,X600584.SH,X600741.SH,X002049.SZ,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X002223.SZ,X002129.SZ,X000800.SZ,X002180.SZ,X600060.SH,X002156.SZ,X600177.SH,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0988257408770287,0,0.289071509128155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230946524114028,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0118976916451352,0,0,0.00508205008220492,0,0.0193512707957398,0,-0.00506884676219424,0,0,0,0,0,0,0,0,0.0187814903146895,0,0,0,0,-0.00610027624466241,-0.00302913506672066,-0.0366612406506281,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.463402938427947,0,0.00557742405644287,0,0,0,0,0,0,0.0811622772554355,0,0,0,0,0,0,0,0,0,0,0.0457099605045385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983154066110365,0,0,0,0,4.33680868994202e-19,-0.00628251839562104,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0279432551293648,0.0377540496142458,0,0.030529156324187,0,0,0,0,0,0,0,0,0,0,0,0.0868518175817408,0,0,0,0,0,0,0,0,0,0,0,0.0947090526870604,0,0.0284115140849035,0,0.133756336292846,0,0.0271477055064498,0,0,0,0,0,0,0,0,0,0,0,0,0.0422372685508399,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0918346219916777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162413224513689,0,0,0,0,0,0,0,0,0,0.258286811337192,0,0,0,0,0,0,0,0,0,0,0,0,-0.142278678776053,0,0,0,0,0,0,0.0368228766078137,0.0186146722172289,0,0,0,0.154490919222528,0,0
X600809.SH,0.00641238481862776,0,0,0,0,0,0.262002948873258,0,0,0,0.00629623053623717,0,0,0.104167254610765,0,0,0,0,0,0.101256790064117,0.0434856761548016,0,0,0,-0.146213998750364,0,0,0,0,0,0.0617457331492626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117251533546127,0,0,-0.023099565803777,0.00885462212706095,0,0,0,0,0,0
X600276.SH,0,0,0,-0.128229445871432,0,0,0,-0.209966674171788,0,0,0.150809454919279,0,0,0,0,0,0,0,0,0,0.2825543341098,0.167836868366346,0.0321761180219802,0,0,0,-0.0742528726798029,0,0,0.0637558010982916,0.0887973987557617,0,0,0,0,0,3.46944695195361e-18,0.278764355320001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579981048480095,0,0,0.00704149113321995,0,0
X000568.SZ,0,0.976011558044588,0,0,0,0,0,0,-0.067436362943202,0,0,0,0,0,0,0,0,0,0,0.163013066667691,0.0203004893598524,0,0,0,0,0,-0.104150871107968,0,0,0,0,0,0,-0.0257089027281118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170090373217284,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.198601152888416,0,0,0,0,0,0,0,0,0,0.0423458695278539,0,0,0,-0.137319280517311,0,0.180595128320193,0,0.0478558714463554,0,0.261708139647254,0,0,0,0,0,0,0,0.224737474766685,0,0,0,0,0,0,0,0,0,0,-0.101310254095062,0,0,0,0,0,0,0,0,0,-0.00934269696464156,0.00238543424007311,0,0,-0.00170125909869286,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118498002556837,0,0,0,0,0,0.108506480750093,0,0.283966012018929,0,0,0,0.0591404237987536,0,0,0,0.0323447434832951,0,0.0207262801348923,0,0,0,0,0,0,0,0.105091275737036,0,0,0,0,0.00456821134636534,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0485177730426961,0,0,0,0,0,0,0,0,-0.247673136836951,0,0,0,0,0,0,-0.0211019201167945,0,0.0850984931649927,0,0,0,0,0.0858918773247804,0.0334540075005313,0,0,0,-0.0428278256113082,0,0,0,0,0,0,0,0,0,0,0,-0.0218323905296569,0,0,0.0369003537963888,0,-0.0106775687939735,-0.0267196861659559,0,0,0,0,0,0
