,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002008.SZ,X002007.SZ,X300124.SZ,X600487.SH,X000100.SZ,X000661.SZ,X600498.SH,X002179.SZ,X002456.SZ,X600867.SH,X600566.SH,X000625.SZ,X600809.SH,X300146.SZ,X300142.SZ,X000157.SZ,X000596.SZ,X600177.SH,X002294.SZ,X600372.SH,X002180.SZ,X600089.SH,X002506.SZ,X600066.SH,X600522.SH,X300136.SZ,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.734037425134661,0.0989419896327167,0,0,0,0,-0.0174470870007279,0,0,0,0,0,0,0,-0.0264673277935791,0,0,0,0.0839763826753554,0,0,0,0,0,0,0,0,0,-0.0287934844650677,0,0,0.0610030448166677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098292227483071,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.00355282271208224,0,0,0,0,0,0,0,0,0,0.098792109350731,0.36317424234037,0,0,0,0,0,0.24477988333388,0,0,0,0.0835229733822199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626410849979629,0,0,0,0.00495260903213866,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719591274868942,0.0428725672089868,0,0,0,0,0,0.0616783073922063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375194967477139,0,0,0,0,0,-0.0193608518282871,0,0,0,0,0,0,0
X600276.SH,0,0,0.0693109948527295,0,0,0,0,0,0,0.0335718834568089,0,0,0,0,0,0.406005424503586,0,0,0,0.0515656917835768,0,0,0,0,0,0,0,0,0.0314297313826101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536741402380612,0,0,0,-0.000752534212362774,0,0,0,0,0,0,0
X000651.SZ,0.218668363849498,0,0,0.0984185927299156,0,0.0780138448467319,0,0,0,0,0,0,0,0.0965601060268352,0,0.0792449036357676,0.03977128400139,0,0,0,0,0.00773843168952302,0,0,0,0,0,0,0,0.0362533768964608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695460518997641,0,0,0,0,0,0,0,-0.0020295234873087,-0.0063764766827586,0,0,0,0,0.0755210366916981,0
X000858.SZ,0,0,0,0,0,0,0.179461055673608,0,0.00184405333942322,0,0,0,0,0.0255041871361548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330948835391853,0,0,0,0.293383329527268,0,0,0,0,0,0,0.0393454683492208,0,0,0,0,0,0,0,1.73472347597681e-18,0.0436885503162181,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313129714206332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410246351915404,0,0,0.357185032436027,0.0471634229745452,0,0,0.331976536989684,0,0,0,0,0,0,0,0,0,0,-0.0743911832892915,0,0,0,-0.00608786408524262,0.0435201543638254,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0904686136686368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245568674945255,0,0,0.083965119916745,0,0,0,0.0312838837164581,0.122122413555266,0,0,0,0,0,0,0,0,0.0952585907319266,0,0,0,0,0,0,0,0,0,0,-0.0201133152474022,-0.0601425473089127,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.144253532893136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708331874554271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268222418754116,0,0,0,0.28009132798883,0,0,0,-0.00919894963197064,-0.0184967456960794,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0828337751382269,0,0,0,0,0,0,0,0,0,0,0,0.221944081684817,0,0,0.276101303522281,0,0.26675768373676,0,0,0,0,0,0.0675297345064733,0,0,0,0,0,0.10818388909362,0,0,0,0,0,0,0,0,0,0,0.0142641821705936,0,0,0,0,0,0,0
X600031.SH,0,0,0.0282550992617224,0.194424333200638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516573620375288,0,0,0.0184463365525212,0,0,0,0,0.104456875520846,0,0.0736854225556952,0.00358895352275979,0,0.0680312901178232,0,0,0.0999545899664583,0,0,0,0,0,0,0,0,0,0,0,-0.0292166406006642,-0.0124849668443609,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589734406033336,0,0,0,0,0.0144146677779858,0,0,0,0,0,0,0,0,0,0.800279737135577,-0.0989728670938545,0,0,0,-0.0816473308704048,0,0,0,0,0,0,0,0,0,0,0,0.0874675220686252,0,0,0,0.248254003496701,0,-0.00127990066430892,0.101261737055259,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.163027382849602,0,0.0786015551158383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262930341141689,0,0.0133905664018198,0,0,0.128406640873512,0,0.0951689357730789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105140482210384,0,0,0,-0.0126587041603191,0,0,0,0,0,0,0
X000568.SZ,0.0922223491269756,0,0,0,0,0,0.334790824720962,0,0,0,0,0,0,0,0,0.127991946622014,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0564134486825389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303356524941403,0.0313874291727655,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0613245424862746,0,0,0,0,0,0,0,0,0,0.0138358202931103,0.122010501132682,0,0,0.177834554326763,0,0,0,0,0.20001183795468,0.0117239633451637,0,0,0,0.092600743366814,0,0,0,0,0,0.0169280466544227,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00897648157789649,-0.0245292401797566,0,0,0,0,0,0
X300003.SZ,0,0,-0.0336926948368996,0.794112652517692,0,0,0,0,0,-0.0704705955073258,0,0,0,0,0,0,0,-0.193418092316474,0.00559631901102554,0,-0.167013682507434,0.217444613434473,0.0556311975194054,0,0,0,0,0,0,0.0729676279259806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662977406666018,0,0.0717742798505475,0,0,0,0,0,0.0273566644406235,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.124989089957456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200523041127508,0,0,0,0,0,0,0,0,0,0,0.119056623078115,0,0,0,0.106887403103258,0.0798803481797057,0,0,-0.00604913418611665,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.164179718105061,0.0462071773416541,0,0,0,0,0.0436911767151716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174813696094335,0,0,0.0707886328863037,0,0.00493233291040161,0,0,0,0,0,0,0,0,0,0,0,0.00515078927394676,0,0.0124680332156318,0,0,0,-0.00385898024318245,-0.00516219950523279,0,0,0,0,0,0
