,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000157.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X300124.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600867.SH,X000625.SZ,X002506.SZ,X000977.SZ,X600177.SH,X002129.SZ,X300014.SZ,X600498.SH,X600066.SH,X002180.SZ,X002049.SZ,X002371.SZ,X002456.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.50608030434667,0,0,0,0,0,0,0.0354972441482829,0,0,0,0,0,0,0,0,0,0,0,0,0.023498935197208,0,0,0,0,0,0,0,0,0,0.0234252595163996,-0.038725654030268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.108667669451044,0,0,0,0.376747706396802,0,0,0,0.0292665722262012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173293702193877,0,0,0,0,0.00708394074227877,0,0,0,0,0,0,0,0,0.0360099429810267,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0997490057167297,0.0558853288708774,0,0,0.139871100892642,0,0,0,0,0,0.0328948285515127,0,-0.025358983584901,0,0,0,0,0,0,0,0.049976289570747,0,0,0,0.029217860344844,0,0,0,0,0.024147110505289,0,0,0,0,0,-0.0262153125227759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616320471640069,0,0
X000651.SZ,0,0,0,0,0.128575675843355,0,0,0,0,0,0,0,0,0,0,0.0793165945242409,0,0,0,-0.0236617239230603,0,0,0,0,0,0,0.117089493455159,0,0,0,0,0,0.0277891566531652,0,0.0697755378015635,0,0,0,0,0,0,0,0,0,0,0,0.0104582182329855,0,0,0,0,0,0,0,0,0,0.0195284508562887,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.068397979677724,0,0,0,0,0,0,0,0.0533435659049503,0,0,0,0,0,0,0,0.539468014868482,0.058064028322614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241266303730703,0,0,0.0105381567502057,0,0,0,0,-0.0271610250485168,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156521279800253,0,0,-0.0727817445143995,0,0,0,0,0,0.0857824350213092,0,0,0,0,0,0.0742384881367036,0,0,0,0,-0.0523580566962929,0,0,0,0,0,0,0,0,0,0.0484767701539173,0,0,0,0,-0.00334631456855866,0,0,0,0,0.0113408608949829,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681936348897205,0,0,0,0,0.148235528391833,0,0
X002475.SZ,0,0.0280261784255099,0,0,0.191818042658142,0,0,0,0,0,0,0,0,0,0,0,0.0752986501894185,0,0,0.00364164627452022,0,0,0,0,0,0,0,0,0,0,0,0.156575071082559,0,0,0,0.063149969916882,0,0,0,0,0,0,0,0,0,0,0.0934566935905777,0,0.171976640645891,0,0,0.0328119027144497,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0605276820750515,0,0.0658061244447034,0,0.0774320954310747,0.0346739499048243,0,0.0599160664487344,0,0.217608843687644,0,0,0,0,0,0,0.0026550921492169,0,0.0730616643543312,0,0,0.0160992144780256,0,0,0,0,0,0,0,0.0802190621162767,0,0,0,0,0.0685902444401658,0,0,0,0,-0.019078079786029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422565208906138,0,0
X000063.SZ,0,0,0,0,0.0286774405783477,0,0,0.136165481840725,0,0,0,0,0,0,0,0.0939617479469688,0,0,0.00671725280307921,0,0,0.153096397461734,0,0,0.0498719320008283,0,0,0,0,0,0,0,0,0.0625407678704525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467387998595826,0,0,0,0,0,0,0
