,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X300014.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002371.SZ,X002241.SZ,X000625.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X601877.SH,X002074.SZ,X300142.SZ,X000661.SZ,X600741.SH,X002180.SZ,X600522.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X600884.SH,X000799.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X601799.SH,X600584.SH,X600372.SH,X002176.SZ,X002056.SZ,X600563.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.222084547337517,0.0393223513564695,0,0.0218547169446534,0.115555812559643,0,0,0,0,0,0,0.076234151650575,0,0,0,0,0,0,0,0,0.0423600914993775,0,0,0,0,0,0,0,-0.0208530908845269,0,0,0.0577760747866603,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0495019852348006,0,0,0,0,0,0,-0.0209416817722364,0,0,0,0,0,0
X000858.SZ,0,0,0.0216779263302438,0,0.0580055541621049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144515220234658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175367490868456,0,0.0413070655565058,0,0,0,0,0,0,0,0,0,0.194576738428507,0,0,-0.0188680726191207,0,0,0,0,0,0
X600809.SH,0,0.366086643877976,0,0,0.297618281571204,0,0,0,0,0,0,0,0,0,0,0,0,0.168795593775776,0,0,0,0.0293484354484331,0,0,0,0,0.0959890113192432,0,0.0822947488622738,0,0,0,0,0,0,0,0,0.142034672567466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143966397368205,0.0402326878662037,0,0,0,0,0,0
X002415.SZ,0,0,0.0326192499004958,0,0,0,0,0,0,0,0,-0.162477591925715,0.108457767811862,0,0,0,0,0,0.0682168591370658,-0.178784423347296,0,0,0,0,0,0.0531569312373322,-0.116293304096286,0,0,0,0.0160437714659983,0,0,0.0585096528018785,0,0,0,0,0,0.160598900193251,0,0.705309346187823,0,0,0,0,0,0,0,0,0,0,0.0228791749611255,0,0,0,0,0,0
X000568.SZ,0,0.146754120699924,0.350495634703027,0,0,0.120682139486135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941059955470033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424009313230855,0,0,0,0,0,0,0,0,0.0530990579829362,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.192837803382827,0,0,0,0,0,0.0472355134016693,0,0,0,0,0,0,0,0,0,0,0.0103400351473819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28440988141845,0,0,0,0,0,0,0,0,0,0.0360065528378066,0,0,0,-0.00786431915901908,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882023787706959,0.439400467093593,0,0,0.0113352156005546,0,0,0,0,0.010714215888826,0,0,0,0,0,0,0.0134140672237466,0,0,0,0,0,0,0,0.148652466096348,0,0,0,0,0,0,0,0,0,-0.00400667533388723,0.000839651024376042,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.181954650419182,0,0,0,0,0,0,0.0448592513909437,0,0.136863424909074,0,0,0,0,0,0,0,0.0576147098674575,0.0114766244306727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335438204650286,-0.0248100395796101,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132066421400527,0,0,0,0.140919340994887,0,0,0,0,0,0,0,0,0,0,0,0.186377382561077,0,0.0400328727275523,0,0,0,0,0,0,0,0,0.0511323246402543,0.0181149055900757,0,0,0,0,0,0,0,-0.000403807372220563,1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.224206540941502,0.12717417888096,0,0,0,0,0,0,-0.0192030661252009,0,0,0,0,0.134359219615006,0,0,0,0,0,0,0,0,0.0904293261099706,0,0,0,0,0,0,0,0,0.0162853653228677,0,0,0,0,0,0,0,0.152092915100889,0,0,0,0.251244364988131,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864634274363939,0,0.226968410535436,0.00668695425576638,0,0,0.191180567068176,0.110600428517,0,0,0,0,0,0.15535999062193,0,0,0,0.110822998398081,0,0,0,0.0428752744526452,0.155899035744565,0,0,0,-0.0727937546227709,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0956830772953143,0,0,0,0,0,0,0,0,0.15995027002897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752584193199206,0,0,0,0,0.00331315152088421,0,0,0,0,0.0238629087365617,0.0605018784315941,0,-0.0106372295095837,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.15252535968351,0,0,0,0,0,0,0,0,0,0.0184316850354614,0.104914839241454,0,0,0,0,0.0865414068038949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112630721707628,0,0,0,0.0824723966537365,0,0,0,0,0,0,0,0,0,0.077646393549243,0,0,0,0.0185525735930476,-0.0906427867889933,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.085730874272878,0,0.0972341397948949,0,0,0,0,0.0385940642579754,0,0,0,0,0,0,0.0258785437365748,0,0,0,0,0,0,0,0,0,0,0,0.205446360161002,0,0,0,0,0,0,0,0.0984749038391805,0.0163812682285064,0.182910386586152,0,0,0.0410852345336204,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485303569863633,0.146088465171692,0,0,0,0.183895092388151,0,0,0,0,0.0440963488999824,0,0,0,0,0,0,0,0,0,0,0,0.119343837231812,0,0,0,0,0.148173926867873,0.022129620575956,0,0,0.0563202435607298,0,0.00503865924438679,0,0,0,0,0,0,0
X003816.SZ,0.0738535548843789,0,0,0,0,0.0870455346578058,0,0.0253332683464471,0,0,0,0,0,0,0.00364268761677019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663341390676255,0,0.106961631449053,0,0,0,0,0,0,0,0,0.0236747745254717,0,0,0,0.143324709115837,0,0.0915157621032978,0,0,0,0.00273155770210269,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0853309316387415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062623410029841,0,0.18282893075537,0,0,0,0,0,0.0407513635846587,0,0,0.0831536459608379,0,0,0,0,-0.0168662917068665,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0921372177523865,0,0.0214680210402079,0,0,0,0,0,0,0,0,0,0.122383945117025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173366446867569,0,0.117315388813938,0,0.361968480096756,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882540117284623,0.0646958653059471,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.384291075257404,0,0,0,0,0,0,0,0,0,0,0.262938680286245,0,0,0,0,0,0,0,0,0,0.156874497543721,0,0,0,0,0,0,0.0188389051728847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150813494097296,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878181644090015,0,0,0,0,0,0.331364164010411,0,0,0,0,0,0,0,0,0.088918033802815,0,0,0,0,0.0730173229134026,0.214520863854051,0,0,0,0.104003238827979,0,0,0,0,-0.0101991631940916,0,0,0,-0.0613993478550424,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603625757326114,0,0,0,0,0.0309117241441791,0.285883198653663,0,0,0,0,0,0,0,0.058034940922793,0,0,0,0,0.0386832960874185,0,0,0,0,0,0,0,0.115325400007949,0,0.0155430016639706,0,0,0.0220461332404468,0,0,0,0,0,0,0
X000596.SZ,0,0.351187120185612,0,0,0.242218208965154,0.0137529158813526,0.244278725174969,0,0,0,0,0,0,0,0,0,0,-0.0437695695375021,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210671123559533,0,0,0,-0.0174200800884965,0,0.0824688810908376,0,0,0,0
X000063.SZ,0,0,0,0,0.0645072387693097,0,0.102075999036899,0.0829243586320312,0,0,0.0144050588934333,0,0.0416451651574865,0,0.0292475886583646,0,0,0,0,0,0,0.0807019122887928,0,0,0.105937907255332,0,0,0,0.0598762011748349,0,0,0,0,0.0823624302482576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962122186456438,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320644753881632,0,0,0,0,0.00192490019213843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945976112565477,0.163729233207895,0.101927032793174,0,0,0,0.149013893144989,0,0,0,0,0,0,0,0,0.00458764603059538,-0.0425195176881326,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524482892203388,0,0.0224799946168618,0,0,0,0,0,0.0377848113373716,0,0,0,0,0.0709251650278743,0,0,0.00848042148362566,0,0.149238754022728,0,0,0,0.136409643845778,0,0,0,0,0,0.0728693377876641,0,0,0.0241844713582661,-0.0142591865869541,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,-0.021325611728337,0,0,0,0,0,0,0,0.0558396835299892,0,0,-0.0756104280935706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323964318137756,0,0,0.138517630327014,0,0,0,0,0.143226428127469,0,0,0.0320489870589041,0,0.17327555795998,0,0,0.0720346744438792,0.059517599696618,0,0,0,0,0,0
X600703.SH,0,0,-0.112374235243557,0.0698133253322924,0,0,0,0,0,0.262992333494741,0.125575505428937,0,0,0,0,0,0,0.00386286336081436,0,0,0,0,0,0,0,0,0,0.0147559881286241,0.34610283047178,0,0,0,0,0.0449935570579929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632143855456781,0.0240437670433547,0,0,0.115205535932941,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-6.93889390390723e-18,0.0139381206967264,0,0,0,0,0.0514019967647655,0,0,0,0.111153037955674,0.276785483668557,0,0,0.0221954654779811,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0.0877010775670912,0,0,0,0,0,0,0,0.0743434534336921,0,0.21864004663322,0,0,0,0,0,0.0821851818661082,0,0,0,0,0,0,0,0,0,0,0.00863318854987069,0.21746197546526,0,0,0,0,0,0,0.0439542525886281,0.0937303059509345,0.0251165061150216,0,0,0,0,0,0,0,0,0,0,0
