,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X002241.SZ,X600703.SH,X000625.SZ,X300014.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X600584.SH,X300142.SZ,X601877.SH,X002129.SZ,X002236.SZ,X002179.SZ,X600183.SH,X000157.SZ,X000800.SZ,X002049.SZ,X300003.SZ,X601799.SH,X002414.SZ,X002008.SZ,X000066.SZ,X300136.SZ,X002185.SZ,X000977.SZ,X300146.SZ,X002456.SZ,X002508.SZ,X600118.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.152161266937215,0,0,0,0.0726398970087233,0,0.0996706899738152,0,0,0.301645987608428,0,0,0,-0.0131486995632201,0,0,0,0,0,0.0161916746094027,0,0,0,0.0717045591991961,0,0,0,0,0,-0.0758845342972867,0,0,0,0,0,0.0308225012373694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341061407230451,0,0,0,0,0,0,0
X000858.SZ,0.043871022261302,0,0,0,0,0,0,0.0734462315853808,0.124226894272826,0,0.249471125744102,0,0,0,0,0,0,0,0,0,0,0,0.0398580206733595,0.0317545563960541,0.0680712429805707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695423855877013,0,0,0,0,0,0,-0.00484259789307675,0,0,0,0,-0.00156651730976008,0,0
X600276.SH,0,0.120884128782599,0,0,0,0,0,0,0,0,0.0872674007351595,0,0,0,0.0299935552321282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303573474404874,0,0,0.0164506365377886,0,0,0,0,0,0,0,0.051272366094643,0,0,0.0912946662986199,0,0,0,0,0,0,0,0,0,0.00562493331702122,0,0,0,-0.0157992319685101,0,0
X002415.SZ,0,0,0,0,0,0.20809295879233,0,0,0,0,0.0472864522243693,0,0.0419284220865004,0,0,-0.0720038107869969,0,0,0,0,0.0147710037699927,0,0,0,0.0060289242575159,0,0,0,0,0,0,0.198734577312299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967949629717995,0,-0.0383052427966042,0,0,0,0,-0.0137427333810542,0,0
X000651.SZ,0,0,0,0,0,0,0.0585121877235452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384021451671865,0,0.0253203198316883,0,0,0,0,0,0,0,0,0.0778317972264925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372616352539938,0,0,0,0,-0.0347088501990289,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0442204892261556,0,0,0,0,0,0,0,0,0,0,0.328641804845123,0,0,0.0228818795505037,0,0,0.0345851504449585,0,0,0,0,0.0725245573992523,0,0.0425778719533772,0,0,0,0,0,0,0.0736372562822475,0,0.160194248628555,0,0.220680907263692,0,0,0,0.0444749701534797,0,0,0,0,0.0266628731127372,0,0,0,0,-0.00107954295732886,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284901549511666,0,0,0,0,0.0216944019315905,0,0,0.135257459055968,0,0.0846234603863673,0,0,0,0,0,0,0,0,0,0.0402068658762991,0,0,0,0.0538321030168606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113458314094418,0,0
X000568.SZ,0,0.0633411943214726,0,0,0,0,0,0,0.0977066152406044,0,0.203148961291978,0,0,0,0,0,0,0,0.0824859802798721,0,0,0,0.158602968683241,0,0,0,0.00417962434391805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786662017080896,0,0,0,0,0,0.0101519788995176,0.0251287114342791,0,0,0,-0.0154822236295333,0,0
X002304.SZ,0,0,0,0,0,0,0,0.256597968300426,0,0,0.11347963595985,0,0,0,0,0,0,0,0.0814800916682426,0,0,0.234074487080357,0.0440078792077638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108957964308623,0,0,0,0,0,0,0,0,0.0330784989479159,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.077144421983402,0,0.195358704547,0,0,0,0.151371375895938,0.499058144648518,0,0,0,0,0,0.0264309793194604,0,0,0,0,0.025761698871901,0,0,0,0.0188090070849298,0,0,0.0634711575511073,0,0,0,0,0.0145453135389442,0,0,0,0,0,0,0,0,0,0,0,0,0.0302872777066245,0,0,0,0,0,0,0
X600809.SH,0.0572677277770495,0.0626882045664246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034020138111275,0,0.336276133347613,0,0,0,0,0,0,0,0,0,0.142614182965692,0,0,0,0,0.0957191737821206,0.0484703529777021,0,0,-0.0858181347822999,0,0,0,0,0,0,-0.114651964710666,0,0,-8.67361737988404e-19,0.0419115968707172,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565663533637907,0,0,0,0,0,0.340338389468299,0.0965253493115012,0,0,0,0,0.146776337003979,0,0,0,0,0,0,0,0,0,0,0,0.007870476661041,0,0,0,0.1758684622376,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0813248646175876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342542894332535,0,0,0,0.0922436085960466,0.257584164696282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920005743928595,0,0,0,0,0,0,0,0,0,0,-0.0177297705163115,0.00631564115771277,0,0,0,-0.00661140553389313,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0389833859176262,0,0,-0.0741786548496399,0,0,0,0,0,0,0,0.0527744761907793,0.0050812084636139,0,0.0482349027230946,0,0,0,0,0.0934580597108624,0,0,0,0,0,0,0,0,0,0.062880642658193,0,0,0.030199292495822,0,0,0,0.300957906207176,0.0534329647052314,0,0,-0.113728398459459,0.0991743372635834,0,0,0.0387727108950425,0,0,0,0,0.0380865370714783,0,0
X000661.SZ,0,0,0,0,0,0.0178106383613542,8.67361737988404e-19,0,0.0528597272977469,0.236189354319901,0,0,0,0,0,0,0,0,0,-0.261401865670538,0,0,0.0240605161643776,0,0,0,0.210693366378619,0,0.46737248427617,-0.0788412893051325,0,0,0,0,0,0,0,0.265837470819376,0,0,0,0,0,0,0,0,0,0,0,-0.162171682298591,0,0,0,0,0,0,0.0439636318073488,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.250165938710557,0,0,0,0,0,0,0,0.0164607998557086,0.0620498336566854,0,0,0,0,0,0,0,0,0,0,0.0381165817527469,0,0,0,0,0,0.110844367335702,-0.0154788540878619,0,0,0,0.133169803554909,0,0,0,0,0,0,0.0600425740111062,0,4.33680868994202e-19,0,0.00463194992922962,0,0,0,0,0.00239258647551555,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0461007636117143,0,-0.0117639912629291,0.000179838234509294,0,0.11475014023757,0,0,0,0,0,0,0,0.0239767252511117,-0.0189202492584408,0,0,0,-0.0433163177855476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338874886691359,0,0,0,0,0,0,0.122586663864997,0,0,0.0096211939298687,0,0,0,0,0.00285956673679553,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915771257695883,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.0729983403888818,0,0,0,0.0813040124056369,0,0,0,0.113153805680366,0,0,0,0,0,0,0.152709752163891,0.0690406108863606,0.169195619622142,0,-0.0310359338866778,0,0,0,0,-0.0115600476020837,0,0
X002241.SZ,0,0,0,0,0,0.542791796990609,0,0.271015564305554,0,0,0,0,0.0422763867160775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294433142720596,0,0,0,0,0,0,0.0718667606103914,0,0.206289288075783,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346578822272334,0,0,-0.0570345473059079,0,0,0,0,-0.0747998341291104,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0245095162034201,0,0,0.0414064909405904,0,0,0.0209511552293988,0.060621130045447,0,0,0,0,0,0,0,0.0586749465993067,0,0,0,0,0,0.0975158087798073,0,0,0,0.171700990506136,0,0,0,0,0,0,0,-0.000519498279250133,-0.00903286622655395,0,0,0,0.0393948410755901,0,0
X000625.SZ,0,0,0,0,-0.0415047883160568,0,0.313008165689411,-0.0843957952834742,-0.00237829839392099,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.186606372430119,0,0,0,0,0.146359842560342,0.0845864476203434,0.0694058988969963,0,0,0,0,0.190155306470024,0,0,0,0,0,0,0.00539361446346805,-0.0870359630902592,0,0,0,0,0,0,0,0,0,0,0,0,-0.017158495585658,0,0
