,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600031.SH,X600104.SH,X300014.SZ,X000725.SZ,X300124.SZ,X002371.SZ,X600703.SH,X000338.SZ,X000063.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X300142.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X000596.SZ,X002179.SZ,X600460.SH,X000157.SZ,X002074.SZ,X600702.SH,X000799.SZ,X002414.SZ,X600741.SH,X002007.SZ,X600584.SH,X600183.SH,X002236.SZ,X600089.SH,X601799.SH,X600779.SH,X000800.SZ,X600884.SH,X300146.SZ,X000066.SZ,X300003.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.156781744750223,0,0.0119097913524751,0,0,0,0.117786753105259,0.0466396542220012,0,0.120167921143941,0,0,0,0,0,0,0,0,0,0,0.00039177344000697,0,0,0,0,0,0,0,0,0,0,0,0.057934000972315,0,0,0,0,0,0,0,0,0,0.0508725183732882,0,0,0,0,0,0,0,0.013135501854577,0.0668613149462718,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0628021364309551,0,0,0.254391941083573,0,0,0.00957073615178496,0,0.0170986099374803,0,0.038440093249953,0,0,0,0,0,0,0,0,0,0.146861344046066,0,0,0,0,0,0,0,0.0447200541105544,0,0.039828450227414,0,0,0,0,0,0,0,0,0.167866639064233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0755311583006832,0,0,0.227855426449925,0,0,0,0,0,0,0,0.0971738309923466,0,0,0,0.0710500759851091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047671796394,0,0,0,0,0,0.0975497205058957,0,0,0,0,0,0,0,0,0
X600809.SH,0.119145786475146,0,0,0,0,0,0,0.227383631192704,0.0777005601677406,0,0,0,-0.0667931758007365,0,0.0648028976497045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323874798807421,0.388375909173149,0,0,0,-0.0550620221437739,0,0,0,0,0.102908127430411,0,0,0,0,0,0.0287303001759263,0,-0.0192341804473411,0.00100025127292392,0,0,0,0,0,0
X600276.SH,0,0.0351274568375438,0,0,0,0,0,0,0,0.048839255829866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128365191395388,0,0,0,0,0,0,0.314430656651336,0,0,0.0881935551486261,0,0,0,0,-0.211437860242301,0,-0.0747978124173116,0,0,0,0.116795001529258,0,0,0,0,0,0.0190393909721225,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0632722429772785,0,0,0,0,0.102268582435686,0,0,0,0,0,0.195701844335891,0,0,0,0,0.134928574504064,0,0,0,0.0852580306251119,0,0,0,0,0,0,0,0,0,0,0,-0.0466174087490631,0.121437862782465,0,0,0,0,0,0,0.040207159075571,0,-0.00911911570129363,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0159276688247274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673548356678754,0,0,0,0.000485194970950736,0,0,0,-0.084715630086789,0,-0.0241362228781229,0,0,0.0768262489502193,0,0,0.0910567912403218,0,0,0,0,0,-0.0164049012719437,0.0501594927829488,0,0,0,0,0,0,0,0,0.0961754568401428,0,0,0,-0.0179023060389181,0,0
X000568.SZ,0,0.191638762450628,0,0.150613906216049,0,0,0,0,0.0654243320046261,0,0,0,0,0,0,-0.0540678009920543,0,0,0,0,0,0,0,0,0,0,0,0,0.130680982389537,0,0,0,0,0.0712443429019881,0,0,0,0,0,0,0,0,0,0.0474831600821991,0,0,0,0,0,0,0,-0.00984330119770745,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.264201388263464,0,0,0,0.346143003850648,0,0,0,0,0,0,0,0,0.105346117357684,0,0.0712689896313847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566786773572129,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.105571917734661,0,0,0,-0.0809280854405449,0,0,0,0,0,0,0
X600690.SH,0,0.0561691138267352,0,0,0.163803751534291,0,0,0.100701496131224,0.0984450355445792,0,0.0561607455928565,0,0.0433461167686981,0,0,0,0,0,0,0,0,-0.0182268675770584,0,0,0.0270797536421271,0,0,0,0,0,0,0,0,0.0164274317698038,0,0,0,0,-0.0220037862225857,0,0,0,0,0.0652790487371361,0,0,0,0,0,0,0,-0.0640900885095762,0,0,0,0,0,0,0
