,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X600703.SH,X300003.SZ,X002007.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002241.SZ,X002179.SZ,X000625.SZ,X600183.SH,X002506.SZ,X600177.SH,X600498.SH,X600867.SH,X000050.SZ,X600487.SH,X002371.SZ,X300014.SZ,X002008.SZ,X600066.SH,X002049.SZ,X000066.SZ,X002129.SZ,X002463.SZ,X000977.SZ,X600522.SH,X300136.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.160691226457688,0,0,0,0,0,0,0,0.0916679915083677,0,0,0,0,0,0,0,0,0,0,0.187994750834967,0,0.016329558462246,0,0,0,0,0,0.0111886389058579,0,0,0,0,0,0,0.0402350638609572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497856202515525,0,0,0,0,0.0557232217523013,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.373305062116507,0,0.140662883707479,0,0,0,0,0.178088936687412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042076597501725,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360072678649441,0,0,0,0,0,0,0
X000651.SZ,0,0.148295979075065,0,0,0,0,0,0,0.0926076102382083,0,0,0.171723327869037,0,0,0,0,0,0,0,0,0,0,0.0406194431323689,0,0,0,0,0,0,0,0,0,0.000914229977513097,0,0,0,0,0,0,0,0,0,0.0148327639383757,0,0,0,0,0,0.021706478389514,0,0,0,-0.0473371399034369,0,0,0,0.00983505881399354,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.26564522546944,0,0,0.0281448665118042,0,0,0.175560902402471,0,0,0,0,0,0,0,0.122377937910694,0,0,0,0,0,0,0,0,0,0.0938983789338504,0,0,0,0.0564542108197856,0,0,0.0258489362406763,-0.112847459074689,0,0,0,0,0,-0.0857923630106348,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172713718419271,0.23483297818551,0,0,0,0,0,0,0,0,0,0.0126639155037426,0,0,0,0,0,0.0716858949063751,0,0,0,0,0,0,0,0,0.069104071079894,0,0,0,0,0,0,0,0,0,0,0,-0.0101810248887965,0,0,0,0,0.000322270385386797,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176812851567246,0,0,0,0,0,0,0,0,0.635445456450612,0,0,0,0,0,0,0,0.0243659715818063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716846751494601,0,0
X002304.SZ,0,0.237937716705246,0.0920102157166543,0,0,0.00557348816452152,0,0,0,0.217647773815585,0,0,0,0,0.0326783799884441,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342239001986468,0,0.010762308971678,0,0,0,0,0,-0.00846678912719239,0,0,0,0,0.0591478394617995,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345219139231565,0.0537565098203731,0.0963466293653235,0,0,0,0.0241593317727315,0.0559594961690734,0,0,0.00718198962388641,0,0,0,0,-0.0104026149942776,0,0,0,0,0.0502893142244901,0,0
X000063.SZ,0,0.142843398599493,0,0,0,0,0,0,0,0.0327884828919605,0,0.117475435616491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251704985919998,0,0,0,0,0,0,0,0,0,0.0870104359471452,0,0,0.134653756331121,0,0,0.191307130925074,0,0,0,0,0,0,0,0.0543310146955239,0,0
X000568.SZ,0,0.46163856069775,0,0,0,0,0,-0.0118863774825838,0,0,0,0.05895781014286,0,0,0,0,0.166389880559607,0.0949166884943531,0,0,0.0961927684205472,0,0,0,0,0,0,0,0,0,0,0,0.00352971490041257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.129261066949259,0,0,0,0,0,0,0,0,0,0.0479789137183567,0,0.125034178553333,0,0,0,0,0,0,0.00701014699626652,0,0,0,0,0.127196212775899,0,0,0.0738153291276834,0,0,0,0,0,0,0,0,0,0,0.000866375468381538,0,0,0,0,0,0.0206211393204378,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.264051244915916,0,0,0.261825211949441,0,0,0.184364482107855,0,0,0,0,0,0.0424141345583474,0,0,0,0,0,0,0,0.150786786121719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259930446099156,0,0,0,0,0.0983247310854864,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0867471616655233,0,0,0.210165014571303,0.186689730576829,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0255486258398286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011178106874735,0,0,0,0,0,0,0,0,-0.00733254017507963,0,0,0,0,0.0200952564634324,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.349472381877379,0,0,0,0,0,0,0,0,0,0.0426466209418545,0,0,0,0,0.101164784980545,0,0,0,0,0,0,0,0,0,0,0.139101554140241,0,0,0.0355268311711168,0,0.089360560013139,0.0167372839038433,0,0,0,0,0,0.0904195704839404,0,0,-0.00725002346301229,0,0,0,0,0.00455123293443334,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.245308557659498,0,0,0,0,0,0,0,0,0,0,0.0767702217615425,0,0,0.153901575771528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869284173804504,0,0,0,0,0,0,0.0632651614425355,0,0,0,-0.0136713482094719,0,0,0,0.0211233416536683,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.481705630580518,0,0,0,0,0,0,0.284175404126505,2.16840434497101e-19,0,0,0.0754070583990794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324484118063521,0,0,0,0,0,0,0,0,0,0,-0.000459156001149751,-0.0329677990590204,0,0,0,0.0481969091945469,0,0
X600809.SH,0,0.382991125699785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988507709918211,0,0,0,0,0,0,0.0828205122597092,0,0,0.00692025959775092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0296561033363095,0,0,0.102262153125773,0,-0.0111738907503253,0,0,0,0,0.0495337187560509,0,0
X000661.SZ,0,0.0549534236732373,0,0.120004207886426,0,0,0,0,0,0,0,0,0,0,0,0.205096058833699,0,0,0,0,0.0323753576201479,0,0,0,0.363419379254421,0,0,0,0,0,0,0,0.0417512700678198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
