,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X002463.SZ,X600498.SH,X300124.SZ,X300142.SZ,X000157.SZ,X002456.SZ,X600118.SH,X300136.SZ,X600487.SH,X002179.SZ,X600271.SH,X000066.SZ,X002180.SZ,X600584.SH,X002414.SZ,X002008.SZ,X002185.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213557411745241,0,0,0,0.0181983904994669,-6.93889390390723e-18,0.260748178654621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136063928405435,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.440514682199902,0,0.041401028314359,0,0,0,0,0,0,0,0.0678226704336786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472574008312381,0,0,0,0,0,0,0.0195831545651909,0,0,0,0,0,0,0,0,0.00124235710087357,0,0,0,0,0,0
X600276.SH,0.0149144649908949,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-3.46944695195361e-18,0,0,0.220279450106885,0,0,0,0,0,0.0496494738386248,0.0402311341773013,0.0024458144331046,0.0503664786142879,0,0,0,0,0,0,0,0,0,0,0,0.0187163383266859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303626450439319,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0177366895158398,0,0,0,0.102433833799819,0,0,0,0,0,0,0,0,0,0,0.0144014441412424,0,0,0.0308064246932542,0.0794143667934372,0,0,0,0,0,0,0.0174717829763265,0,0,0,0,0,0,0,0.0411557764086766,0,0,0,-8.67361737988404e-19,0,0,0,0.000140755609293722,0,0,0,0,0,0
X002415.SZ,0,0.0697107702698831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172312538410915,0.0501238013581467,0,0,0,0.118127923047956,0.12141898506348,0,0,0,0,0,0,0,0,0,0,0,0,0.157885178506635,0,0,0,0,0.0450552285781664,8.67361737988404e-19,0,0,0,0.016385258372232,0,0,0,0.00463695269610353,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.116788934313971,0.0651431523560688,0,0.070831807126209,0,0,0,0,0,0,0.0710307890716083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268106908110389,0,0,0,0.00382881262349531,0,0,0.238250674614889,0,0,-0.00617623734747335,0,0,0,0,0,0,0,0,0,0.015001155998257,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147098737965234,0,0.131778884989579,0,0.0241824604693976,0,0,0,0,0,0,0.0279888341429735,0,0,0,0.081422753965583,0,0,0,0,0,0,0.0553911565531137,0,0,0,0,0,0,0,0.262509301264475,0,0,0,0.0168669164197187,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0175909896287415,0,0,0,0.07412702748854,0,0,0,0,0,0.081376284908006,0.0437201148005249,0,0,0,0,0,0,0,0,0.362210239388158,0,0,0,0,0,0,0,0,0,0,0.00220901271324868,0,0,0,0.08440236075963,0,0,0,0,0,0,0,0.157690366058835,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0129376858650266,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565086833055454,0,0,0,0.0374288205464532,0.432118276786805,0.041849183707196,0.02986865636224,0,0,0,0,0,0,0,0,0,0,0,0,0.0492438557018983,0,0.0485052165983196,0.0204598441822064,0.129244101934424,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481701158097846,0,0,0,0,0,0,0,0,0,0,0.0173721356102863,0,0,0.0198654550703723,0,0,0.0948805010020255,0,0,0.134750071114647,0.0351820786712964,0,0,0,0,0,0,0,0,0,0,0,0.0281204284705346,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.159678367880905,0,0,0.05579485215525,0,0,0,0,0,0.0235795296404099,0,0,0.026940572385047,0,0,0,0,0.0085630867539757,0.0064480087851646,0,0,0,0.0222116485575173,0,0,0.424593576641954,0,0,0,0,0,0,0.00882129570498096,0,0,0,0,0,0,0,0.0245858336699827,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0501890985902372,0,0.251863973645408,0,0.105268097941107,0,0,0,0,0,0.00263480603383026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030536603812871,0,0,0,0.0463228418066495,0,0
X000568.SZ,0,0.376694105425395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350907788818994,0,0,0,0,0,0,0,0,0,0.00737245237137664,0,0.00962750254473465,0,0,0,0,0,0,0,0,0,0,0.128260924708499,0,0,0,0,0,0,0,0,0,0,0,-0.0257854557163934,0,0,0,0,0,0
X600690.SH,0,0.127369129451794,0,0,0,0,0,0,0,0,0.0530276544597278,0,0,0,0,0,0,0.0190656225657035,0,0,0,0.0244172166339457,0.136324483480262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239707104521073,0,0,0,0,0,0,0,0,0,-0.089939340894149,0.0787570485785334,0,0,0,-0.000562158912949619,-0.00219362596058643,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.138072455992189,0,0.345293870203189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129033534362172,0,0,0,0,0.00734997712424934,0,0,0,0.0762379131635965,0,0,0,0,0,0,-0.0053262510509786,4.33680868994202e-19,0,0,0,0.0520592150544826,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220890394059079,0,0,0,0.121883851652376,0,0,0,0.075312054443503,0,0.190589112767947,0,0,0,0,0,0.111084712738214,0,0,0,0,0,0.067513925278248,0,0,0.0978256077329893,0,0,0,0,0,0,0,0,0,0,0,0,0.0103628948302638,0.00462502688732724,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113775293173063,0,0.0765435231502353,0,0.0681842715765142,0,0,0,0,0.0229085672563047,0,0.135566450945537,0,0,0,0,0,0.114990505924948,0,0,0,0,0,0,0,0.448682423987382,0,0,3.46944695195361e-18,0,0,0,0.0175296760627107,0,0,0,0,0,0
