,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000100.SZ,X600031.SH,X000157.SZ,X600271.SH,X002292.SZ,X002236.SZ,X600066.SH,X600372.SH,X000559.SZ,X000338.SZ,X002475.SZ,X000016.SZ,X600741.SH,X600839.SH,X600089.SH,X002241.SZ,X000568.SZ,X300124.SZ,X600177.SH,X000800.SZ,X000066.SZ,X002129.SZ,X600006.SH,X002465.SZ,X600582.SH,X600435.SH,X002294.SZ,X000547.SZ,X300003.SZ,X600867.SH,X600312.SH,X600498.SH,X002074.SZ,X000869.SZ,X000581.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.029948542612231,0,0,0,0,0.0642814453103034,0.156443936965271,0.0555414599054707,0,0,0,0.0510869305403806,0,0,0,0,0,0,0,0,0,0,0.0244798100615916,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080993538664365,0,0,0.0317976891554736,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.212868572130257,0,0.191794849183551,0.0606490139278881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108465013015585,0,0,0.0674695064358362,0,0,0,0,0,0,-0.026525390906023,0,0,0,0.0815689797323881,0,0,0,0,0,0,0,0.019682073578581,0,0,0.0208360290042195,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0530643455810283,0.0533571668708328,0,0,0,0,0,0,0,-0.0712781401858937,0,0,0,0,0,0,0,0,0,0,0,0,0.143597100550196,0,0,0,0,-0.0538655436834249,0.0740737127027133,0.040911793331098,0,0,0,3.55500444186221e-05,0,0,0,0,0.010448149708707,0,0,0,0,-0.0666107433980035,-0.0289194533905306,0.0185948042649701,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.157976893959359,0,0,0,0,0.0342198167454928,0,0.0475329337387604,0.0272389004049125,0.0762268030238709,0,0,0,0,0,0.0429663050120209,0,0,0,0,0,0,0,0.347502248709144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146433269777784,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0395238718303773,0.187846644647228,0,0.200345377211988,0,0,0,0.0586473500460343,0,0,0.00788171223491837,0.0689965669106938,0,0,0,0.00475005564394617,0,0,0.00293610313044285,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.139791676908123,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.144940111034105,0.22797294387957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597800878401584,0,0,0.287122349482777,0,0,0,0,0,0.094410847662417,0,0,0,0,0,-0.141829203289408,0,0,-0.00954118379798415,0,0.0764844796456775,0,0,0,0.00955632728984186,-0.0205467194150552,0,0,0,0,0,0
X600276.SH,0,0,0,0.0424561407727921,0,0.0516383424060659,0,0,0,0.0297885728281188,0,0.0288301301720007,0,0.0890817662691528,0.271577231354896,0,0,0,0,0.154766982168346,0,0,0,0,0,0.0323044847006591,0,0,0,0,0,0,0,0,0,0,0,0,0.0432114822159589,0.0159222846637533,0,0,0,0,0,0,0,0,0,0,-0.0114617050871755,0,0,0,0,0,0,0
X002304.SZ,0,0.262055321623363,0,0,0,0.184836272258671,0,0,0,0,0.0199942589511569,0,0,0,0,0,0,0,0,0,0,0.0271938355103773,0,0,0,0,0,0,0,0,0.132625484291652,0,0,0,0,0.0526696564424618,0,0,0,0,0,0,0.13222108759858,0,0,0,0,0,0,0,0.0209300031418556,0.0215652092600622,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0562810452416542,0,0,0.0367044011867604,0,0,0,0,0,0,0.0475248257469836,0,0,0,0.0114130917589692,0,0.344360510993583,0,0,0,0,0,0,0,0,0,0,0.197407896992013,0,0,0,0,0,0,0,0,0,0,0,0,-0.00390803803004678,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145804739853152,0,0.190815581525952,0.0377526295081359,0,0,0,0,0.0292538447369449,0.0159493410355743,0,0,0.0770430028691053,0,0,0,0.167411203849168,0,0,0.0516850370044331,0,0,0,0,0,0.0110011299795851,0,0,0,0,0,0,0,0,0.00705417026120935,0,0,0.0042904695011851,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.156254218692445,0,0,0,0.0117658404515931,0,0.118284495108619,0,0,0,0,0,0.0108052116990526,0.0090914442176913,0,0,0,0,0,0,0.0708900999781679,0.197324055343722,0,0.0973121590162281,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0264948493428615,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141344231198903,0,0,0,0,0,0,0,0,0.0865694500163722,0.105377101227276,0,0.344373495726402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412764947538756,0,0.329160417099197,0,0,0.150002848190721,0,0,0,0,0,0,0.0537979576183725,0,0.0387701013551383,0,0.0999199687598858,0,0.111818308187344,0.0344207767855234,0,0,0,0,0,0,0,0,0,0.0465319596265076,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25171453413621,0.0766708987890746,0,0,0,0,0,0.0589546318838263,0,0,0,0.0473057021897621,0,0,0,0,0,0.0118779409868488,0.219877597763246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281615213295661,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.266095021803872,0,0.00389886227500597,0,0.0583966935385791,0,0,0,0,0,0.193363045058525,0,0,0,0,0,0,0,0,0,0,0.0605634260939929,0,0,0,0,0,0,0,0,0.034389869385454,0,0,0,0,0,0,0,0,0,-0.00913111877670857,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0169766230022978,0,0,0,0,0,0,0,0,0,0.0246647853755861,0.127270400102676,0,0,0,0,0,0,0,0.134272454470132,0,0,0.331154366242951,0,0,0,0.0867604024196361,0,0,0.103464065827437,0,0,0,0,0,0,0,0,0,0,0,0,0.0612749723873868,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0273271798435753,0,0,0,0,0,0,0,0,0,0,0,0.0886477855105916,0.080199903359168,0,0,0,0,0,0.090559504744508,0,0,0,0,0,0,0,0,0.0396096277919231,0,0.310069303238233,0,0.0201868663465755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0986166681018517,0,0,0,0,0,0,0,0,0,0,0,0.243054240868235,0,0,0,0,0,0,0.0909491308074963,0,0,0,0,0,0,0,0,0,0,0.012464824340264,0,0,0,0,0,0,0.263937535489305,0,0,0,0,0,0,0,0,0.00696938385304875,-0.00479565998780119,0,0,0,0,0,0
X600066.SH,0,0.229070690524229,0,0,0,0,0.290940822796751,0.0199475705337158,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156668126224889,0.0024277589750227,0.0707285027025338,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049449082768017,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.240782379136832,0,0,0,0,0,0,0,0,0,0.300709418639542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400000136937218,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0542049626261688,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0740727261537666,0,0,0,0,0,0.241592003296701,0,0,0.0270557196884449,0,0,0,0,0.0478659557715435,0,0,0,0,0,0,0,0,0,0,-0.0018229051801858,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0896888481502834,0,0,0,0.322826865715006,0,0,0,0,0.115367647528778,0.00885809620176387,0,0,0,0,0.0757711231306533,0,0,0.0717148725244381,0.0068439721655122,0,0.0812237198633541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198891599457154,1.0842021724855e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130774562979127,0,0,0,0,0,0,0,0,0.089646947707817,0,0,0,0,0,0,0,0,0.467208274099104,0,0,0,0,0,0,0,0,0,0,0.0102254070968515,0,-0.0732777689980592,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
