,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002236.SZ,X601877.SH,X000100.SZ,X300003.SZ,X002241.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X600271.SH,X002179.SZ,X300142.SZ,X300124.SZ,X000625.SZ,X000066.SZ,X002008.SZ,X600867.SH,X300014.SZ,X002129.SZ,X002049.SZ,X000977.SZ,X600498.SH,X300136.SZ,X600066.SH,X600177.SH,X002506.SZ,X002371.SZ,X300146.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.283240929706346,0,0,0.0873269483726158,0,0,0,0,0,0.075344788114772,0.15344562180354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0132327127617898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234356272614133,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0320339890070037,0.382999242184505,0,0,0,0,0.208995294267802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0188464616648748,0,0,0,0,0,0,0,0.0605875548090277,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00374321379375523,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.138206291751772,0,0,0,0,0.0816610345609134,0,0,0,0,0,0,0,0.0632939697269072,0,0,0.0342464203812704,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X600276.SH,0.0385153402144851,0,0,0,0,0,0,0,0,0,0.129327449750342,0.17790498963486,0,0,0,0.0841581079508513,0,0.0757812591746076,0,0,0,0,0,0,0,0,0,0,-0.035295379708291,0,0,0,0,0,0,0,0.101183746721121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108048412340975,0,0,0,0.00956570913795222,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0896273625730893,0,0.0283992065589856,0,0,0,0,0.0804638171929547,0,0,0,0.365919566673195,0.00928292581569483,0,0,0.269968900072857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133469348892672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469611433019345,0.216923386805568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802925488208869,0,0,4.33680868994202e-19,0,0,0,0.0211434214138903,0,0,0.0317478887756254,0,0,0,0,0,0,0,-0.00323472212047186,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199610132177057,0,0,-0.0110771239134159,-0.0117922451499181,0,0,0,0.137971797989624,0,0
X002304.SZ,0,0,0,0.146747924818102,0,0,0.0879863489837771,0,0,0.0350012943415832,0,0.229096885997928,0,0,0,0.0225011078539188,0,0,0,0,0,0,0,0,0,0.0203777614322602,0,0,0,0,0,0,0,0,-0.0248081516259929,0.0711677247232232,0.0139547546830497,0,-0.0237467736837263,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283699862677719,0.0865309403075652,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.260214457653609,0,0,0,0,0,0,0,0,0,0,0,0.229420350487872,0,0,0,0.0209901401412189,0,0,0,0,0.0918519213586723,0,0,0,0,0,0,0,0,0,0.044635765998264,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0194649859669694,0,0,0.00886047889492483,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.059821647207535,0,0.0161237311917693,0,0.0589031845856736,0,0,0,0,0,0,0,0,0,0,0,0,0.122966803658453,0,0.0247358034915486,0,0,0,0,0,0,0,0,0,0,-0.0306776076655833,0,0,0,0,0,0,0,0,0,0,0,0.38672216366185,0,0,-0.0157671162834311,0.0339658455411714,0,0,0,-0.00844066050945845,0,0
X002475.SZ,0,0.223010879926511,0,0,0.0467238437189985,0,0,0,0,0,0,0,0,0,0,0.0986618969989642,0,0.067803899284006,0,0,0,0.249565673787689,0,0.100893268184686,0,0,0,0,0,0,0,0,0,0,0,0.0690903179607489,0,0,0.0220707734305182,0,0,0,0.111493479813434,0,0,0,0,0,0,0,0,0.00925239847044096,0,0,0,0,0,0,0
X000568.SZ,0,0.583730561319678,0,0,0,0,0,0.175048679450411,0,0,0,0,0.147038040213959,0,0,0.00537210280404093,0,0.0982741346000696,0,0.0859461685338163,-0.0780163295236743,0,0,0,0,-0.0596955703478278,0,0,-0.0218022408384046,0,0,0,0,0,0,0,0,0.0113095476794288,0,0,0,0,-0.0758443477903216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220872706802334,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.107357993219936,0,0,0,0.0896074329772189,0,0,0.0163569156158904,0,0,0,0,0,0,0,-0.035473597330629,0,0.15584965492132,0.0170031574660762,0,-4.33680868994202e-19,0,0,0,0.0384043114799195,0,0,0,0,0,0.0519805840162776,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0207188559992523,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0901586426251128,0.066269019486611,0,0,0,0,0,0,0.0525508447111544,0,0.0552056303407784,0,0,0,0,0,0,0.0281731234466889,0,0,0,0,0.170736516362822,0.00638281767502946,0,0,0,0,0,0,-2.16840434497101e-19,-0.148109494848303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114728396049893,0.020254284760864,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0949563958476078,0,0,0,0,0.161277094681014,0,0.0688784871656168,0,0,0,0,0,0,0,0,0,0.130494752448981,0,0,0,0.0471727637340379,0,0,0,0,0,0.0580843607315812,0.00582127248747912,0,0,0.00735373071895108,0,0.105233487533372,0,0,0,0,0,-0.00767890141807683,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.334299386195845,0,0.270249549245737,0,0,0,0,0.0446682483228088,0,0.28082047435924,0,0,0,0,0.0227379655358135,0,0,0,0,0,0,0,0,-0.0622576250416806,0,0.0622349061144761,0,0,0.0389766806256359,0,0,0,0.000363780070890771,0,0,0,0.192549766798214,0,0,0,0,0,0,0,-0.0953966572510364,0,0,0,0.00629942606484437,0,0,0,0,0,0,0
X600809.SH,0.11898921589552,0.391631936455668,0,0,0,0,0,0,0.0312188611217885,0,0.00974586788553718,0,0,0,0,0,0,0.00596162601153465,0,0.109473722667604,0,0,0,0,0,0,0,0,0,0,0,0.0408696054233283,0,0,0,0.0248384837594527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590321583486486,0,0,0,0,0.0291273560203487,0,0
X000661.SZ,0,1.73472347597681e-18,0,0.27949616978288,0.0869788447008548,0,0,0,0.0745940818920531,0,0,0.0857028302830845,0,0,0,0,0,0,0.0194388076931511,0,0,0,0,0,0,0,0.190253598537283,0,0,0,0,0,0,0,0,0.0601962679637264,0,0.00371413942063649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432014658302755,0,0,0,0,-0.129460160593518,0,0
X600183.SH,0,0,0,0,0,0,-0.0283044214919397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17288435718379,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.12263543372795,0,0.0370252341860904,0,0.0297482493640895,0,0,0,0,0,0,0,0,0,0.0277358574906288,0,0,0,0,0,0
X000596.SZ,0,0.122640154049519,0,0,0,0,0,0.277520553199445,0,0,0,0.198394077351368,0,0,0,0,0,0.0177082944340686,0.0417660218509121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175364747629283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182580080855995,0,0,1.73472347597681e-18,0.0446244669078526,0,0,0,0,0,0
X600703.SH,0,0,0,-0.0118460049178818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289508076643467,0,0,0,0,0.0313195168913682,0,0,0,0,0,0,0.156042125993783,0,0,0,0.313834692663343,0,0,0.114692997132506,0,0,0,0,0,0.211935291935387,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.173014187284503,0,0.324388874293353,0,0,0,0,0,0,0,0,0,0.154929684612815,0,0,0,0,0,0,0,0,0,0,0,0,0.0276663385060276,0,0.013318397078906,0,0.114982300817457,0,0,0,0,0.0101790581843273,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0183490961720987,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.110440244046018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162823529336368,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448997940280311,0,0,0,0,0,0.0679430975335637,0,0,0,0,0,0,0,0,0,0,0.0133749466474317,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0156043104006505,0,0,0,0,0.361163154880523,0,0,0,0,0.0450039889968905,0,0,0,0,0,0.176447575900985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140543274041019,0,0.0421725984214284,0,0,0,0,0,0,0,0,0,0,0,0,0.0169221689137323,0,0,0,-0.0138287962523072,0,0
X300003.SZ,0,0,0,0,-0.0050762533810064,0,0,0,0,0,0.0524447600529515,0,0,0,0,0,0,0,0,0.119788774505982,0,0,0,0,0,0,0.222603902990732,0.0447564851033549,0,0,0.0833161237165006,0,0,0,0,0,0,0,0,-0.081600435749858,0,0,0,0.121366196960252,0,0,0,0,0,0,0,-0.0293101116996365,0.00502815306477522,0,0,0,0.00377607620764932,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0426202991896441,0,0,0,0,0,0,0,0,0,0.0557074048761767,0,0.0141351365734313,0.193181913387638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165772920943153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336602407192399,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,-0.0458902784737144,0,0,0,0,0.0432941996944623,0,0,0.0798444678247054,0,0,0.173214519779042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366446240178131,0,0,0.051861055273729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174388606244194,0.0325979228723203,0,0,0,0,0,0
X000157.SZ,0,-0.0188150478964097,0,0,0,0,0,0,0,0,0,0,0.483816935107439,0,0,0,0,0,0,0,-0.0350777218631697,0,0,0,0,0.00816330217448553,0,0,-0.058449251652786,0,0,0,0,0,0,-0.0347207921221982,0.12886064220366,0,0,0,0,0,0,0,0,0,-0.170176624809303,0.150419739910873,0,0.0348883088919702,0,-0.017871623959477,0.0505809922269323,0,0,0,-0.0736207886541817,0,0
