,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300124.SZ,X300014.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X000625.SZ,X002008.SZ,X600271.SH,X002456.SZ,X000977.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X002180.SZ,X600066.SH,X002049.SZ,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.183595431329219,0,0,0,0,0.065191972675553,0,0,0,0,0,0.343297862612362,0,0,0,0.112340228043118,0,0,0,0.0141559901427792,0.0201729437838327,0,-0.0084179358111852,0,0,0,-0.0633731900936931,0,0,0,0,0,0,0,0,0,0,0,0.00671357570140782,0,0,0,0,0,0,0,0,0,0,0,0,0.00410785418754617,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0722945227388708,0,0,0,0,0,0.523038274936001,0,0,0,0.0548857490688771,0,0.038371217400036,0,0.0380353092251753,0,0.00241573839935238,0,0,0,0,0,0,0,0,0.00218477194717638,0.0118681219751511,0,0,0,0,4.33680868994202e-19,0,0.0115474922208245,0.0106340287158669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128379463230053,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0153949212207056,0,0,0,0,0,0.0390777693967865,0.374138278833843,0,0.0220165879321178,0.0490745202818021,0,0,0,0,0,0,0,0,0,0,0.0185641644157554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157264057446638,-0.0136076958927483,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400360001134161,0.0359250088097214,0,0,0.0983100859901523,-0.0626424096719203,-0.0133754051870382,0.11404689504735,0,0,0,0,0,0,-0.00571988086017187,0,0,0.0226533033908623,0,0,0,0,-0.101093200050774,0,0,0,0,0,0,0,0,0,0,-0.0587307565077499,0,0.256479554398487,0,0,0,-0.00862667260559877,0,0,0,0,0,0
X002415.SZ,0,0.0656038833193378,0,0,0,0,0,0,0,0,0,0,0,0,0.0261985401647605,0,0,0.0528483945598411,0,-0.0356784132427195,0,0.0506288597300988,0,0,0.59241165517962,0,0.0145312464350766,0,0,0,0,0,0.0539660928181873,0,0,0,0,0,0,-0.00390513694731031,0,0,0,0,0,0,0,0,0,0,0,0.0315595259987878,-0.0529691369265617,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0497550858043245,0,0,0,0,0,0,0,0,0,0,0.174670358953254,0,0,0.0168497224430719,-0.00199066869910649,0,0,0,0,0,0,0,0,0,0,0,-0.0479871491021329,-0.00401960108412693,0,0,0.0952308681102755,0,0,0,0,0,0.0487197237414658,0,0,0,-0.0340234282361398,0,0,0.0350390147714131,0,0,0.013544023720099,0.00554231286210265,0,0,0,0,0,0
X002475.SZ,0,0.184834905749427,0,0,0,0,0,-0.0454345054759718,0,0,0,0,0,0,0,0,0.0839627818686083,0,-0.096578423063352,0.0309586896691209,0,0,0.0224906484501375,0,0,0,0,0,0,0,0,0.127137260738474,0,0,0.181272261940878,0,0,0.331558311397644,0,0.0658260908413133,0,0,0,-0.0345475748814553,0,0,0,0,0,0,0,0,0.00801290166167209,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0118808693260135,0,0,0,0.0930627840173614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711855929512275,0,0,-0.0897108527726045,0,0.112119098979179,0.0949807272937531,0,0,0,0,0.034904671321785,8.67361737988404e-19,0,0,0.228027129024412,0.0223534935302374,0,0,0,0,0,0.0614560198413219,0,0,0,0,0,0,0
X002304.SZ,0,0.155829418561378,0.0678128636325885,0.0206566736127614,0,0,0,0.0851224993761809,0,0,0.029914200185633,0,0,0,0,0,0,0,0,0,0.16569818438258,0,0.0183516444347364,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0425753329040183,0,0,0,0.0127195477003396,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607677762595405,0,0,0,0,0,0,0,0,0,0,0,0,0.0380636705645121,0,0,0.0397734936961322,0.0304131881896111,0,0,0.0202877622763436,0,0,0.101361593941063,0,0,0.117825828318877,0,0,0.0427133421077509,0,0,0,0,0.00633204262410654,0,0,0,0,0,0
