,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000063.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X600884.SH,X000157.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600563.SH,X600584.SH,X601799.SH,X600779.SH,X002414.SZ,X000977.SZ,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.373430359075421,0,0,0,0,0,0.0357860060134822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192981881102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590408265874958,0,0,0,0,0,-0.0173954857027291,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.184517444702573,0,0,0,0.149953694542437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107090218181089,0.089443100093148,0,0,0,0,0,0,0,0,0,0,0.0198929291402686,0,0.0423515197839003,0,0,0,0,0,0,0,0.0408648908549208,0,0,0,0,0,0,-0.00181419292431777,0.00944464239817526,0,0,0,0.00288057447937271,0,0
X002415.SZ,0,0,0,0.0437741480955844,0,0.0765608351714378,0,0.0964058211909806,0,0,0,0,0,0.0773179594224121,0,0.162348869790508,0,0,0,0,0,0,0,-0.0365086499984371,-0.034923936660283,0,0,0,0,-0.0286689804021105,0.00456656919914286,0,0,0,0.0352316586419761,0,0,0,0,0,0,0,0,0,0,0,0,0.192513657522984,0,0,0,1.75207184892247e-05,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.355725569364547,0,0,0.205104978423862,0,0,0,0,0,0,0,0,0,0,0,0.0400541038461112,-0.264080170091869,0,0,0,-0.121416357860538,0,0,0,0,0,0,0,0,0,0,0,0.0651385167962251,0,0,0,0.101923546542732,0,0,0,0,0,0,0.016238379625706,0,0,0.0175524732822478,0.0130142746150302,0,0,0,0,0,0,0
X000568.SZ,0.183223774752096,0.25875505388358,0,0.0671731010550886,0,0,0,0,0,0,0,0,0,0.0032506292644016,-0.0347084563978811,0,0,0,0,0,0,0,0,0.203523866975256,0,0,0,0,0,0,0,0,0,0,0.0827003421238547,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0470446986775754,0,0.0134149792207298,0.0279667477199608,0,0,0,0.0361457428894286,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.312935056032278,0,0,0,0,0,0.225867525006577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00469814167079697,-0.0388969171626553,0,0,0,0,0,0
X600276.SH,0.0511772979526283,0,0,0,0,0,0,0,0.276804788033709,0,0,0,0,0,0,0,0,0,0,0,0,0.0239255393724255,0.211828346022203,0,0.0119747852768605,0,0,0,-0.0340205523784569,0,0.021182710449935,0,0,0,0.043630562229943,-0.0664025169124472,0,0,0,0,0.124331105287613,0,0,0,0,0,0,0,0,0,0,0,-0.0403796783422238,0,0,0,-0.0607305467884546,0,0
X002304.SZ,0.032750834359907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535127007357272,0,0,0,0,0,0,0,0.233353752737966,0,0,0,0,0,0,0,0,0.0501844161926569,0,0,0,0,0,0,0,0,0,0,0,0,0.252453757577703,0,0.0776281908835797,0,0,0,-0.0262572392500958,0.0359713410067669,0,0,0,4.33680868994202e-19,0,0
X600690.SH,0,0.150721450346648,0,0,0,0,0,0,0,0,0,0,0,0,0.201079644598231,0,0,0,0,0,0.0693159641841183,0,0.0981687391559086,0.0253433134334503,0,0,0,0,0,0,0,0,0,0.139032271677668,0,0,0,0,0,0,0.0477493501848443,0,0,0,0,0.0755311936369281,0,0,0,0,0,-0.000980256430230086,0,0,0,0,0,0,0
X600104.SH,0.0148023065725614,0,0,0,0,0,0,0,0.0123300009660555,0,0,0,0,0,0,0,0,0.0986845574586042,0,0,0.090482116972959,0,0,0,0,0,0,0.129404935675618,0,0,0,0.233605157992056,0,0,0,0,0,0,0,0.0324030513856812,0,0,0,0,0,0,0,0,0,0,0,0,0.00603002760462249,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.037368527579857,0,0,0,0,0,0,0.123177509693244,0.129613063279497,0,0.217998718868565,0,0,0,0,0,0.0134459920886214,0,0,0,0,0,0,0,0.150503350252322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0113605955001897,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.017194980475865,0,0,0,0,0,0,0,0,0,0,0,0,0.0980482554068012,0,0,0,0,0,0,0.105261140176752,0,0,0,0.35586276585137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344867053267801,0,0,0,0,-0.00229159188255158,0.0151990741109755,0,0,0,0.0345234354230967,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364882391276538,0,0,0,0,0,0,0,0,0,0.231968554744494,0,0.564607384621185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182403035529624,0,0,0,0,0,0,0,0,0,-0.0152917276232378,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0930155358184071,0,0,0,0,0,0,0.0358581949644683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340797946925499,0,0,0,0.117357494127243,0,0,0.0428448764593987,0,0.382769955615895,0.154859569382802,0,0,0,0,0,0.164047897491051,0,0,0,0,-0.111595820021781,0,0,0,0,-0.00965581520136257,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0271620312481023,0,0,0,0.0024169717439925,0,0,0.152592665845201,0,0,0.0226360708952669,0,0.164869448978052,0,0.0474112488027651,0,0,0,0,-3.46944695195361e-18,0.096761092537403,0,0.0131515366145651,0,0,0,0,0,0,0,0.0916251609816666,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430239751515311,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255125125766455,0,0,0,0,0.0502816258674181,0,0,0.00864527658939899,0,0,0,0,0,0,0,-0.0897192303540266,0,0,0,0,-0.1474283142107,0.320860671041113,0,0,0,0,0,0,0.169754353045604,0,0,0.2814573938536,0,0,0,-0.0837106737738564,0.0017594341858433,0,0,0,0,0,0,0
X002129.SZ,0.317684968776958,0,0,0,0,0,0,0,0,0,0,0,0.108707004950247,0,0,0,0,0,0,0,0,0,0,0.0134142894620617,0,0,0.0376478364270522,0,0.0201157922505676,0,0,0,0,0.0401143366348198,0,0,0,0.098726407480951,0,0,0,0,0.0561869891194966,0,0,0,0,0.0930140499385017,0,0,0,0,0,0,0,0,-0.0166947981356246,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154162951845635,0,0.0477961013293471,0.0983744753658175,0,0,0,0,0,0,0,0,0,-0.00916004691526302,0,0,0,0,0,0,0,0,0.0990953946389911,0,0,0,0,0,0,0,0,-0.008546893957247,0,0,0,0,-0.0318938160448529,0,0
X002241.SZ,0,0,0,0,0,0.664652916717422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352694391964665,0,0,0,0,0,0,0,0,0.206284798396488,0,0,0,0,0,0,-0.0430566490686873,0,0,0,0,0,0,0.0860988974553363,0,0.0187419544735496,0,0,0.0165571216713622,0,0,0,0.012093941596729,0,0
