,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X002371.SZ,X600183.SH,X002007.SZ,X000596.SZ,X300003.SZ,X300014.SZ,X600741.SH,X002241.SZ,X000100.SZ,X300142.SZ,X000977.SZ,X300124.SZ,X601877.SH,X002236.SZ,X000157.SZ,X002129.SZ,X000625.SZ,X002463.SZ,X000800.SZ,X002456.SZ,X600584.SH,X300136.SZ,X002179.SZ,X600118.SH,X002414.SZ,X002049.SZ,X600498.SH,X002185.SZ,X002223.SZ,X000066.SZ,X600522.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.251918038822412,0,0,0,0,0,0,0,0,0,0,0,0.0855784536710253,0,0,0,0,0,0,0,0.00747270958320765,0,0,0,0,0,0,0,0,0.0156999323083788,0,0,0,0,0,0,0,0,0,0,0.101047913191457,0,0,0,0,0,0,0,0,0,0,0.00914836951577392,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00203279681395682,0.0730955282475996,0,0,0,0,0,0,0.527069217230395,0,0,0,0,0,0,0,0.118790255640245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238432559072819,0.0181856362463915,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0276157122709618,0,0,0,0.155366262002899,0,0,0,0,0,0.0486825345575629,0.0144335899279239,0.0131443262645442,0,0,0,0.0683324043613503,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780277290734495,0.00622854769992951,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.115572416347477,0,0,0,0,0,0,0,0,0,0.275240017447753,0.104006248416696,0,0,0,0,0,0,0.0257734355284603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000813754066815583,0,0,0,0,0,0,0,0,0.00366013409756759,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0116118422502465,0,0,0,0,0,0,0,0.067222025257507,0.0466596311116813,0,0,0,0,0,0,0,0,0.0111416291731189,0,0,0.0285470770366887,0,0,0,0,0,0,0,0.135620145799949,0,0,0,0.0534593367864689,0,0,0,0,0,0,0.0327993122079027,0,0,0,0,0,0.0222994537778417,0.0274553274481026,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462622884560062,0,0,0,0,0.214100116594293,0,0.281805974119008,0.00477518075852804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979555076661589,0,0,0,0,0,0.0430405161847909,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283710656244214,0,0,0.0326988153802374,0,0,0,0.0128020476008624,0,0,0,0,0,0.273278792609677,0,0.0222057639981737,0,0,0,0,0,0,0,0,0,0,0,0.0962920871689999,0,0,0.0256941616645097,0.0263950343375314,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.137840133363387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147164563977909,0,0,0,0.0640996277703409,0,0,0,0,0,0,0,0,0,0,0.13401013355756,0,0,0,0,0,0,0.0232273024736719,0.0444983223013497,0,0.170734175647286,0,0,0,0,0,0,0.0204199208398233,0.0321291405122123,0,0,0,0,0,0
X600031.SH,0,0.0027368730519914,0,0,0,0.0337702885344595,0,0,0,0,0,0,0,0.113228623311859,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0699023359350463,0,0,0,0,0,0,0,0,0.557865053949939,0,0.00721240082499926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101854113439031,0.0169102179464532,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.195132168369252,0.0408413283339306,0.089644096682805,0,0,0,0,0,0,0,0.0117054260936226,0,0,0,0,0,0,0,0,0,0,0,0.017625907881678,0,0,0,0,0,0,0,0,0,0.00297802349867681,-0.00258934567505797,0,0,0,0,0.0177895183622466,4.33680868994202e-19,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0262783076916248,0,0,0,0,0.123056301389562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012479586243817,0,0,0,0,0,0,0,0,0,0,0.1642489713869,0,0,0,0.00173812136819635,-0.012778578877237,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0127513982068527,0,0.0451926142607714,0,0,0,0,0,0,0,0,0,0,0.0363057483444646,0.537080181888419,0.0830684258678952,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.045296890681101,0,0,0,0,0,0,0,0,0,0.000961183848556906,-0.00454686076746235,0,0,0,0,0,0
X000661.SZ,0,0.163713784043847,0,0,0,0,0.13509213244894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18016778800025,0,0,0,0,0,0.0804370231979142,0,0,0,0,0.159196862023135,0,0.0183891354079957,0,0,0,0,0,0,0.0769063223073557,0,0,0,0,0,0,0,0,0,0.00724531495272714,0,0,0,0,0,0,0
X000568.SZ,0,0.469670176857101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366436771257733,0,0,0,0,0,0,0,0,0,0,-0.0430438300273468,0,0,0,0,0,0,0,0.0698959842213599,0.0268299265285612,0,0,0,0,0,0,0.00986140725807186,0,0,0,0,0,0,0,-0.00934423390089493,-0.00622456163039972,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189863099021808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589367811206523,0.0257529570815742,0.0184770213996727,0,0,0,0,0,0,0,0,0.106435382248678,0,0,0,0,0,0.030996925032781,0.115572384414264,0,0,0.0189415741513503,0,0,0,0,0,0,0
X600690.SH,0,0.170717331958084,0,0.242944896770448,0,0,0,0,0,0,0,0,0,0,0.052194324905703,0,0,0,0,0,0,0,0,0.0386379757182991,0,0,0,0.0783404622148206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478099124559804,0,0,-0.028033413153543,0,0,0,0,0.00166972567557482,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674526842304522,0,0,0,0,0.0305171497496715,0,0,0.036554848700438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739222530325896,0,0,0,0,0,0.0193437367497755,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109025243090759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689780334324644,0,0,0,0,0,0,0.028540723665864,-0.0149786451196783,0,0,0,0,-0.010760125860439,0.00288194106842296,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.033172052609377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291470434192367,0,0,0,0,0.0593104235956629,0.130769041616908,0,0,0,0,0,0.230955935860907,0,0,0,0,-0.0806111743191967,0.0476873091199522,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0.0248323516973716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079143753600812,0,0,0,0,0,0,0,0,0.501050387766994,0,0,0.204177924309746,0,0,0.0574667481531446,0,0.0330006629259813,0,0,0,0,0,0,0,0.0163775370549797,0.00560615633124882,0,0,0,0,0,0
X002007.SZ,0,0,0.395703074892137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105363845586892,0.0357434742953221,0,0,0,0,0,0,0,0.019795672655391,0.150987018243558,0,0,0,0,0,0,0,0,0.00398642641167902,0,0,0,0.030748671789555,0,0,0,0,0.302758316660855,0,0,0,0.0877522761629398,-0.0281291778889767,-0.037970878750662,0,0,0,0,0,0
X000596.SZ,0,0.310646326759951,0,0,0,0.0151942207603873,0,0,0,0,0,0,0,0.19675319393949,0,0,0,0,0,0,0,0,0,0.134208286404042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022332355218148,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0274173523444995,0,0,0,0,0,0,0.139054810939109,0,0,0,0,0,0,0.113473775555961,0,0,0,0,0.0757087249143838,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00232368232045021,0,0,0,0,0.173796331033055,0,0,0,0,0.0916528357070739,0,0,0,0,0.0130365230678404,0.00572592901534059,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888261621338766,0,0,0,0,0,0,0.297765640403535,0,0,0,0,0,0,0,0,0.221089881048653,0,0,0,0,0,0,0.126948823412775,0,0.0800312384455217,0,0,0,0,0,0,0,0.00322507617033138,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.240908015638863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976716831389785,0,0.0804521276746164,0,0,0,0.0265703087279062,0,0,0,0.369800575153887,0,0,0.00747183460148038,0,0,0,0,0,0,0,0,0,0.0105195326101856,0,0,0,0,0,0,-0.0148111784745844,-0.0228297657910536,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.106342307651367,0,0,0,0,0,0,0,0,0,0,0,0,0.0329836893761273,0,0,0,0,0.200508760236952,0,0,0.0773086403290365,0,0,0,0,0,0,0,0,0,0,0,0.111583816665123,0.251793690559519,0,0.0194463969172416,0,0,0,0,0,0,0,0,0,0.00186708253193558,-0.00355337839741708,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.381246922076273,0,0,0,0,0,0.0256524673061739,0.0597045364045879,0,0,0,0,0.0764305636727468,0,0.0759400164774953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260449415228374,0.00484521473371376,0,0,0.162950167214318,0,0,0,0,0,0.017447974946093,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.0151752165366506,0,0,0,0,0.360189648142769,0,0,0,0.0542261502964881,0,0,0,0,0,0,0.0294191267783712,0,0,0,0,0,0,0,0,0.148824366104871,0,0,0,0,0,0.00872166254607082,0,4.33680868994202e-19,0,0,0,0,0,0,0.0780956348412332,0,0,0,0,0,0,-0.0130195667283056,-0.0082477006403391,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0.110629430700661,0,0,0,0,0,0,0,0,0,0,0,0.119182666331188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106266416701867,0,0,0,0,0,0,0,0,0.25861603628926,0,0,0,0.012021311131448,0.0310002715406121,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184740458938707,0,0.00733759919993905,0,0.0645393842907462,0,0,0,0,0,0,0,0,0,0.00636441523274343,0,0,0,0,0,0,0.100928395788812,0.0510641141119657,0,0,0,0,0,0.0229935454644089,-0.00218808545256073,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.154697629998609,0,0.117650372227189,0,0,0,0,0,0,0,0,0.0375109596759745,0,0,0.0373205830134858,0,0,0,0,0,0.193834988148563,0,0,0,0,0,0,0,0,0.10316899644428,0,0,0,0,-0.0234829989207701,0,0,0,0,0.0139613751528237,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0.252091715131438,0,0,0.175250627722961,0,0,0,0,0,0,0,0,0.112047483344161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224997621009719,0,0,0,-0.0104379566514918,-0.0199645521597757,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.202501020491282,0,0,0,0,0,0.11750380696656,0,0,0,0,0,0,0,0,0,0,0.0387913122975459,0,0,0,0,0,0,0,0,0.160718492328189,0,0,0,0,0,0,0,0,0.0437517411382747,0,0,0,0,0.0420792340504612,0,0,0.0245874601589114,0.01749767797014,0,0,0,0,0,0
