,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X600487.SH,X002008.SZ,X601877.SH,X300136.SZ,X000100.SZ,X600066.SH,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600271.SH,X600867.SH,X600498.SH,X600089.SH,X002294.SZ,X002085.SZ,X600699.SH,X000981.SZ,X000157.SZ,X600177.SH,X000050.SZ,X000596.SZ,X300142.SZ,X600584.SH,X002179.SZ,X600566.SH,X600118.SH,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0572916365686992,0,0,0,0.114893265211712,0,0,0,0,0,0,0,0,0,0,0.209335885025993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233658249947742,0.018152386222585,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.281297465985374,0.01964383642007,0,-4.33680868994202e-19,0,0.0383840607030872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970307670361375,0,0,0,0,0,0,-0.125848526679141,0,0,0,0,0,0,0,0.00123157926402975,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633307540873129,0,0,0,0,0,0,0.213859000474745,0,0,0,0,0.0379012233123633,0,0,0,0,0,0,0,0,0,0,0.0043767672092367,0,0,0,0.0275689874902005,0.0519647359595043,0,0,0.000264945278271062,0,0,0,0,0,0
X000651.SZ,0,0.238695325879582,-0.048726661893147,0,0.155657382066591,0,0,0.0496620964726306,0,0,0,0,0.0687977650336304,0,0.0848552763641322,0.0366390043441529,0,0,0.16182632093995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044568071273528,0,0,0,0,0,0,0,0.00902012804851936,0,-0.00623878668843399,0,0,0,0,0,0,0
X000858.SZ,0.0966742968130723,0,0,0,0,0,0,0.136472877039593,0,0,0,0.289339102089408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256943457081854,0,0,0,0,0,0,0,0,0,0.0406230599939775,0,0,0,0.0107558667042187,0.0118460207179746,0,0,0,0,0,0,0,0,0,-0.00297790596293852,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0712843078959126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795357418449599,0.284322153013765,0,0,0,0,0,0,0,0,0,0.0750554507965697,0,0,0,0,0,0,0,0.181479532274378,0,0,0,0,0,0,0,0,0,0,0.0306577199106413,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.19816240392744,0,0,0,0,0.149858853377371,0,0,0,0,0,0,-0.121187161074883,0,0,0,0.049014628410344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717925410957673,0,-0.026274406158188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232560019943782,0.0299197208308313,0,0,0,0,0,0
X002304.SZ,0.178470658042057,0,0,0,0.275713194033084,0,0,0,0,0,0.113988672258299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316595190375869,0,0,0,0,1.73472347597681e-18,0,0.0499067491365676,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.303772262566331,0,-0.108956509927597,0,0,0,0,-0.0740162612689201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112394975238558,0,0,0,0,0,0,0,0,0,0,0.158335891870676,0,0,0,0,0,0,0,0.0180861317677237,0,0,0,0,0,0
X600690.SH,0,0,0.0833826842036809,0,0,0,0,0.013376006005652,-0.0231354404630088,0,0.0300923283266918,0,0.0801487575881068,0,0.0832269350490597,0,0,0.0262491161150839,0,0,0,0,0,0.095760028327867,0,0,0.233977827413893,0,0,0.0674448864372242,0,-0.0604390664559363,0,0,0,0,0,0,0,0,0,0,0,0,-0.1838574523871,0,0,0,0,0,0,0.04845230922374,-0.0200336493900275,0,0,0,0,0,0
