,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X002456.SZ,X600867.SH,X300124.SZ,X600809.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X300142.SZ,X002241.SZ,X000596.SZ,X000661.SZ,X300136.SZ,X002180.SZ,X000050.SZ,X002508.SZ,X002007.SZ,X600522.SH,X000157.SZ,X002049.SZ,X002179.SZ,X600498.SH,X000977.SZ,X002038.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0532337159545573,0.404123650601809,0,0,0,0,0,0,0.0359792140970371,0,0.010737309460419,0,0,0,0,0,0.0144307131530861,0,0,0,0,0.0325332233336234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213244254308448,0,0,0,0,0,0,0,0.0402410366729013,0,0,0,0,0,0,0.00735724040833223,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.136921356059406,0.154794626259083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564162443178542,0,0,0,0.0561417747254955,0,0,0,0,0,0,0,0,0,0.0549096403981564,-0.0510118686310416,0,0,0,0,0,0,-0.0421401468161278,-0.0272883957639777,0,0,0,0,0,-0.045897251392669,-0.0757677461886855,0,0,0,0,0,0
X002415.SZ,0.107347002010728,0,0,0,0.018852380030301,0,0,0,0,0,0,0,0,0,0.197952182142272,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.175583966285484,0,0,0.0847791843540761,0,0.080405660532936,0.0990245958258358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885581033770412,0,0,0,0,0,0
X000858.SZ,0.223041416195667,0,0.0114844253232794,0,0.119586654463148,0,0,0,0,0.0465486965648249,0.437046688938392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186265048610708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114840403686464,-0.00412752996641403,0,0,0,0,0,0
X000651.SZ,0,0,0,0.189052123545135,0,0,0,0,0,0.57707743598903,0,0.09450890525174,0,0,0.0861364449136135,0,0,0,0,0,0,0.00811629001888187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012870879237366,0.077781134168935,0,0,0,0,0,0,0,-0.128874644568013,0,0,0,0,0.0401387070740598,0.0769138187570537,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0820570400547374,0,0,0,0.0908766633256773,0,0,0,0.049396377595681,0.190985504368519,0,0,0,0,0,0,0,0,0,0,-0.0822084839386404,0,0,0,0,0,0,0,0,0.0463091414658435,0,0,0,0,0,0.146303549131912,0,0.0526888600592476,0,0,0,0,0,0,0,-0.0101938087866674,0,0,0,0,0,0,0
X002304.SZ,0,0,0.168372823823944,0,0,0,0,0,0,0,0.0169773023054967,0,0.0275760062368015,0,0,0,0,0,0,0,0,0,0.0117186140954265,0.111488559543402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699288034379433,0,0,0,0,0,0,0,0,0,0,0,0.0265641303544447,-0.0174569009194165,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.102037096565259,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0345100597150172,0,0,0,0,0.0683036405319143,0,0,0,0,0,0.0863362089797765,0,0.0621177209686671,0,0,0,0,0,0.0963199793924334,0,0,0.108038565532957,-0.104647584571295,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00320605098487677,0.0280139275256411,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0500113865097736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211521921580147,0,0,0,0,0.0779453180607419,0,0,0.0551667516974762,0,0,0,0,0,0.00777643335358558,0.0213366229301076,0.153973798001792,0,0,0,0,0.0341126658259721,0,0.0105205640447404,0,0,0,0,0,0.0356879085988815,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.43564267295003,0.0301319326985388,0,0.0808024171499995,0,0,0,0,0,0.00661790850379049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616367703715798,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101407459072877,0,0,0,0,0,0
