,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X000157.SZ,X600460.SH,X002074.SZ,X000799.SZ,X002414.SZ,X600702.SH,X002007.SZ,X600741.SH,X600584.SH,X600183.SH,X002236.SZ,X601799.SH,X600089.SH,X600779.SH,X300146.SZ,X000800.SZ,X000066.SZ,X000977.SZ,X300003.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0864645979107291,0,0,0,0.0605016894891867,0,0.175783294264636,0.0440757133024118,0.0283029924625061,0.132104367306099,0,0,0,0,0,0,0,0,0,0.0293706093423902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384047198860945,0,0,0,0,0,0,0,0.0650449130986008,0,0,0,0,0,0,0,0.0154098905848155,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0574302962157392,0,0,0.330205363706066,0.00353115052296243,0.0121497007768935,0,0,0,0.0322302564005234,0,0,0,0,0,0,0,0,0,0,0,0.166511111574028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345482129074173,0,0.165307392326914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.173589571593132,0,0,0.18773390662331,0,0,0,0,0,0,0.0148787735639336,0,0.0892158616203932,0,0,0.0810010676139857,0,0,0,0.0482293591129261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.101211409165365,0,0,0,0,0,0,0.229949106902206,0.0958484490609121,0,0,0.0840434610996364,0,-0.0679547752820287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383418375599904,0,0.0310502563500699,0,0,-0.0616641432099156,0,0,0,0,0.100675415555157,0,0,0,0,0,0,0,-0.0151469216455573,0,0,0,0,0,0,0
X600276.SH,0,0.10161268080174,0,0,0,-0.117024523887,0,0,0,0,0.067392198052252,0.126845611483387,0,0,0,0,0,0,0,0,0,0,0.0357445181265757,0,0,0.143407313090747,0,0,0,0,0.312822822619033,0,0,0,0.079032085306272,0,0,0,0,-0.207076758547131,0,0,-0.0412249375893396,0,0,0,0,0,0,0.024958908986062,0,0.0368571641411328,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0560711319014913,0.124470780627815,0,0,0,0,0,0,0,0,0,0.183267933541051,0,0,0.172258929512802,1.73472347597681e-18,0,0,0.104430132426963,0,0,0,0,0,0,0,0,0,0,0,0,0.0768363262273583,-0.0707066782903801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0208993236888716,0,0,0,0,0.0964813350901529,0,0,0,0.0154776533950886,0,0,0,0,0,0,0,0,0,-0.0467441179779987,0,-0.0157865748544206,0,0,0,0.0746407228043088,0,0.124606715470887,0,0,0,-0.0462596282454104,0,-8.67361737988404e-19,0,0,-0.0531539837507198,0,0,0,0,0,0.0708533016432593,0,0,0,-0.0604562939943305,0,0
X000568.SZ,0,0.206303721564979,0,0.150105303327914,0,0,0,0,0.0709804272607506,0,0,0,0,0,0,0,0,0,-0.0469141614928934,-0.018095469914389,0,0,0,0,0,0,0,0,0,0.135079679122199,0,0,0,0,0,0.061738468571361,0,0,0,0,0,0,0,0.0452066496071518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.254857818953477,0,0,0,0.230577235500323,0,0.0168408353201477,0,0,0,0,0,0.0879952499923547,0.111894209564678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127398975579829,0,0,0,0,0,0,0,0,0,0.103153680891854,0.147844909871265,0,0,0,-0.0508770209159853,0,0,0,0,0,0,0
X600031.SH,0,0.0958114562927422,0,0,0.0780193086778005,0,0,0,0,0,0,0.0490603504710545,0,0,0,0,0.111327398181977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226474456294404,0,0,0,0.0412310422713054,0.06296356760295,0,0.0424833301652064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288387771189186,0,0,0,0,0.0197376190914331,0,0
