,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600741.SH,X300142.SZ,X000100.SZ,X002074.SZ,X600089.SH,X600460.SH,X002180.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X002007.SZ,X002414.SZ,X601799.SH,X600779.SH,X600183.SH,X002008.SZ,X600584.SH,X000977.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.650119310721722,0,0,0,0,0,0,0,0,0,0,0,0,0.038402765817947,0,0,0,0,0,0,0,0,0.0339374307280916,0,0,0,0,0,0,0,0.0329703841146368,0,0,0,0,0.0496128751629275,0,0,-0.0112379745459311,0,0,0,0,0,0,0,0,0,0,0,-0.0103584922694218,-0.00336635064210726,0,0,0,0,0,0
X000858.SZ,0.383254530961796,0,0,0.115922740432923,0,0,0,0.053264781173104,0.0577207839598551,0,0,0,0,0,0,0,0,0,0.047342776393262,0,0,0,0,0.0404056965806627,0,0,0,0,0,0,0,0,0,0,0,0,0.0238189878492161,0,0,0,0.0571305216520122,0,0,0,0,0,0,0,0,0,0,0.0179975682108588,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.106120256070262,0,0,0.237205586419736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010889991817655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455333682482744,0,0,0,0,0,0,-0.0553432429514298,0,-0.00296531207757662,0,0,0,0,0,0,0
X600809.SH,0,0.321819104787211,0,0,0,-0.059022272303953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178028701519162,0,0,0.0504187380453397,0,0,0,0,0,0.0456411829034204,0,0,0.0874208902040335,0,0,0,0,0,0.00787744880538738,0,0,0,0,0,0,0,0,-0.000180465426934924,-0.0209553573491007,0,0,0,0,0,0
X000568.SZ,0.178812232133097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425534243980896,0,0,0,0.209356523767725,0,-0.100206538524301,0,0,0,0,0,0,0,0,0,0,0,0,-0.191107866674749,0,0,0,0,0,0,-0.0873078811655954,0,0.023179157318706,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0692190634911386,0,0,0,0,0,0,0,0.266684934676368,0.1184577698112,0,0.0214862935666019,0,0,-0.0429664660622344,0,0,0,0,0,0,0,0.0192235910137735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120508085804551,0,-0.0240552015983463,-0.0114067499843749,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0673576083452543,0,0.18390021113955,0,0,0,-0.0547497149817007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107801019883305,0.0753153892161363,0,0.0412450443579674,0,0,0,0,0,0,0,-0.050134781503227,0,0,0,0.210419086238398,0,0,0,0,-0.036760941445201,0,0,0.087434903459656,0,-0.0341484075180053,0,0,0,0,-0.0148459153790634,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.155726902084653,0,0.20237622204381,0,0.327859690202428,0,0,0,0,0,0,0,0,-0.0401735748167036,0,0.0413750099363528,0,0,0,0,0,0.0384464831690284,0.15384035369873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324626433223751,0,0,0,0.0119352800596027,0,0
X002304.SZ,0,0,0,0,0,0,0,0.172990331578965,0,0,0,-0.0425380148830207,0,0,0.14074459735895,0,0,0.029111998241743,0,0,0,0.0359820546423367,0.0423571623005761,0.131498374729477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982926370730165,0,0,0,0,0,0,0,0,0,-0.107774419390763,0,0.0216607340871981,-2.16840434497101e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0652347080977593,0,0,0,0,0,0,0,0.0976762030002706,0,0,0.113025305209094,0,-0.014888923856273,0,0,0.116633831841579,0,0,0,0,0,0,0,0,-0.0736410584762537,0,0.018825649883859,0,0.037859371599343,0,0,0,0,0,0,0,0,-0.0174976049446273,0,0,0,0,0,0,0,0,0,0.00540064100639161,0,0,0,0,0,0
