,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X000977.SZ,X600702.SH,X002241.SZ,X002180.SZ,X601877.SH,X000157.SZ,X600741.SH,X300142.SZ,X600522.SH,X002074.SZ,X600584.SH,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.278845543648239,0,0,0,0.0246834955794139,0,0,0,0,0.00716638018088595,0,0,0,0,0,0.100248021658873,0,0.0605432010281891,0,0.0261913173006097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025986600758317,0,0,0,0,-0.0100728082305859,0.0103510166916966,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0996571353729599,0,0.0817750183561947,0,0.167709356494921,0,0,0,0,0,0,0,0,0.107941976795922,0.0190048358514436,0,0,0,0,0,0,0,0,0.027179427262239,0,0,0,-0.00400136576163101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290920642959719,0,0,0,0,-0.0361079385030639,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0643757867018694,0,0,0,0,0.0810838611834558,0,0.0146140399140958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216205195199232,0,0,0,0,0,0,0.274237141731283,0.0448390733385104,0,0,0.0571310909371196,0,0,0,0,0,0,0.0972619446149037,0,0,0,0,0.00586595597797443,0,-1.0842021724855e-19,-0.0368546776725217,0,0,0,0,0,0
X000568.SZ,0,0.480462941355604,0,0,0,0,0,0.116488995738728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621279742109356,0,0,0,0,0,0,0,0,0,0,0,-0.010470078419753,0,0,0,0,0,0,0,0.0576865259617088,0,0,0,0,-0.0179738947017834,-0.0686092724847762,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.105318194541338,0,0,0,0,0,0,0,0,0,0.0127379592824626,0,0,0,0,0,0,0.178113749512193,0,0,0,0,0,-0.0357791548236779,0.0882287431830837,0,0.0727027469251076,0,0,0,0,0,0,0.0191304040768435,0,0,0.0399640925537372,0.0351285106781792,0,0.00438321402217456,0.148159710769745,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.479477943370388,0,0,0,0,0,0.104476413135099,0,0,-0.0627958077642514,0,0,0,0,0,0.114446424566396,0,0,0,0,0,-0.0314996177933473,0,0,0,0.00700446328556082,0,0,0.0207316545188849,-0.0357257643732329,0,0,0.13892367654255,0,0,0,0,0.0431583349616319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269300365326504,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.098559732774245,0,0,0,0,0,0,0,0,0,0,-0.00732057831967471,0.0618228325729573,0,0,0,0,0,0.0455538473148246,0,0,0,0.0426377531097702,0,0,0,0,0,0,0,0.00786554424912991,0,0.0270231460223582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.181483901763505,0,0.144500327782751,0,0,0,0,0.118574697430859,0,0,-0.0726939634049607,0,0,0,0,0,0,0,-0.00707865372724435,0,0,0,0,0,0,-0.0542223418049666,-0.113409313733173,0,0.0356531621503985,0.0125133365728102,0,0,0,0,0,0,0,0,0,0.0371690574704419,0,0,0,0,0,0,0,0,0,0,-0.0383576711593217,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.10403432517932,0,0,0.202497553980171,0,0,0,0,0,0,0.1426001025505,0,0,0,0.196254238690272,0,0,0,0,0,0,0,0,-0.121828666177837,0.00175756401726686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308353229557806,0,0.10044427617558,0.0153858457491691,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187614230307859,0,0,0,0,0,0,0,0,0,0,0.0596134075341265,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0728011015475521,0.128242097986798,0,0,0,0.115654257049226,-0.157832742153389,0,0,0,0,0.0252469599806639,0.0188858664216883,0,0,0,0,0,0
