,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X002049.SZ,X600372.SH,X000568.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X000066.SZ,X600498.SH,X601877.SH,X002456.SZ,X000869.SZ,X002508.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.206433796366574,0,0.205742029579813,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.034728909464335,0,0,0,0,0.0350687903588782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392683018747017,0,0,0.197651123679697,0,0,0,0,-0.0170194018151627,-0.0115580036488056,0,0,0,0,0,0
X600104.SH,0,0,0.232275544512844,0.00705224202676509,0,0,0,0,0,0,0,0.0137166440950045,0,0,0.3399404268499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572538770373939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.205282530086428,0,0,0,0,0,0,0,0,0.0371157806041091,0,0,0.00162724831283502,0,0,0,0,0.00842590334647034,0,0.129728481304528,0,0,0,0,0.0107613796874467,0,0,0,0,0,0,0,0.209035170123467,0,0,0,0.0783822715334293,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.258698128874977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103320903107888,0.161268568861344,0,0,0,0,0,0.0498564874721422,0,0,0,0,0,0.0365163742146369,0.0137828265108225,0,0,0,0,0,0
X002304.SZ,0,0,0.136601818718747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206946311929767,0,0,0.0384689361437139,0,0,0,0,0,0,0.0477224153057644,0,0,0,0,0,0,0.176806022864498,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907436881311242,0,0,0,0,0.066186058201971,0,0,0.0433522013042578,0,0,0.0120258710808401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211386355265983,0.245202424054005,0,0,0,0,0.0191384883527884,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0179127905447261,0.0822601565732456,0,0.0154603350149064,0,0,0,0,0,0,0,0.0803251263859906,0,0,0,0,0,0,0.0274755036465884,0,0,0.012027813275611,0,0,0.103810161415649,0,0,0,0,0.0172870042372885,0.00664322065337264,0,0,0.00784820159770976,0,0,0,0.00157095084400377,0.0199173428065685,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.192068048099012,0,0,0,0,0,0,0,0.033950777657949,0.0348199497278941,0,0,0.128048269111595,0,0,0,0,0,0,0.154324935737821,0,0.111380831599548,0,0,0,0,0,0,0,0,0.0936642588868528,0,0.0377187392858313,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0342873618413388,0,0,0,0,0,0,0,0,0,0,0,0.0434355261066029,0,0,0,0,0,0,0,0.265306559238149,0,0,0,0,0.0572101495805724,0,0.248211607851554,0,0,0,0,0,0,0,0,0,0,0,0.00165785321142734,0,0,0,0,0,0,0.00887223263158415,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00529273896015518,0,0,0,0,0,0,0,0,0,0.0328818503434457,0,0.315133903817556,0,0,0,0,0,0,0.161020912030164,0,0,0.0950013086606314,0.0376590848341574,0.0124526507631532,0,0,0,0.107762552574541,0,0,0,0,0,0,0,0.0183319898309966,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0137913328841153,0,0,0,0,0,0,0,0,0,0,0,0,0.0981534616464091,0.1565231120136,0,0,0,0,0.0555441659392981,0,0,0,0,0.122244143820732,0,0,0,0,0,0,0,0,-0.0484117084331954,-0.0151014930924665,0,0.0479826198996508,0,0,0,0,0,0,0,0,0,-0.0392010108556141,-0.0876601695324129,0,0,0,0,0,0
