,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600809.SH,X002008.SZ,X600487.SH,X000100.SZ,X002508.SZ,X300136.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X600498.SH,X600699.SH,X600271.SH,X000157.SZ,X600177.SH,X000596.SZ,X002294.SZ,X600118.SH,X000050.SZ,X000559.SZ,X600566.SH,X002179.SZ,X002180.SZ,X600372.SH,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.121305009529348,0,0,0.0314679034768467,0,0,0,0.118048518144898,0,0,0,0,0,0,0,0,0,0,0,0.00594541063417918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828873521893008,0.0350928034706662,0,0,0,0,0,0.0180287634142839,0,0,0,0,-0.00780263667814491,-5.42101086242752e-20,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.101648493498874,0,0,0.36456369937038,0,0,0.0557488949421883,0,-0.0488631689715569,0,0.0154222482606956,0,0,0,0,0,0,0,0.032328675920641,0,0,0.0177934846357065,-0.0100406585440795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104994775485077,0.0138683697308373,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00687420421466265,0,0,0,0.166238590040701,0,0,0.0768508531208676,0,0,0,0,0,0.108400100245967,0,0,0,0,0,0,0,0,0.0396016592985512,0,0,0,0,0,0,0,0,0.0315425354316957,0,0,0,0,0,0,0.0737632191216471,0,0.0330183236965558,0,0,0,0.0299960487047742,0.187467851085145,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.322114133638974,0,0,0.0650845837527402,0,0,0,0,0,0.031310213290653,0,0,0,0,0,-0.00304759757530098,0,0,0.246051164018436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514878135916692,0,0,0,0,0.010583480507072,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.221750128654635,0,0,0,0,0,0,0,0.385904641493056,0,0,0,0,-0.0505474965774355,0,0.014448355734132,0,0,-0.0636790213688336,0,0.113352728673882,0,0.0730127864393341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132096728157163,0.00253197318821705,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.130850419475313,0,-0.000169093269821611,0,0,0,0,0,0,0,0,-0.0687342965080209,-0.0133755980010605,0,0,0,0,0,0.0135066706211863,0,0.020054946765414,0,0,0,0.112906431491766,-0.0795196495685222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039816845410872,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.101345303232883,0,0,0.162315524940374,0,0,0.11622441486076,0,0,0,0,0,0,0,-0.07652286367901,0,0,0,0,-0.0860760066620518,0,0.12933325828551,0,0,0,0,0.0560503034228579,0,0,0,0,0,0.0508469329938456,0,0,0.00337690827336625,0,0,0.0477556989180356,0,0,0,0.100410415472371,0,0,0,-0.0468967789991049,0.0521778035310448,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.208834615067092,0,0,0,0,0,0,0.244124772480495,0,0,0,0,-0.172623052407017,0,0.0110792190959479,0,0,0,0,0,0,0,0,0,-0.0104885395282833,0,0,0,0,0,0,0,0,0,0,0.0518463234355606,0,0,0.0209062456272684,0,0,0,-0.0819359583576388,0,0.121933021054765,0,0,-0.0153511939632696,0.0264977210219772,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0614182909891916,0,0,0.0116839053270258,0,0,0,0,0,0,0.0991002407774519,0,0,0.06337024107777,0,0,0,0,0,0,0,-0.0985917405420347,4.33680868994202e-19,0.0527776652326079,0,0,0,0.0308239290900798,0,0,0,0,0.0359253344809557,0,0,0,0,0,0,0,0.0732420401955039,0,0,0,0,0,0
X600690.SH,0,0,0,0.0354792010608953,0,0,0,0,0,0,0.0272707358886785,0,0.151911201121959,0.276338522313994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128948510101768,0.243764193131748,-0.0662080101696415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0.268486198051865,0,0,0,0.222443893216341,0,0,0,0,0,0,0,0,0,0,0,-0.111721030645055,0,0,0,0,0,0,0,-0.08855999834198,0,0,0,0,0,0,0,0.0580974841254432,0.230301721803083,0,0,0,0,0.0765233192747586,0,0,0,0,0,0,-0.328586269911585,-0.0458819162967895,0,0,0,0.0476330993017219,-0.0208223183578558,0,0,0,0,0,0
