,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X601877.SH,X000977.SZ,X300124.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X600271.SH,X002414.SZ,X002049.SZ,X000066.SZ,X600584.SH,X600522.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.275614637490223,0,0,0,0,0,0,0,0,0,0,0.132587635788325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634321092673781,0,0,0,0.0209971524744728,-0.0104320054914382,0,0,0,0,0,0,0,0,0,0,0,0.0276779510661278,0.00570958323735502,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0708819044525738,0,0.0858125732956426,0,0,0,0.441351003155103,0,0,0,0,0.0502948184341428,0,0,0,0,0.0115245689068862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273990680302799,0,0,0,0,0,0
X600276.SH,0.0440318846616893,0,0,0,0,0,0.0493864031046123,0,0,0,0,0,0,0.117587077802359,0,0,0,0.0546850418919312,0.00504492874187184,0,0,0,0,0,0,0,0.0133489605326966,0,0,0.0900659027312462,0,0.0925697668918129,0,0,0,0,0,0,0.0187977939765685,0,0,0,0,0,0,0,0,0,0,0,0,0.0163567401274015,-0.00443339349195046,0,0,0,0,0,0
X000651.SZ,0,0.230337701917844,0,0,0,0.0305923504414019,0.0187124445715846,0,0.0583293990197079,0,0,0,0,0,0,0.117878937293951,0,0,0,0,0,0,0,0,0,0,0.0523174102082989,0.034079179088183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317474937593134,0,0,0,0,0,0,0.00610826313589769,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0676238762778816,0,0,0,0,0,0,0.0922356804837201,0,0,0,0,0,0,0,0,0,0.0449888995607407,0.0819281902446374,0,0,0.0178947142438316,0,0,0,0,0,0,0,0.103726981192145,0,0,0,0,0,0.0221513042652022,0,0.0273538247275684,0,0,0,0.0339103744404759,0.00550450663629521,0,0,0,0.0219571996240986,0.025799804623136,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160314523673818,0.17774326084808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392664083953513,0,0,0,0,0,0,0,0,0.028066925306869,0,0,0,0,0,0,0
X600104.SH,0,0.139466762707966,0,0,0,0,0,0,0,0,0,0,0,0,0.0520405594406815,0,0,0,0.00746547207222219,0,0,0,0.135700298345412,0,0,0,0,0,0,0,0,0,0,0.101854207828409,0.267967753506494,0.0231336559233819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599636445577882,0.0248577659245839,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0323282709610947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158090456519431,0,0,0,0,0,0.141564757252255,0,0,0,0,0,0,0,0.217171617177039,0,0.0548389308464647,0,0,0.0719444929024634,0.232423224602605,0,0.0887305124278911,0,0,0,0,0,0,0,0,0.0231849662881924,0.0194183789504789,0,0,0,0,0,0
X600031.SH,0,0.0254470391086637,0,0,0,0,0,0,0,0,0,0,0,0.0402240858508885,0,0,0,0,0,0,0,0,0,0,0,0,0.0871099932204708,0,0,0,0,0.530707294670367,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0274203491448642,0.0260741856659945,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0521192037928888,0,0,0,0,0,0,0,0,0,0.00165080096173298,0,0.014309947968068,0,0.0519708035176233,0,0,0,0,0,0,0,0,0.015197632111099,0,0,0,0,0,0,0,0,0,0,0.171849641505432,0,0,0,0,0.0213135453436374,-0.0132154690512258,0,0,0,0,0,0
