,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X600183.SH,X000596.SZ,X300003.SZ,X002007.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000066.SZ,X000100.SZ,X300142.SZ,X002179.SZ,X002463.SZ,X300136.SZ,X002008.SZ,X300124.SZ,X600271.SH,X000625.SZ,X300014.SZ,X600867.SH,X000977.SZ,X002506.SZ,X600177.SH,X600066.SH,X002129.SZ,X600498.SH,X002049.SZ,X002371.SZ,X600584.SH,X002456.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0192791759293232,0,0,0,0,0,0.118813238153781,0,0,0,0.549498201873766,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0106762442193599,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00356195354063153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369955507490805,0,0,0,0,0.011488070634932,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0372646023912342,0,0,0,0.325208095722106,0,0,0,0,0.168762654856931,0,0,0,0,0,0,0,0,0,0,0.0156970630772316,0,0,0,0,0,0,0,0,0,0,0,0.014515641172269,0,0,0,0,0,0,0,0.00602774106457611,0.0261474861945286,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.00637184242925099,0,0,0.0674207275842496,0.0284519496013469,0,0,0.210106473056889,0,0,0,0.114986271290779,0,0.154616441215377,0,0,0,0,0,0,0,0,0,0.0199306436623803,0,0.0392376009202186,0,0,0,0.0217724552492871,0,0,0,-0.0317592847035024,0,0,0.0903592947350418,0,0,0,0,0,0,0,0,0,0,0.0036800229781147,0,0,0,0,0.0284736608525464,0,0
X000651.SZ,0,0,0,0,0.0515357778457516,0,0,0,0,0,0,0,0,0,0,0,0.297217126826468,0,-0.0593699919696806,0,0,0,0,0.0462497346676225,0,0,0,0,0,0,0,-0.0466701977940571,-0.048645286048458,-0.0399197657511275,0.170083966959286,0,0,0,0,0.0172821614763288,0.0984671441697204,0,0,0.0902087648026829,0,0,0,0,0,0,0,-0.0282965825490579,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.107540841070899,0,0,0.022092010726934,0,0,0,0.0815945969575204,0,0,0,-0.0168602514526911,0,0,0,0,0.0699728190521667,0.521193851971539,0,0,0,0,0,0,-0.0322725915181643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061377719775,-0.0256531430643811,0,0,0.0240217775283669,0,0,0,0,-0.0134397104693818,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145589120660385,0,0,0,0,-0.0862462135346216,0,0,0,0.0716969246102754,0,0,0,0,0,0,0,0,0.0571701499259209,0,0,0,0,-0.0429631754083251,0,0,0,0,0.0264954503643844,0,0.050159898135031,0,0.0400348244692765,0,0,0,-0.00829146494391168,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0239370172266118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334808688017365,0,0,0,0,-0.0308454945207056,0,0,0,-0.0174519794348638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558279499074588,0,0,0,1.73472347597681e-18,0,0,0,0,0.124500377588393,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0615396367437568,0,0.0993780199492852,0,0,0,0.0823657289780471,0,0,0,0,0.0362553690797106,0,0,0,0,0,0,0,0,0,0,0,0.0853974379488901,0.184050159218175,0,0,0,0,0,0,0,0,0,0,0,0.0679046781517567,0,0,0.182207055532651,0,0,0.0302539931864496,0,0,0,0,-0.0318119419569988,0,0
X002304.SZ,0,0.300049921226343,0.0962542874656225,0,0,0,0.0723559876833347,0.0404002306963897,0,0.0146662860280879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139253786288441,0,0,0,0,0.057705470395901,0,0,0,0,-0.0149524448697662,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493967799259516,0,0
X000063.SZ,0,0,0,0,0,0,0,0.159145761610683,0,0,0,0,0,0,0,0,0.0867007592129119,0,0.177305573296085,0,0,0,0,0,0,0.0540302085211193,0,0,0,0,0,0,0,0,0,0.0137052223033792,0,0.00782199743538176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979741523038324,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311201027927731,0.0239795694049758,0,0,0,0,0,0.0721455464286836,0,0,0,0,0,0,0.0422162267612903,0,0,0,0,0,0,0,0,0,0,0.00546726116125945,0,0.128285694589055,0,0.0282521281576111,0,0,0,-0.0452791360889745,0.0585213614997415,0,0,0,-0.0278362418704804,0,0
X000568.SZ,0.335062762055728,0.442566013362652,0.0380298153025657,0,0,0,0,0,0.0444873330509057,0,0,0,0,0,0,0,0,0,0,-0.0200011432817822,0,0.0116116289591721,0,0,0,0,0,0,0,0.0506065499891665,0,0,0,-0.0674027225197838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120452788592456,0,0,0,0.0107922532574884,0,0
X600031.SH,0,0,0,0,0,0,0,0.0984010761379439,0,0,0,0,0,0,0.0509439134317561,0,0,0,0,-0.00171055495308633,0,0,0,0,0,0,0.12794737292163,0,0,0.0404983676474544,0,0,0,0,0,0,0,0,-0.0151545005367228,0.135694239766256,0,0,0,0,0,0,-0.0288558589960854,0,0.0788348765164645,0,0,0.0106897919848623,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.168387500292547,0,0.0333089930659834,0,0,0,0,0,0,-0.0587779083015061,0,0,0,0,0,0,0.132506205042238,0,0,0,0,0,0,0,0,0.0298888728272815,0,0,0,0,0,0,0,-0.187940710585283,0,0,0,0.130926638547412,0.0304656963621093,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.00250475967809796,0,0,0,0,0,0,0,0,0,0.22818491450268,0,0,0.0320319390672628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13408758963833,0,0,-0.0485608280215952,0,0,0.0512764230720075,0,0,0,0.0416678886624734,0.00375236121066133,0,0,0,0,0,0.145102938912155,0,0,0,0,-0.00117537436398997,-8.67361737988404e-19,0,0,0,-0.00777715175468174,0,0
X600741.SH,0,0,0,0,0,0.244009733289265,0,0,0,0,0,0,0,0,0,0,-0.095584531257927,0,0,0,0,0,0,0,0,0,0,0,0.0285450106541306,0,0,0.0928891859256607,0.0540304206649654,0,0,0,0,0.0528867870309586,0,0,0,0,0,0,0,0.0697894935624759,0,0.102040617317907,0,0,0,0.00903107194130252,0,0,0,0,0,0,0
X600809.SH,0,0.49920298052372,0,0,0,0,0,0.02469627205235,0,0.03398254107288,0,0,0,0,0,0,0,0,0,0,0,0.00501012321809488,0.00760061076486267,0,0,0,0,0.0158695061597746,0,0,0,0,0,0.0149293525803326,0,0,0,0,0,0,0,0,0.0275778159389492,0,0,0,0,-0.05495781003096,0.0244348868360076,0,0,0.00819406125085237,0,0,0,0,-0.00209443427453087,0,0
X000661.SZ,0,0,0.26730782823097,0,0,0,0,0,0,0,0,0.10574575588835,0,0,0,0,0,0,0,0,0.0759940558386172,0,0,0.0849237022114526,0,0,0,-0.00828206977445382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535096583381818,0,0.0054005863702233,0,0,0,0,0,0,-0.0191113064369894,0,0
X600703.SH,0,0,0,0,0,0,0.0108691985961228,0,0,0.274414912304105,0,0,-0.144605063035485,0,0,0,0,0,0,0.083149497101412,0,0,0,0,0,0,0,0.244899177863714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828252824420883,0,0.285599926611695,0.125528974262644,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154769124940451,0,0,0,0,0,0,0.157176747580348,0,0,0,0,0,0,0.245958922394148,0,0,0,0,0,0.12886069345374,0.0266304597160744,0,0,0,0,0,0,0,0,0.153641196513897,0,0,0,0.0155667273430132,0,0,0,0.0795558200572232,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600901645441072,0,0,0,0,0,0,0,0,0,0,0,0.248127823559203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271188500793929,0.0657173892810336,0.38461930613207,-0.0576889868687982,0,0.0935918272078785,0,0,0,0,0.0861809796669948,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0665046727072622,0,0,0.277237385751342,0,0,0,0,0.172022988751918,0,0,-0.0179694511267564,0.149864828326868,0,0,0,0,0,0.0870559662118275,-0.0136438165255126,0,0,0,0,-0.0725149679065702,0,0,0,0,0,0.0243854828787879,0,0,0,0,0,0,0,0.0636453681659033,0,0,0,0,-0.0219739644685722,0,0,0,0,-0.0333607081606583,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.0111453281819024,0,0,0,0,0,0,0.0265112611042003,0,0,0,0,0,0,0,0,0,0,0.0229505538303098,0,0,0.292967379329517,0,0,0,0,0,0,0.0287497777537853,0,0.156509018537739,0,0,0,0,0,0,0.0862022948314471,0,0,0,0,-0.0144364996434219,0,0,0,0,-0.0194969224404106,0,0
X002007.SZ,0.00490697591107021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782467971868809,0,0,0,0,0,0,0,0.0772576979843236,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.031779925090836,-0.00461617032894997,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.100630794898503,0,-0.0169837171309621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811602990115381,0.0788531707583381,0,0.0259174434606487,-0.0470725443413978,0,0.0687978779089846,0,0,0.0263746171130728,0.00380309885782223,0,0,0,0,0,0
X002236.SZ,0,0,-0.193369247338062,0,0.724923844242025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177794901660752,0.0748424077960392,0,0,0,-0.0569389869499792,0,0,0,0.0624374039288839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055595367249646,0,0,0,0.110879450593714,0,0,0,0.0174504694316428,0,0,0,0,-0.00553028506858334,0,0
X000157.SZ,0,0,0.0827763909775753,0,0,0,0,0,0,0,0,0,0.29116309388968,0.0151579940400616,0,0,0,0,0,0.0430783608401916,0,0,0,0,0,0,0,0,0,0,0,0.0181151929116839,0,0,0,0,0,0,0,0.0767134177387299,0,0,0,0,0,0,-0.0664197678591788,0,0,0,0,0,0,0,0,0,-0.0402286742807314,0,0
