,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X000100.SZ,X600487.SH,X600498.SH,X002456.SZ,X000661.SZ,X000625.SZ,X002179.SZ,X600566.SH,X300142.SZ,X600867.SH,X600809.SH,X000157.SZ,X300146.SZ,X000596.SZ,X600177.SH,X002180.SZ,X600372.SH,X002294.SZ,X600089.SH,X600066.SH,X300136.SZ,X002506.SZ,X000977.SZ,X600522.SH,X002241.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.731765642330181,0.101951652710028,0,0,0,-0.00796093236258334,0,0,0,0,0,0,0,0,-0.0407880464731668,0,0,0,0,0.0760050794519624,0,0,0,0,0,0,0,0,0,0,-0.0482550285767134,0.0878896783806464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350079989964932,0,0,0,0,-0.00311716336293533,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00134543131146576,0,0,0.0988223102295128,0.370587725888793,0,0,0,0.24938528412027,0,0,0,0,0.0808548751799692,0,0,0,0,3.46944695195361e-18,0,-0.00964134182761542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489223550447027,2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118431041844305,0,0.651624191165445,0,0,0.189078288064403,0,0.0178654733895129,0.0748993846307047,0,0,0.0435123895906602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755474344360778,-0.0176389640661941,0,0,0,0,0.0121248697610072,0,0
X600276.SH,0,0,0.142992718796077,0,0,0,0,0,0,0.0311107490548296,0,0,0,0,0,0.43707028670548,0,0,0,0,0,0,0.00259409744433214,0,0,0,-4.33680868994202e-19,0.0110873549146895,0,0,0,0,0.0094601585604562,0.00182510499319698,0,0,0,0,0.0701476450110807,0,0,0,0,0,0,0.00449759525548892,0,0,0.08879484119708,0,0,0,0.036162377217058,0,0,0,0,0,0
X000651.SZ,0.265734475702175,0,0,0,0,0.0938161839975055,0,0,0,0,0.0322248143936485,0,0.0838157458918816,0,0,0.110719393402145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575930924341504,0,0,0,0,0,0,0,0.0555279098083667,0,0,0,0,0,0,0,0,0,0,-0.00869112743972938,0,0,0,0,0,0,0
X000858.SZ,0.151811847422419,0,0,0,0,0,0.168131852100779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381239561031812,0,0,0.119258476023022,0,0,0,0,0,0.0358772326185871,0,0,0,0,0,0,0,0,0.0110197295380758,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.364863779356061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260016129772524,0.308353693833982,0,0.0672449452964743,0.320856674344769,0,-0.0605055959336115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290676886833738,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256487217655193,0,0.197145194455089,0,0.0944117125942005,0,0,0,0,0,0,0,0,0,0.142537197960007,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111013768286387,-0.0397452004474274,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.32553637690111,0.0143808703527339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441641642305038,0,0,0,0,0,0,0,0,0,0.105379132217815,-0.0119697571860407,0,0.254804269546183,0,0,0,0,0,-0.030091961705433,0,0,0,0,0,0,0
X000063.SZ,0,0,0.191106687713991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597626724329729,0.13677340582111,0.466773514073666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376753177246473,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110893021089944,0,0,0,0,0,0,0,0,0.811353710725544,0.0603268447071336,0,0,0,0,-0.0486953185613256,0,0,0,0,0,0,0,0,0,0,3.55657244394403e-05,0,0,0,0,0,0.0418434361931575,0,0,0.112697188795228,0,0,0,0,0,0
X600031.SH,0,0,0.112711085908111,0.0843027959553002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954889446755399,0,0,0,0,0.116257477537665,0.0768068055637256,0,0,0.0834236479820073,0,0,0,0,0,0,0,0,0,0,0,-0.0320323731890874,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.403897494151026,0.12174536163605,0,0.0313934974183983,0,0,0,0,0,0,0.149405446000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118806371538764,0,0,0,0,0,0,0
X000338.SZ,0,0.155266340066623,0,0,0,0,0,0,0,0,0.0173217807894087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045291085392884,0.0478727099395542,4.33680868994202e-19,0,0,0,0,0,0.0617350822511966,0,0.0748256392170021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132483310661695,-0.0277490743595483,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0719397411346013,0,0,0,0,0,-0.0164543900988512,0,0,0,0.204732724642073,0,0,0,0,0,0,0.128724504501155,-0.0721974547332937,0,0,0,0,0,0,0,0.152586953688315,0,0,0.0650375216724669,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297147785994327,0,0,0,0,0,0,0
X300003.SZ,0,0,1.73472347597681e-18,0.792828309204571,0,0,-0.00885107140770946,0,0,-0.131381765678698,0,0,0,0,0,0,0.0900650689231624,0,-0.289710471365114,0,0,0.249883526151422,0,0,0,0,0,0,0,0,0,0,0.0477883926172086,0,0,0,0,0,0,0,0,0,0,0.137692977471702,0,0,0,0,0,0,0,0.0274573455143966,-0.0206536275261712,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0845939674605672,0,0.0940898463086521,0,0,0,0.119610474315449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405814382174366,0,0,0,0.0168144798597521,0.103719972895533,0,0,0,0,0,0,0,0,0.157674112281425,0.0130400317759829,0,0.0921128535049976,0,0,0.054475224443163,0,0,0.00354162326406038,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0165745939569091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121661571975257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497766385988311,0,0,0.00921270141709921,0.106312030357865,0,0.537161506684873,0,0,0,0,0,0,-0.0224693179674948,0,0,0,0,0,0
X601877.SH,0,0.00784754871498106,0,0,0,0,0,0,0.116652568066423,0,0,0,0,0,0,0,0,0,0,0.0415778377953116,0.00412689877847604,0,0,0,0,0,0.231797216386901,0,-1.73472347597681e-18,0,0,0.0261064823671256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120897522729233,0,0,0,0,0,0,0
