,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002085.SZ,X002456.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600867.SH,X000559.SZ,X600089.SH,X002292.SZ,X002180.SZ,X002426.SZ,X002506.SZ,X000623.SZ,X600522.SH,X002074.SZ,X002508.SZ,X600498.SH,X000536.SZ,X600566.SH,X000981.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0708859932978801,0,0.136250693149913,0.0546924045155125,0,0,0,0,0,0,0,0,0.060330845157271,0,0,0,0,0,0,0,0,0,0,0.124567621021922,0,0,0,0,0,0.0414494243865463,0,0,0,0,0.037174729857257,0,0,0,0,0,0,0,0,0,0.0229960174472315,0,0,0,0,0.00273670402555903,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.942640791766974,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758896616976484,0.0208977299014356,0,0,0,-0.165202414785234,0,0.0819898678676022,0,0,0,0,0,0,0,-0.0564581508034259,0,0,0,0,0,0,0,0,0,-0.00366636238190174,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.088003574414101,0,0,0,0,0,0.460655707744496,0.191954872804338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195746820660012,0,0,0.284579827694828,0,0,0,0,-0.0293350701155355,-0.086572767067724,0,0,-0.0680089658084024,0.00917380803639391,0.0327164203170402,0,0,0,0,0,0
X002415.SZ,0,0,0.0430297167181643,0,0,0,0,0,0,0,0,0,0,0.0268317097517994,-0.0305347671417856,0,0,0,0,0,0,0,0,0,0,0.0769352300684948,0,0,0,0,0,0,0,0,0,0,0.210993844179518,0,0,0,-1.73472347597681e-18,0,0,0.205261759768005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.126441637395803,-8.67361737988404e-19,0,0,0,0,0.316255074827083,0,0,0,-0.00240586653390018,0,0,0,0,0.124449232764094,0,0,0,0,0,0.0347979751271764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927863550865229,0,0,0,0,0,0
X000725.SZ,0,0,0.115482149700294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376340960066227,0,0.0247819486659917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283012421117312,0.0243478751839794,0.0385043559494244,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605258610892959,0,0,0,-0.109762527432591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666550068802013,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0242691254131904,0,0,0,0,-0.0183176735879042,0.0278077479975064,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0601246476385602,0,0,0,0.069972585526378,0,0,0,0.229737839889198,0,0.198190116737527,0.0212378006519696,0,0.0633266251779609,0,0.0236709350102758,0,0,0,0.0147969879134967,0,0,0,0,0,0.0143980751540411,0,0,0,0,0,0,0,0,0,0,0.00247444882418532,0,0,0,0,0,0,0,0,-0.0178938541180288,0,0.00542460747449016,0,0,0,0,0,0
X000625.SZ,0,1.38777878078145e-17,0.138436886398578,0,0.123149435262499,0,0,0,0,0,0,0,0.331024125061019,0.00633660170931842,0,0,0,0,0,0,0,0,0,0.0369027096168488,0,0.0683016358568605,-0.0758484664143159,0,0,0.0315466112281283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529789390924433,0,0,0,0,-0.00652769109932419,0,0,0,0,0,0
X000063.SZ,0,0.042204898332241,0.0991490569431565,0,0,0,0,0,0,0,0,0,0,0.104674383761789,0,0,0,0,0,0.0626704843272617,0,0,0,0,0,0,0.0223687919467257,0,0,0,0,0,0.16341620229236,0,0,0,0,0,0,0,0.182849656525433,0,0,0,0,0,0,0,0,0,-0.000670694960171348,-1.35525271560688e-20,0,0,0,0,0,0
X600690.SH,0,0,0.188595943807697,0,0,0,0,0,0,0,0,0,0,0,0,0.0192222839012873,0,0,0,0,0,0,0,0,0,0,-0.0564612825482471,0,0,0,-0.0555472571168912,0,0,0,0,0,0,0,0,0,0,0.0503644460412582,0,0,0,0,0,0,0,0,0.0188687523157146,-0.0222667329141245,0,0,0,0,0,0
X600703.SH,0,0,0,0.0252984544596745,0,0,0,0,0.277942861308301,0,0,0,0,0,0,0,0,0,-0.0166682708691933,0,0,0,0,0.0117385287753028,0,0,-0.0931345689619751,0,0,0,0,0,0,0,0,0.209591084709617,0,0,0.0752486793900298,0,0,0,0,0,0,0,0,-0.00500564085697061,0,0.0811370579910211,0.0173769950486262,-8.67361737988404e-19,0,0,0,0,0,0
X600741.SH,0,0.437509879463771,-4.33680868994202e-19,0,0.038909660449066,0,0,0.142845656130283,0.0217709496101956,0,0,0,0,0,0,0.0647120066122194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927119386668718,0,0,0,0,0,-0.00361520507671759,5.52556081221188e-05,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0101320130404399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576515568104,0,0.507765025085628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104366157194811,0,0,0,0,-0.0144646160155042,0.0220883529543016,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.348052968912959,0,0,0.243485218853504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209242381899337,0.112412209690068,0,0,0,0,0,0.205442389051638,0,0,0,-0.0195850476862261,0,0,0,0.0153786550932372,0,0,0,0,0,0,0,0,0,0,-0.00225021611670951,0,0,0,0,0,0
X600066.SH,0,0.144575929853611,0,0,0,-0.0133433374365932,0,0,0,0,0,0,0.0298580075758637,-0.0239458343855548,0.00439863974784398,0,0,0,0.0524472512724517,0.187325872500709,0,0,0,0,0,0.065975130464983,0.0331456623171414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114880331751893,0.331614888227136,0,0,0,0,0,0,0,0.0930140525055952,-0.038565007166022,0.0166960274918227,0,0,0,0,0,0
