,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600118.SH,X002236.SZ,X600372.SH,X000157.SZ,X600271.SH,X600066.SH,X000338.SZ,X600741.SH,X002241.SZ,X000016.SZ,X600089.SH,X002475.SZ,X000559.SZ,X002292.SZ,X000568.SZ,X600177.SH,X300124.SZ,X000066.SZ,X300003.SZ,X002294.SZ,X002465.SZ,X600839.SH,X000869.SZ,X600312.SH,X002129.SZ,X000581.SZ,X600867.SH,X000800.SZ,X600525.SH,X300142.SZ,X002007.SZ,X000623.SZ,X000550.SZ,X600006.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0635551327339259,0,0,0,0,0.146127932612808,0.028784894148011,0.0602777265399744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960379181814899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120391715939908,0,0,0,0,0,0,0,0,0,0.0209029138201903,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.158229331165322,0,0,0.193116077099156,0.114693204918186,0,0,0,0,0,0,0,0,0,0,0.0663357023058218,0.0885623592374995,0,0,0,0,0,0,0,0,0,0,0.0897243450319296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020815372050695,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.100039409447606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379734945509436,0,0,0,0,0,0,0,0,0,-0.0276268915271248,0,0,0,0,0,0,0,0,0,0,-0.0366138206022484,-0.0995034224253004,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.157328504098075,0.0776781061395784,0,0,0,0,0,0,0.0994361383881301,0,0,0,0,0,0.0385862994290835,0,0,0,0,0,0,0,0,0,0,0,0,0.156310939926619,0,0.108257849484083,0,0,0.0856261595036326,0,0,0,0,0,-0.00106501975028604,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0766902551977262,0,0,0,0.158629924036769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576703457373787,0,0.313388317631955,0,0.0217423188654021,0,0,0,0,0.0886846707619572,0,0,0,0,0,0,0,0,0,0,0.0329625353677351,0,0,0,-0.0100413989975306,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.116330129877278,0,0.291420158671268,0.0432244493469567,0,0,0,0,0,0,0,0,0,0,0,0,0.0379074652310182,0,0,0,0,0,0,0,0.222168327471592,0,0,0,-0.139646434683356,0,0,0.0330521056507669,0,0,0,0,0,0,0.0231853076441954,0,0,0,0,0.119952182544747,0,0.0270411621397373,-0.037686293644017,0,0,0,0,0,0
X002304.SZ,0,0.235688906365082,0,0,0,0.174907867612523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917379668780538,0,0,0,0,0.00265579666871316,0,0.0767210666374605,0,0.147498894679147,0,0,0.0152340109000261,0,0,0,0,0,0,0.113971052570326,0,0,0,0,0,0,0,0,0,0.0350322487950504,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0831841186862441,0,0,0,0,0,0,0.0646210592477588,0,0,0.0467254901077396,0,0,0,0.08242114669253,0,0,0.236775398195103,0,0,0,0,0.03837926626478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841642242424452,0.0507379206147093,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128608131552245,0,0,0,0.0607609969929353,0,0,0.0507874779713293,0,0,0.319750141789058,0,0.0881197900970138,0,0,0,0,0,0.0300359517633555,0,0,0,0,0,0,0,0,0,0,0,0,0.0175149102286812,0,0,0,-0.00499864142916665,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.00670119524237341,0,0,0,0,0,0.149100488588726,0,0,0,0,0,0.0049491640355975,0.00649623252051168,1.73472347597681e-18,0,0.137787124583142,0.135170098305994,0,0,0,0,0,0,0.111138508418956,0.0113762828257985,0,0,0,0,0,0,0,0,0,0,0,0.0543440320513186,0,0,0,0.165354450712714,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0298925792667218,0,0,0,0,0,0,0,0.0618503220822341,0,0,-1.73472347597681e-18,0.229620732968408,0,0,0,0,0,0,0,0,0.151791549354281,0,0,0,0,0,0,0,0,0,0,0.0390981565444133,0,0,0,0,0,0,0,0.00798222518444239,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180662746502681,0,0,0,0.104131574257223,0,0,0,0.150394910714242,0,0,0,0,0,0,0,0.0345032385446027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113891650334599,0.181100442185266,0,0,0,-0.0112041781713944,0,0,0,0,0,0
X600703.SH,0,0,0,0.0094180505687524,0,0,0,0,0,0,0,0,0,0.0568225574028874,0.123371716848943,0.124995558021527,0,0,0,0,0.0287446902657248,0,0.102576917192803,0,0.0265711623812523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365267963864258,0,0,0.0841253812112048,0,-0.0189317180131729,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194377925089373,0,0,0.37300743461711,0,0,0,0,0,0,0,0,0.0721927780780017,0,0,0,0,0,0.032923634523996,0,0,0,0,0,0,0,0,0.0811217932012782,0,0,0,0,0,0,0,-0.00608229025849239,-0.00439468694723195,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752410517621145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16004182035022,0.221334564310605,0,0,0,0,0,0.107885406997903,0,0,0,0,0,0.0474907771338374,0,0.00333326421358533,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0151625835830166,0,0,0,0,0,0,0.0608972846137299,0,0,0,0,0,0.0524841236557946,0.119738646880226,0,0,0,0,0,0,0.0466509612264591,0,0,0,0,0,0,0,0,0,0,0,0.376502784621811,0,0.0883644765621447,0,0,0,-0.000570076126180409,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220163521438993,0,0,0,0,0,0,0,0,0,0,0,0.319008332414967,0,0,0,0.000807805497040882,0,0,0,0.0352457753416624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852530597158762,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0245264834055226,0.0767880526217769,0,0,0,0.114250448124923,0,0,0,0.505244363440588,0,0,0,0,0,0,0.0292999840452951,0,0,0,0,0,-6.93889390390723e-18,0,0.0122190392612985,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.133314703991767,0,0,0,0,0,0,0,-0.00911212656434329,0.0363596906258027,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0697598516820814,0,0,0,0,0,0.114082299935555,0,0.12521926136378,0,0,0,0,0,0,0,0.0590571466200218,0,0.179382440288571,0,0,0,0,0,0,0,0.199281757565174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0.206444725331449,0,0,0,0,0,0.283086405698617,0,0.0274417686656798,0,0.0200836734473958,0,0,0,0,0,0,0,0,0,0,0,0,0.0545806779134171,0,0,0,0,0,0,0,0,0,0,0.00641537551545774,0,0,0,0,0,0,0,0,0,0,0.0624872392444986,0.0357885951859342,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234965664140994,0,0.19835042218658,0.393777622807622,0,0,0,0,0,0,0,0,0.0440700721307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060709092829096,0,0,0,0,0,0,0,0,0.0103479744059829,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0924559318093788,0,0.088663322726361,0,0.107684323658472,0,0.144013555719946,0,0,0,0.162155440698231,0,0,0.072490219465286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612786455860099,0,0,0,0,0.123422187990271,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.00457438637039669,0,0,0,0,0.0745812876939937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117125100555539,0,0.168251936807552,0,0,0,0.102023536678325,0,0.0351930487734867,0,0.154946391923814,0,0,0,0.00289975385617884,0,0,0.0353918603567255,0,0,0,0,0,0,0,0.000795027541024581,0,0,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.452252290134627,0,0,0,0,0,0.0496390320891058,0,0,0,0.00158556336110844,0,0.145341783894594,0,0,0,0,0,0.0684659602250336,0,0,0,0,0,0,0,0.019806088534005,0,0,0,0,0,0,0.0196235326266332,0,0,0,0,0,0,0,-0.00320021782953464,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0689991049394645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15137153900114,0,0,0,0.0394642305658241,0,0,0.448939229363501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582987297434758,0,-0.11278035253219,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.094431935719708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196401604984786,0.0354821919736238,0,0,0.0624021318400911,0,0,0.208014028941803,0,0,0,0,0,0.0267870812138452,0,0,-0.0114452694088026,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152969399559141,0,0,0,0,0,-0.240838431064624,0,-0.215048499910136,0,0,0,0,0,0,0,0,0,-0.0132090263326911,0,0,0.0443545569588578,0,0,0,0,0.0584682718148554,0,0,0,0,0,0,0.146582974806987,0,0.0622626668586173,-8.67361737988404e-19,0,-0.124978181042465,0,0,0,0
X000568.SZ,0,0,0,0.076308353797223,0,0,0.0935730155530895,0,0,0,0,0,0,0.0460607805797885,0,0,0,0.278855672943862,0,0,0.0267070693824232,0,0,0,0,0,0.0273070454226509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115440354440294,0.117078577165821,0,0,-0.0678947980102061,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0.204121496924163,0.0186919243124546,0.2102122407255,0,0,0,0,0,0,0,0,0,0,0.0585573744743244,0,0,0,0,0,0,0,0.00111743088528556,0,0,0,0,0,0,0,0,0,0,0,0,0.114991203850915,0.0128395350130993,0.00743095453537527,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10924910522221,0,0.0603958175067401,0,0,0,0,0,0,0,0,0,0.166281074572112,0,0,0,0,0,0,0,0.0645612602793599,0,0,0,0,0,0,0,0,0,0.0852269144130507,0,0,0,0,-0.0470583882534245,0.0425348217877247,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023332683071145,0,0,0,0,0,-0.00185950943399994,0,0,0,0,0,0,0.0311196931151768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714809001387284,0.0495890604757037,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.00861628164968024,0,0,0,0,0.240401434512558,0,0.0956223072695989,0,0,0,0,0,0,0.0911050836922564,0,0,0,0.169390869053396,0,0,0,0,0,0,0,0.053815143369145,0,0,0,0,0.0449980631824797,0,0,0,0,0,0,0,0,0,-0.00748428233727413,-0.00790351464604772,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0.23949220509285,0,0.13567400074753,0,0.0686942688482325,0,0,0,0.180425713878897,0,0,0.0329237506877435,0,0,0,0,0.111545660564405,0,0,0,0,0,0,0.032364861902118,0,0,0,0,0,0,0,0.0087365781010324,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0146003304812744,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0.0806366559148934,0,0,0,0,0,0.373876280870635,0,0.0208562649436072,0,0,0,0,0,0.0459203407328204,0,0,0,0,0,0,0,0.0556719717907057,0,0,0,0,0,0,0,0.113631888025376,0,0,0,0,0,0,0,0,0.0110728184524223,0,0.00883895229430809,-0.00600076499954172,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,-0.0249825069938681,0,0,0,0,0.283150083861866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149052199369521,0,0.0178819328655967,0,0,0,0,0,0,0.0606036821111877,0,0,-0.0222665617599241,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0,0,0,0,0,0,0,0.219529800310682,0,0.0925486201537506,0,0,0,0,0,0,0,0,0,0,0,0.00826927225532322,0,0,0.344112739058151,0,0.0548342660859598,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.05095901387633,0,-0.00902408569596862,-0.0035113743833711,0,0,0,0,0,0
