,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X600118.SH,X000050.SZ,X002475.SZ,X000559.SZ,X000550.SZ,X601877.SH,X000568.SZ,X002129.SZ,X600066.SH,X002456.SZ,X600271.SH,X002294.SZ,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X002038.SZ,X000869.SZ,X600566.SH,X600839.SH,X000800.SZ,X002049.SZ,X000977.SZ,X002008.SZ,X000623.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0527655232101831,0,0,0.114674901297851,0,0,0,0.0167732643045535,0,0,0,0,0,0.316478890541771,0,0,0,0,0,0,0,0.0748405608506504,0,0,0,0,0,0.0568467871318244,0,0,0,0.011136873698459,0,0,0,0,0,0,-0.0496314437216775,0.17845642482082,0,0,0,0,0,0,0,0,0.0129578303354757,0,0,0,0,0,0
X600519.SH,0.141151376203585,0,0,0,0.0369921794786958,0.283108465830375,0.124986505564534,0,0,0,0,0,0,-0.0962341633531713,0,0,0,0,0,0,0,0,0,0.024606914179589,0,0,0,0,0,-0.00901830440103623,0,0,0,0,0,0,0,-0.00752153295323954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351083971040896,0.0427080873579803,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816619567892929,0,0.0893259942443209,0,0,0,-0.05425296505565,0,0.0658257051605879,0,0,0,0,0,0,0,0,0.0427882773763818,0,0,0,0,0,0,0,0.0562255347697771,0.018809575042512,0,0,0,0,0,0,0.0349299010105584,-0.00966290391561408,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.104654618403835,0,0,0,0,0.198387906549029,0,0,0,0,0,0.0968817444730792,0,-0.0111631198475193,0.053965198196039,0,0,0,0,-0.0484106056111931,0,0,0,0,0,0,0,0,0,0,0,0.020019739716771,0,0,0.0625877021852236,0,0,0,0,0,-0.00504396477020115,0,0,0,0,0.000469338255157397,0.00699547859377711,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.037346772159264,0,0,0,0,0,0,0,0,0,0.370413107886646,0,0,0,0.0424230968593966,0,0.060806116576283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775169715734338,0,0,0,0,0,0,-0.00696199551523406,0.0252453801469597,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18839028644522,0,0,0,0,0,-0.0340153324378137,0,0,0,0,0.112256223193942,0,0,0,0,0,0,0,0,0.0718990337310215,0,0,0.316850284720715,0,0,0.0108687240091196,0.0735130883118686,0.00193257825270291,0,0,0,0,0,0,-0.0210715697942259,0,0,0,0,0,0
X002304.SZ,0.000978256895689211,0,0,0,0,0.59557319833978,0,0,0,0,0,0,0,0,0,0,0,0.136781544619396,0,0.0318170017076215,0,0,0,-0.0954661840839517,0,0,0,0,0,0,0,0,0,0,0.118791016784407,0,0,0,0,0,0.00827702111484843,-0.0421956956957058,0,0,0,0,0,0,0,0,0,-0.0111959401587177,0.0191452933389764,0,0,0,0,0,0
X000625.SZ,0.202188642365086,0,0,0,0,0,-0.0606688725157619,0,0,0,0,0,0,0,0,0,0,0.26181195546104,0,0,0,0,0,0,0.0854787435708263,0.0405504793678373,0,0,0,0,0.0840543410384764,0.0298396560846494,0,0,0,0,0,0.0607015420891334,0.128146679630709,0,0,0,0,0,0,0.0515999363837416,0,0,0,0,0,0.0103141600345257,-0.03218126464203,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0462846375757449,0,0,0,0,0,0,0,0,0,0.0265691187377828,0,0,0,0,0.0146590030236695,0.137098642271461,0.0462029842787929,0,0,0,0,0,0,0,0,0,0.0329605187660532,0,0,0,0,0,-0.0899500223105671,0,0,0,-0.0494513419814816,0,0.0722878779240809,0,0,0.0194784048376017,-0.009425929049354,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308373706082155,0,0,0.17089818039784,0,0,0,0,0,0,0.2769162486441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00198035648786955,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0054011722895728,0.00601245106010222,0,0.0167521308565198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882861748701688,0,0.0302842888920573,0,0.0787076984544834,0,0,0,0,0.15547785843619,0,0,0,0.110086195978224,0,0,0,0.0601719727634963,0,0,0,0,0,0,0,0.00983638207607063,0,0,0,0,0,0
X600690.SH,0.268972550783799,0,0,0.106019149113186,0,0,0,0,0,0.0700048950803574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233659936782227,0,-0.0770688766711797,0,0.0133535709419213,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366748824844711,0.0772882090772454,0.0445214265391224,0,0,0,0,0,0,0,0.0178882140576873,0.0194288173196755,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.107818177691081,0,0,0,0.0563033533991235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477527140679447,0,0,0.00564241737472711,0.209689406250636,0,0,0,0,0.0632485070144637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106518276377587,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262205225725429,0,0,0,0,0,0,0.137167513735191,0,0,0,0,0.079937234585662,0,0,0,0.148292199540928,0,0,0,0,0,0,0,0,0,0,0.175242904042288,0,0,0,0,-0.057043753543405,0.0588579742801418,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0347741729203784,0,0,0,0,0,0.00528804105456669,0,0,0,0,0,0,0,0,0,0,0.224955552304948,0,0.214043164383634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710724304463656,0,0,0,0,0.00533019822742645,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0.100184310017275,0,0,0.0107767759899817,0,0,0.314038228119479,0,0,0,0,0.0300098184295793,0,0,0,0,0,-0.00369280504395877,0,0,0,0,0,0,0.0889615501068029,0,0,0,0,0,0,0.0253341775276332,0,0,0,0,0,0,0.0271233025803598,0,-0.0159524279205351,0,0,0,0,0.00138141256240191,0.00315593806022843,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.100182183081207,0,0,0,0,0,0,0,0,0,0.121665696628531,0,0,0.158290504482798,0.0491943540329404,0,0.0641489296060118,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725869440841581,0,0,0,0,0,0,0
X600741.SH,0.0670876522025029,0,0,0,0,0.149106097070489,0,0.192162063394866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555622133616972,0.0112462508841115,0,0,0,0,0,0,0.095676000271944,0,0,0,0,0,0,0.0883670147291365,0,0,0.0103221713055096,0,0,0,0,-0.0188845481651388,0.00487442626895935,0,0,0,0,0,0
X600089.SH,0.0479515096545071,0,0,0,0,0,0,0,0,0.0105783698014077,0,0.117183693063398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288213015609667,0.0441341378341477,0,0,0,0,0,0,0,0,0,0,0.128669059716056,0,0,0,0,0,0.0582725639936252,0.0511858217767547,0,0.153128316840815,0,0,0,0,-0.0306292055294243,0.0337641046757297,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.365562254050761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245961766274275,0,0,0,0,0,0.0463320157654659,0,0.135598967090081,0,0,0,0.0433102520040949,0,0.0174764461498151,0,0,0,0.254288570382139,0.0583680799052224,0,0.183778495095533,0,0,0,0,0,0,-0.00972227421039701,0,0,0,0,0,0,0
X000100.SZ,0,0,0.25784755615529,0,0,0.060092521062608,0,0,0,0,0,0.137209017418368,0,0,0,0,0,0,0,0.0726673187299972,0,0,0,0,0,0,0.0140209475795158,0,0,0,0.0775899837333676,0,0.0181196117024463,0,0,0,0,0,0,0,0,0,0,0.0517835392898827,0,0,0,0,0,0,0,0.02696095985844,0,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0,0.0834140845063767,0,0,0,0,0,0,0,0,0,0,0,0.0614261669424672,0,0,0,0,0,0.15621413422549,0,0.0572690451736012,0,0,0.0379987346924598,0.0356134984951801,0.0655113525566405,0,0,0,0,0.0289548675005465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343812585911149,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0.320024162491204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385953240169011,0,0,0.0771617361197479,0,0,0.105029115302532,0,0,0.0333880522937778,0,0,0,0,0,0,0,0,0,0.129567142824397,0.106160862664132,0,0,0,0,0.0501594716232243,-0.0535926076002363,0,0,0,0,0,0
