,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X300014.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X000977.SZ,X300142.SZ,X600741.SH,X000157.SZ,X600522.SH,X000733.SZ,X002074.SZ,X600584.SH,X000799.SZ,X600460.SH,X002236.SZ,X300003.SZ,X000066.SZ,X601799.SH,X600183.SH,X600884.SH,X002007.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0209204170984064,0,0,0.187173928931326,0,0.212558961264943,0,0,0,0,0,0,0,0.0408268485451696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662639197157568,0,0,0,0,0,0,0,0,0,0.0338672692284155,0,0,0,-0.00675401390482359,0,0,0,0,0.0263804882937575,0,0.00694660349945732,0,0,0,0,0,0,0
X000858.SZ,0,0,0.172696970347676,0.0567140796316821,0.280748293783115,0,0.344353256869434,0,0,0.0286789314417194,0,0,0.0643453381562488,0,0,0,0,0,0,0.0298706816000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298029195801161,0,0,0,0,0,0,0,0,-0.0441699015921665,0.0214016397996894,0,0,0,0,0,0
X000568.SZ,0,0.316164425373877,0,0.0907115424118801,0,0,0.290534640257412,0.115051403683568,0,0,0,0,0,0,0,0,0,0,0,0,0.0295096003803436,0,0,0,0,0,0.0475486235956498,0,0,-0.0277297340359062,0,0,0,0,0,0,-0.082197750495192,0,0,0,0,0,0,0,0,0,0.112997029725918,0,0,0.128804210837567,0,0.0157843521387534,-0.0156559633749783,0,0,0,0,0,0
X002415.SZ,0,0.256567384574726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116095625844561,0,0,0.047049567823404,0,0,0,0,0,0,-0.110204406626903,0,0.0829391232450534,0,0,-0.0278097875707235,-0.0424919402346346,0,0,0,0,0,0.160773392721132,0,0,0,0,0,-0.029853779567793,-0.0189281344015719,0,0.0389042950725507,-0.0509252914580886,0,0,0,0,0,0
X600809.SH,0,0,0.0696217075492453,0.109564176695203,0,0,0.220796938909357,0.08475368141005,0,0,0,0,0.036912898037837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0828302128504156,-0.0576579714700059,0,0,0.281634500529467,0,0,0,0,0,0,0,0,0,0,2.69703146429561e-05,0,0,0,0,0,0,0
X600276.SH,0,0,0.121493688868499,0,0,0,0,0,0,0,0,0,0,0,-0.0893898446727547,0,0,0,0,0,0,0,0,0,0,0,0.0729687164030188,0,0,0,0,0,0.0903284412247008,0.0715349898916496,0.12545456890318,0,0,0.0395120758862525,0,0.000725711271351646,0,0,0,0,0.0799631193436901,0.0103280371219596,0,0,0,0,0,-0.0101167166935197,0,0,0,0,0,0,0
X002304.SZ,0,0.313686487097054,0.311977482707874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240375960941343,0,0,0,0,0,0,0,0,0,0,0,0,-0.039089796367978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629663723701415,0,0,0,0,0,0,-0.00135351491282516,0.00152744844330563,0,0,0,0,0,0
X600690.SH,0,0.00550177321081276,0.106573701915093,0,0.0177506543077899,0,0,0,0,0,0,0,0.151497299993486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262564747720391,0,0,0,0.0800472510041099,0,0,0.0107635467093465,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19849931624229,0,0,0,0,0.15898336326837,0,0,0.0826415257893992,0,0,0,0,0,0.151092639948724,0,0.0913428761233193,0,0,0,0,0.0819122709993894,0,0,0,0,0,0,0,0,0,0,0,0.0358475122828989,0.0861091913583865,0.0876943288680858,-0.00641816207702751,-0.0064778790801142,0,0,0,0,0,0
X000651.SZ,0,0.166709315489236,0,0,0,0,0,0.183689458557211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522126648733722,0,0.00422461133588768,0,0,0,0,0,0,0,0,0,0,0,-0.0408705754536758,0,0,0,0,0,0.0050864268656877,0,0,0,0,0,0,0
X300124.SZ,0,-0.03230179833131,0,0,0,0,0,0,0.135126783532198,0,0,0,0,0,0,0.0559448022233072,0,0,0,0,0,0,0,0,0,0,0,0,0.10866349942173,0.0760994993880955,0.0750667759789811,0,0,-0.0497533185188023,0,0,0.00215103628614356,0,0.0416646869064411,0,0,0,0,-0.0670421516917072,0,0,0,0,0.354295843096318,0,0,-0.0413439192032278,0.0120417262255652,0,0,0,0,0,0
X600104.SH,0,0,0.0963425050619465,0,0,0,0,0,0,0,0,0,0.0758857926374544,0.0404128240706375,0,0,0,0,0,0.11238285399384,-0.00774920350557616,0,0,0,0,0,0,0,-0.0352411092808442,0,-0.0215117778037385,0,0,0,0,0,0.042078194946035,0,0,0,0,0,0.0440439353164039,0,-0.0628739929397546,0,0,0,0,0,-4.33680868994202e-19,0.0285186096818128,0,0,0,0,0,0,0
X600031.SH,0,0.134588257964014,0,0,0.155095688259639,0,0.0311123707805728,0,0,0,0,0,0,0,0,0,0,0,0,0.0390992014900941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265252733026097,0,0,0,0,0,0,0,0,0,0,0,0,0.119872339434562,-3.46944695195361e-18,0,0.00267218247078486,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114967224047474,0,0,4.7331493822439e-05,0.037685713732005,0,0,0,0.0224795521820984,0,0,0,0.0666749989216487,0,0,0,0.186219031809102,0,0,0.129925003149875,0,-0.0447674289430653,0,0,0,0.0685630846689143,0,0,-0.00071283603537551,0.0105559164677,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0152829405444213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118929343982149,0,0,0,0,0,0,0,0,0,0.248278624994526,0.00855922064433778,0,0,0,0,0,0,0,0,-0.0157794524684272,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702646880549685,0,-0.0838155733681142,0,0,0.156293610277384,0,0,0,0,0,0.147194551881017,0,0,0,0,0,0,0,0.284980509211603,-0.280464131168311,0,0,0,0,0.172957628278489,0,0,0,0,0,0,0.110993048289614,-0.100100096607046,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.330220431703962,0,0,0,0,0,0.00871020971439419,0,0.108285830051174,0,0,0,0,0,0,0,0,0,0,0,0.0369783572822469,0,0,0,0,0,0.0760146670252051,0,0,0,0,0,0,0,0.130080638094894,0,0,0,0,0,0,0,0,0,0,-0.000444535269730281,0.00430899508390293,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179264732927275,0,0,0,0,0,0,0,0,0.0002145095354546,0,0.0496679870171025,0.041775334167276,0,0,0,0.34728279638793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177336799590105,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183027949723254,-0.00136174134692587,0,0,0,-0.0316280648742457,0,-3.3881317890172e-21,0,0,0,0,0,0,-0.00884608682590057,0,0,0.0176750465644294,0.0384603407676291,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0374717258866051,0,0,0,0.0562876886850762,0,0,-0.00767254551412536,0,0,0.00969145680520321,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208346339957631,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389335885333226,0.016187490369474,0,-0.0341538306720103,0,0,0.452681251907836,0.297602098920363,0,0,0.275065478223102,0.0800820609478941,0,0,0.141750305796128,-0.0949157751821788,0,0.0863919489537924,0,0,0.00683747096907626,0,0,0.0275785749256738,-0.00408307762093394,0,0,0,0,0,0
X002371.SZ,0,0,0.0519501380940717,0,0,0,0,0,0.0207434183367134,0,0,0,0,0,0.0391631866131181,0,0,0,0,0,0,0,0,0.320997641772067,0,0,0,0,0.0704018335612294,0,0,0,0.0822162826517741,0,0,0,0,0,0.0104396035663783,0,0,0.123244730218195,0,0,0,0.0174455348055245,0.139901905548957,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118657472864694,0,0,0,0,0,0,0,0,0,0,0,0.0647380450230853,-0.0209502302537269,0,0,0,0,0.238595043278829,-0.0465694013829343,0,0,0,0,0,0,0,0.0512423095528781,0,0,0,0,0,-0.194925902776464,0,0.0277169943956121,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0293284253501733,0,0,0,0,0,0,0,0,0,0,0,0,0.0896919667478259,0,0,0,0,0,0,0,0,0,0,0,0.148799035742136,0,0,0,0,0,0,0,0,0,0.218817782708435,0,0,0.20416429256368,-0.0022653119990204,0.0523377491826895,0,0,0,0,0.0112624652011,-0.00528727179485658,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.0827794859831069,0,0,0,-0.176880710449918,0,0,0,0,0,0,0,0.0897969647873316,0,0,0,0.0681165506837534,0,0,0,0,0.251573083884408,0,-0.0330715852802597,0,-0.0340106313935574,0,0,0,0,0,0,0,0,0,0.0343709409151675,0,0,0,0,0,-0.051196148925999,0,-0.0434702741741461,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0.116444132918353,0,0,0,0,0.129684229790529,-0.0692548716833504,0,0,0.0346556192317242,0,0,0,0.044236658254689,0,0,0,0,0.0113097270203837,0,0,-0.0180275098631751,0,0,0,0,0,0.541349855444653,0,0,0,0,0,0,0.0282647624901428,0,0,0,0,0,0,0,-0.00296543689525804,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182844912171067,0,0.118648083823902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112269361192003,0,0,0.108569038055723,0.160985012626191,0,0,0.120053169456439,1.73472347597681e-18,0,0,0,0.0524516186347333,0,0,0,0,0,-0.153333203900746,0,0.00316080487520245,0,0,0,0,0,0,0
X000661.SZ,0,0,0.0746604287309417,0,0,0.20294100391234,0,0,0,0,0,0,0.0557601622729659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127842171936621,0.170673029820789,0,0,0,0,5.42101086242752e-20,0,0,0,0.00161902627155177,0.0265499875304439,0,0,0,0,0,0,0,0.147541571642507,0.0512600928028865,0,-0.00267933723460937,-0.00120046604354712,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00488202535069659,0,0.133356437032322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845885364692636,0.0612328734649217,0,0,0,0.0293029403518302,0,0,0.0186392411149016,0,0.0121331861938776,0.0608941125745597,0,0,0,0,0,0,0,0,0,0.038691101749781,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0232298671773883,0,0,0,0.0839715151857161,0,0,0,0.377351882773708,0,0,0,0,-0.0580525993763253,0,0,0,-0.0181431836077864,-0.125115320210954,0,0,0,0,0,-0.00412928739037053,0,0,0,0,0,-0.0572503918726275,0,0.100371088497146,0.0643394998861159,0,0,0.0513983397729526,0,0,-0.0974414521049409,0.0409802961519509,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.00774273480035357,0,0,0,0,0,0,0.0355244474023522,0,0,0,0.185413964539717,0,0,0,0,0.0541997156590511,0,0,0,0,0,0,0.0958009742427722,0,0,0,0,0.0111952838931134,0,0,0.306133251445424,-0.0783059248980611,0,0,0,0.0903225738299722,0,0,0,0,0,0,-0.0218810921879699,-0.0131774365596681,0,0,0,0,0,0
X600702.SH,0,0,0.136171556419116,0,0,0.101987378697923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445185227452427,0,0,-0.156411413055583,0,0.0392418687047038,0,0,0.047562978800832,0,0,0,0.0166791757055139,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279686229877158,0,0,0,0,0,0,0.0868811064904358,0,0.146519305137042,0.134691910903625,0.0212979243539288,-0.0514424858290983,0,0,0,0,0,0,0,-0.0320556739153827,0,0.0752972922473321,0,0,0.0324928831210506,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.00819166884058052,0,0,0,0,0,0,0,0,0,0,0,0.0260875862406616,0,0,0,0,0,0,0,0,0.0867223409993672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524004443009386,0,0.417421888434384,0,0,0,0,0.00166642830988032,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0.210165526021895,0,0,0.0796152667741733,0,0,0,0,0,0,0,0,0,0,-0.284533062728589,0,0,0,-0.0120226840989085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593452108636017,0.0490608237041046,0,-0.0837877962354211,0.0849501823298653,0,0,0,0,0,0
X600741.SH,0,0.112670142764453,0,0,0,0.0824012047153708,0,0,0.152800507830851,0,0,0,0,0,0,0,0,0,0,0.0918476781816013,0,0,0,0,0,0.000702705930165172,0,0,0,0,0,0.0143009665236379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055406175220661,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.156768077242419,0,0,0,0,0,0,-1.73472347597681e-18,0.00263626754615535,0.044600847376977,0,0,0,0,0.029348143514885,0,0,0,0,0.0452098832351827,0,0.0352121892420835,0,0,0,0,0,0.0600729605130659,0,0,0,0,0,0,0,0,0,0,0,0,0.0126763966021803,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.151244605953989,0,0,0,-0.15542859568551,0.228359608933737,0,0,0.92155877182547,0,0,0,0,0,0.0708272592150917,0,0,0,0,-0.308308118465142,0.168240735934449,0,0,0.00509982355884236,0,0,0,0,0,0,-0.0937543303006931,0,0,0,0,0,0,0,0,0,0,0,-0.14485793234402,0.0893735473284656,-0.0215916939723295,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0.103963145968517,0,-0.0637056126945387,0,0,-0.0459491417599964,0,0,0,0,0,0,0.193522081547626,0,0.0469045436325767,0,0,0,0.13191791071895,0.0635444306368095,0,0,0,0,0,0,0,0,0,0,0,0.0669882210252054,0,0,0,0,0,0,0,-0.0172738709590333,0,0,0,0,0,0,-0.0168296261980821,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0.0529046324912438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957231685213704,0,0,0.0205447892679181,0,0,0,0,0.0604334191386555,0,0,0.148212463965282,0,0,0,0.034797046120427,0,0,0,0,0,0,0
