,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X000977.SZ,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X600418.SH,X002129.SZ,X000400.SZ,X002156.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.155212353622737,0,0,0,0.168430885247553,0,0,0,0,0,0,0,0,0,0.155349194374351,0,0,0,0,0,0,0,-0.0436074384284241,0,0,0,0.00785639594038422,0,0,0,0,0,0,0,0,0,0,0,-0.0249293531534671,0,-0.0581485034933825,0,0,0,0,0,-0.036376494381475,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00760199840386567,0,0.118335844678024,0,0,0,0.39844405597221,0,0,0.00459876400373642,0,0,0,0,0,0.223370688794264,0.0123288193759366,0,0,0,0,0,0,0,0,0,0,0,0.0234169043606743,0,0,0,0,0,0,0,0,0,0,0,0.0434556853616933,0,0,0,-0.0195481392039728,0.0317285654877421,0,0,0,-0.0250456378939682,0,0,0,-1.0842021724855e-19,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157275001474915,0,0,0,0,0,0.0849439307195637,0,0,0,0,0,0,0,0,0,0.0190958305554754,0,0.0326202322467553,0,0,0.0936253165806107,0.000667934081717885,0,0,0,0,0,0,0,0.0646553279139662,0.152981916888208,0,0,0,0,0,0.00153666224327226,-0.17303244146236,0,0,0.0259265194254406,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846565577148587,0.0207607783501016,0,0,0.483691503631029,0,0,0,0.0495141996137306,-8.67361737988404e-19,0,0,0,0.0250728834702679,0.0195237647800289,0,0,0,0,0,0,0,0,0,0.0337348030658669,0,0.0614435204061697,0,0,0.0428557260950002,0,8.67361737988404e-19,0,0,0,0,0
X600690.SH,0,0,0,0.0456304056143876,0,0,0,0,0.167045871582224,0,0,0,0,0.0168203977661879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.156675621821008,0,0,0,-0.164384831255104,0,0,0,0,0,0,0,0,0.0218750551387697,0.0472453172188513,0,0,0,0.117781617919842,0,0
X600809.SH,0.0546095388296281,0,0,0,0,0,0,0,0,0.0682313173463827,0,0,0,-0.0758238109773589,0,0,-0.0565524077124236,0,0,0.190394461303919,0,0,0.027206402938869,0,0,-0.0245442646029914,0,0,0,0.0384281077995197,0,0,0,0,0,0,0,0,0,0,0,0,0.00448316735940985,0,0,0,0,0,0.000230421354727816,0,0,0,0,0,0,0,0.0108630501561197,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700769604516465,0.0873520777054793,0.027149865444092,0.105659492549379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301193464014801,0,0,0,0,0,0,0,0,0,-0.056298729926679,0,0,0,0,-0.00664558659103536,-0.00521584068658746,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048020921762398,0,0,-0.0899986651727535,-0.189979798481164,0,0,0,0,-0.0522303820202312,0.00418643241736206,-0.00481929839540395,0,0.0928638502702068,0,0,0,-0.0508657374070863,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.147781204258736,0,0,0,0,-0.0433462395328846,0,0,0,-0.0215227221420663,0,0
X000651.SZ,0,0,0,0,0.337052833039901,0,0,0,0,0.140846236134302,0,0,0,0,0,-0.105820518214865,0,0.076929100360764,0,0,0.0782236072445963,0,0,0,0.126314471055469,0.174420621152223,-0.0071144068282302,0,0,0,0,0,0,0,0,0,0,0,0.0406262638841498,0,0,0,0,0,0,0,-0.0804734260877711,0,0,0,0,0.028843626803809,-0.0308703257636115,0,0,0,-0.0153969949963844,0,0
X000568.SZ,0,0.861332088459036,0,0,0,0,0,0,0,0,0.0879833010059621,0,0,0,0,0,0,0,0,0.149483790476711,0,0,0.0500963416021823,0,0,0,0,0,0,0.0985187869028472,0,0,0,0,0,-0.00319292532511854,0,0,0,0,0,0,0,0,0,0,0,-0.038393443917124,0,0,0,-0.00263089039677954,-0.0225961267574033,0,0,0,0,0,0
X002371.SZ,0,0,0,0.0338832856379125,0,0,0.0879884514565264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527908764432932,-0.0287642760747981,0.0697224675185972,0,0,0,0.0597777326450377,0,0,0.339077912637084,0,0,0,-0.163397118611695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252093737234501,0,0,0,0.0557256613911612,0.0183258851194712,0,0,0,0,0
X600104.SH,0,0,0,0.0749007715386526,0,0,0,0,0,0,0,0,0,0,0,0.0835105627104987,0,0,0,0,0.0995313417303092,0,0,0,0,0,0,0,0,0,0,-0.0442314756948147,0,0,0,0,-0.028804620163127,0,0,0,0,-0.00832321298651205,0,0,0,0.0270036924608688,0.0291487126082977,0,0,0,0,-0.0869453664355647,0.00660879484827851,0,0,0,-2.16840434497101e-19,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209578850938907,0,0,0,0,0,0.179768769192509,0,0,0,0,0.166817802115753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275087388711877,0,0,0,0,-0.0669081713009431,0.0540447819012753,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0405880429788983,0,0.22508931974642,0.056188907844316,0,0,0,0,0,0,0,0,0,0.608193550278162,0,0,-0.0444816580043327,0,0,-0.0583818012520245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881530624482255,-0.081750545583693,0,0,0,0,-0.0193451951314969,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.0689190683516562,0,0,-0.0568325130516034,-0.0374349782162693,0,0,0.0739180829619328,0,0,0,0,0,0,0,0,0,-0.0408618384464642,0,0,0,0,0,0.0227105619457862,0,0,0,0,0,0.211031601366902,0,0,0,0,0.180096302619828,0,0,0,0,0,0,0,0,0,0,0,0,-0.229923384200774,0,0,0,0,0
X000625.SZ,0,0,0,0.305743486877669,-0.0666061004555384,0,0,0,0,0,0,0,0,0,0.224650700242901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952723534020659,0.101772867332724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376619341470469,0.0455346083655686,0.0210009399268508,0,0,0,0,0.0366109856718979,0,0,0,-0.102302755151108,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143554647968976,0,0,0.0275731825778135,0,0.0472960291220939,0,0,0,0,0,0.0386009723286939,0,0,0,0,0,0,0,0.0533307590945152,0.0704741241554674,0,0.0964952911180808,0,0,0.0100655394412335,0.0410345248340823,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0557354524012618,0,0,0,0,0,0.250135953573011,0,0,0,0,0.2933037927449,0,0,0,0,0,0.0428093673662203,0,0,0,0.0648586391453886,0,0,0,0.00677319596127396,-0.0386689894331187,0,0,0,0,0,0,0,0,0,0,0,0,0.061279968737467,0,0,0,0,0,0,0,0,0.127051318221659,0.0223289559965624,0,0,0,0.185066657748429,0,0
X002304.SZ,0,0.380111953183574,0.0801860978881156,0.0250581187989127,0,0,0,-0.0915112529935796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103246210762898,0,-0.156536873397489,0,0.383275166458876,0,0,0,0,0,0,0,0,0,0,0,0.00127149362043611,0,0.0128526834522867,0,0,0.0628982352459969,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.309434758820998,0,0,0,0.36846048142325,0,0,0,0,0,0,0,0,0,0,0,0,0.0366462177610061,0,0,0,0,0,0,-0.00732595136589575,0,0,0,0,0,0,0,0.0880947505302746,0.139503801954855,0,0,0,-0.039745986837599,0,0,0,0,0,0.11718381578384,0,0,0,0,0,0,0,0.0149751079352065,0,0
X000100.SZ,0,0,0,0,0.0685985585824815,0,0,0,0,0,0,0,0.685267556507635,0.023415410011008,0,0,0.01482692744559,0,0,0,0,0,0.0313798535780269,0.00626262817639782,0,0,0,0,0,-0.0266555468784672,0,0,0,0,0,0,0,0,0.0510165109156962,0,0,0,0,0,0,0.0901851624101151,0,0,0,0,-0.15537252771862,0.0772088649768847,0.0263093008019562,0,0,0,-0.0221786754207823,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791392114696644,0,0,0,0,0.0491780943363964,0,0,0,0.0635779857092963,0.0105989058034559,0,0,0.203583318646601,0,0.0206999143916919,0,-0.0244092641327728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022011290739902,0.0982825311199583,0,0,0,0,0,-0.0146643068895605,0,0,0,-0.0295324740822488,0,0
X300014.SZ,0,0,0,0.168111650742703,0,0,0.0890473576319694,0,0,0.196368019135418,0,0,0,0,0,0,0,0,0,0.150959161107058,0,0.100059504253177,0,-0.0328987904030352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460739918674079,0,0,-2.16840434497101e-19,0,0,0,0,0,0.249553027680576,0,0,0,0,0,-0.0719320663735169,0,0,0,-0.0194095012797446,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116843540447226,0,0,0,0,0,0,0,0,0.212350876107393,0,0.0489135165221063,0,0,0.170311423091345,0,0,0,0,0,0,0,0,0,0,0.0410320866492722,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.134396118060433,0,0,0,0,0,0.0590734338380969,0,0,0.182264411979041,0,0,0,0,0,0,0,0.158673014069752,0,0,0,0,0,0.0814328901861379,0.0432699062148846,0,0,0.0317860916097242,0,0,0,0,0,0,0,0,0,0.0777232734350283,0,0.017690242063711,0,0,0,0,-0.069843800679794,0,0,0,0,0,0
X000157.SZ,0,0,0,-0.0494822980723889,0,0,-0.0233535012807611,0,0,0,0,0,0,0.186259472227419,0.271948485318813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147065618793459,0.020180400914854,0,0,0,0,0,0,0.289197840964817,0,0,0,0,0.064167155930364,0,0,0.0219693881642505,0,0,0,0,0.00338120965031673,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.551879761690901,0,0,0,0,0,0,0,0,0,0,0,0.0057423524011264,0,0,0,0,0,0.020071911241505,0.0267808773635497,0,0,0,0,0.0897261272887623,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0141814289196246,0,0,0,0,0,0,-0.00636761492382077,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193624295006001,0,0,0,0,0,0,0,0,0,0,0.351584511071996,0,0,0.0105210275347206,0,0,0,0,-3.46944695195361e-18,0.0202920643383407,0,0.0367079010542054,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,-0.0446967568363594,0,0,0,0,0.0249307320806962,0,0,0,0,0,0.0263518206678525,0,0,0,0,0,0.0926509556474432,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.193481630859839,0,0,0,0.263145388178487,0,0,0,0,0.030560806700989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253625594828421,0,0,0,0,0,-0.0338231514058956,0,0,0,0,0.0489887218936117,0,-0.0591023229267352,0,0,0,-0.0494170937427808,0,0,0,0,0,0,0,0,0,0.15440284750403,0,0,0.23943637267617,0,-0.17264262947999,0.367242236379702,0,0,0,-0.038507923433268,0.0545681183842182,0,0,0,0,0,0
X600584.SH,0,0,0,0.144859641617323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202356142464529,0,0,0,0,0,0,0,0,0.137683153477119,0,0,0,0,0,0.0793545644091913,0,0,0,0,0,0,0,0,0,0,0.0532203773669746,0,0,0.0705168534215993,-0.0355854389517141,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.232944380125076,0,0,0,0.182555057904816,0,0,0,0,0,0,0.454177617013541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437361447175077,0,0,0,0,0.0524505600656859,0,0,0,0,0,0.0728501759493983,-0.0671884226065643,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231819205210167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42065741344509,0,0,0,0,0,0.0445080168482727,0.124229008753742,0,0,0,0,-0.113143852191912,0,0,0,-0.0379741619691498,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254463682964171,0.259068025527385,0,0,0,0,0,0,0.00497026473819464,0,0,0,0,0,0,0.00263757792181146,0.151821118726252,0,0,0,0,0.0892118570658758,0,0,0,0,0,0.118546372942209,0,0,0.0717296962230607,0.141304502356558,0,0.0365956377126736,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712068391531509,0,0,0,0,0,0,0.0241432082822471,0,0.0488844932764166,0,0,0,0,-0.11936430339739,0,0.0494365423338408,0,0,-0.226045370569944,0,0,0.229511139852608,0,0,0,0,0,0,0,0,0,0.104599186544934,0,-0.0422157774488252,0,0,0,0,0,-0.104541457390133,0,0,4.33680868994202e-19,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138587459184692,0.434001541361425,0,0,0,0,0,0.097359378441262,0,0,0,-0.074867180221151,0,0,0,0,0,0,0.169184007739658,0,0,0,0.0500672445549826,-0.0310008430785925,0,0,-0.0750149748162888,-0.0861530123832378,0,-0.0326114703872822,0,0.191100969098721,0,0,0,0,0,0,0,0,0.118542551474801,0,0
X600183.SH,0,0,0.112077313267849,0.0584198817442399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751101924389208,0,0,0,0,0,0,0,0,0,0,0,0.0171490856040638,0.059696707419106,0,0,0.155116395812132,0,0.367839916180062,0,0.00586945210829081,0,0,0,0,0,0,0,-0.042388661720134,0,0,0,0,0,0,-0.0991732632807567,0,0,0,0,0,0
X002049.SZ,0,0,0,0.080083163503918,0,0,0,0,0,0,0,0,0,-0.108506853551318,0,0,0,0,0,0,0,0,0.0359119694162463,0,0,0,0,0.262979518042882,0,-0.161196251660094,0,0.187651940076208,0.194817177155351,0,0,0,0,0,-0.0549345055662575,0,0,0,0,0,0,0,0,0,0.178040405533882,0,0,0.00114800029062232,0.0571024812975336,0,0,0,0,0,0
X000921.SZ,0,0,0,0,0.184546592942997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446462191539675,0,-0.424105591899285,0,0,0,0.22182720019247,0,0,0,0,0,0,0,0,0,0,-0.00014667305768996,0,0,0,0,0,-0.0397045201423449,0,0,0.12069420465201,0,0,0,0,-0.0965303212615333,-0.146375157416075,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0779788301305678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129497876558784,0,0,0,0,0.021949299869788,0,0,0,0,0,0.0251281259229837,0,0.0725636882376373,0.048411396784441,0,0,0,0,0.0955959968126352,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00517052219263628,0,0
