,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X000977.SZ,X002028.SZ,X600522.SH,X600741.SH,X002236.SZ,X600066.SH,X600183.SH,X002049.SZ,X601877.SH,X600418.SH,X000921.SZ,X000661.SZ,X600460.SH,X000800.SZ,X600487.SH,X002223.SZ,X002180.SZ,X002074.SZ,X601799.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.307941935276264,0,0,0,0,0,0,0.0946735905424053,0.0627800479410733,0,0,0,0,0,0,0,0,0.0322305344030371,0.106455452949259,0,0,0,0,0,0,-0.0177544516718389,0,0,0,0,0,0,0,0,0,0.0368552877818362,-0.00079016619669756,0,0,0,0,-0.00834922309386391,0,-0.123976441958963,-0.0353482953689413,-0.0288198819389911,0,0,0,0,0,-0.0724268700723133,0,0,0,0.00646729107278246,0,0
X000858.SZ,0.165792632066938,0,0,0,0,0,0,0,0,0.27216409672393,0,0,0,0,0,0,0,0,0.000441436205345093,0.152472216326201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212615784663185,0,0,0,0,0,0,0.0322633726627377,0,0,0,0,0,0,0,0.0481440306630214,0,0,0,0,0,0,0.0239091725584571,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973387827407652,0,0.0761646159827566,0.00725152196046083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421922308786352,0.0115634200703067,0,0.132269535760818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.106924156677616,0,0,-0.0190355837236388,0,0,0,0,0,0.0949074795305044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.108644076133987,0,0,0.14149440360346,0,0.0525937639523426,0,0,0,0.0621078499438809,0,0,0,0,0,0,0,0.0278383433156021,0,-0.0203049977186495,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306128290961682,0,0,-0.0746999493613478,0.0892101102457527,0,0.501184761033866,0,0,0,0,0,0.133709138640035,0.0469310186627219,0.0467061111588016,0,0,0,0.0971971425642602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796116446326739,0,0,0,0,-0.058580525866618,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.133755525275391,0,0,0,0,0,0.233250688357948,0,0,0,0,0,0,-0.11712396186253,0,0,0,0,0,0.0269951572665637,0,0,0,0,0,0,0,0,0.350142835691745,0,0,0,0,0,0,0,0,0.00912305540188478,0,0,-0.000721024978483722,-0.0667771581183961,0,0,-0.0100219382747103,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.136012089311939,0,0,0,0,0,0,0,0,-0.124479117822437,-0.00953467122540183,0,0,0,0,0,0,0,-0.0587494224571177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253921619350371,0,0,-0.0442196517095782,0,0,0,-0.00548091236676046,0,0
X000651.SZ,0,0,0,0,0.00455799218859768,0.136758382782564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000689931357891156,0,0,0,0,0,0,0.148108986967744,0,0,0.0347348163006336,0,0,0,0.00484094585757946,0,0,0,0,0.0956116198214546,0,0,0,0,0,0,0,0,0,0,0.0129162688462695,0,0,0,0,-0.0013853665227057,0,0
X600809.SH,0,0,0,0,0,0.146859340939997,0,0,0,0,0.0276134846671469,0,0,0,0,0,0,0,0,0.450858330180983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304273743660505,0,0,0,0.0133732173788271,0,0,0,0,0,0,-0.00559870429692575,0,0
X000568.SZ,0.178188774987876,0.257809376955477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276395668493718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108722143264388,0,0,0,0,0.0285176006088761,-0.06642585614512,0,0,0,0,0,0,0,0,-0.0205898550718971,0,-0.00798401525704799,0,0,-0.00313416577212786,0,0
