,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X002236.SZ,X600031.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X300003.SZ,X000338.SZ,X000050.SZ,X300124.SZ,X002074.SZ,X002456.SZ,X002007.SZ,X002085.SZ,X002426.SZ,X600867.SH,X002294.SZ,X600089.SH,X002249.SZ,X000869.SZ,X002180.SZ,X002049.SZ,X000981.SZ,X600699.SH,X002179.SZ,X002465.SZ,X002508.SZ,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.308660425236214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513856659972379,0,0,-0.0165200613556642,-0.0636575819235223,0,0,0,0,0,0.0241360487230363,0,0,0,-0.0942539840264115,0,0,0,0,0,0.193961447144676,0,-0.0283307008726603,0,0,0,0,-0.071022958841324,0,-0.0321139153115778,0.0629837637928292,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.123338836778531,0,0.182782376890982,0,0.0520132946599454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313010701297843,0,0,-0.0138629329018366,0,0.13777118377067,-0.0235221363345396,8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102859683246618,0,0,0.0271754489831174,0,0,0,0,0,0,0,0,0,0,0,0,0.0213929844944797,0,0.0542181579071879,8.67361737988404e-19,0,0,0,0,0,0,0.168361563790528,0,0,0.0151220686383879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.235328258314875,0,0,0,0,0,0,0,0,0,0,0,0.00978130135957047,0,0,0,0,0,0,0,0.00804014054240344,0,0,0,0,0.0937963461837198,0,0,0,0,0,0.0522203157114108,0,0,0,0,0,0,0,0.0803740431533084,0,0,0,0,0,0,0.00712995254393838,0,0,0,0,0,0,0
X002304.SZ,0.0410412579097085,0,0,0.238772715608758,0,0,0,0,0,0,0.0110154911514218,0,0,0.0455967410645581,0,0,0,0,0,0,0,0,0.172787955261615,0,-0.100865221710459,0,0,0,0,0,0,1.73472347597681e-18,0,0.109810804515123,0,0,0,0,0,0,0,0,0.155382759453196,0,0,0.123787557245679,0,0,0,0,0.0309628816570481,0,0,0,0,0,0,0
X600276.SH,0,0.130421676626108,0,0,0,0,0,0,0,0.187853670675985,0,0,0,0,0.118062170216326,0,0.128634796983873,0,0,0,0,-0.0361382069298098,0,0,-0.0818042460188263,0,0,0,0,-0.0699624103426391,0,0.12015126951687,0,0,-0.0365328740596818,0,0,0,0,0,0,-0.00638783683520476,0.0226904928410153,-0.0125768389438642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157196495230083,0,0,0.0767727614447928,0,0,0,0,0,0,0.127269500224162,0.133599595462891,0,0,0,0,0.0614477430216079,0,0,0.0485751907075726,0,0,0,0,0,0,0,0,0,0.00516221802813601,0.0440330150747804,0,0,0,0,0.00478646420830873,0,-0.00598478012862848,0,0,0,0,0,0,0
X000625.SZ,0.0380675413442548,0,0,0,0,0,0,0,0.156717481185122,0,0,0,0,0,0,0,0,0,0,0,0,0.174429612569879,0,0,0.13240508655887,-0.0492727657208023,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0500144173419061,0,0,0,0,0,0,0,0.00800905986160616,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.136223631547416,0,0,0,0.121764494875304,0,0,0,0,0,0,0,0,0.00338414092732193,0.0185475740262721,0,0,0,0,0,0.0150374165156899,0.0332089274251859,0,0,0,0,0.00425626466407439,0.0991295637373225,0.0695670507223042,0,0,0,0,0,0,0,0,0,0,0,0.0814156916560546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,9.67280142959177e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0800386298028004,0,0,0,0,0,0,0.0138546298687516,0,0,0,0.0359246685406039,0,-1.73472347597681e-18,0,0,0.596729827869433,0,0.0529557215852212,0,0,0,0.0391621247535585,0,0,0,0,0,0.0173628817820552,0,0,0,0,0,0,0
X600703.SH,-0.0130433884500506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121401863845407,0,0.0584999094847515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121118937661464,0,0,0,0,0,-0.0258312690327229,0,0.0958868623132777,-0.0477088126174127,0,0.0773246567639495,0,0,0,-0.0201616096375797,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0525515346336942,0.0902867574486112,0,0.113875012248461,0,0,0,0,0,0,0,0,0,0,0,0.054737222366029,0,0,0,0,0.115362169129515,0,0,0,0.0679464692530765,0,0.0227604090415224,0,0,0,0,0,0,0,0.0975332804442397,0.0138483636040686,0,0,0,0,0,0.00346115319270588,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547303449234118,0,0,0.290311306400602,0,0,0,0.0958498712610329,0,0,0,0,0,0.120143523759022,0,0,0.0242011707313134,0,0,0.0130858291285704,0,0,0,0,0,0,0.00119780511350446,0.0640704977260114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0721277667666264,0,0,0,0,0,0,0,0,0,0,0,0.0699263478037271,0,0.112706520718303,0,0,0,0,0,0,0,0,0,0,0,0.0573433938951236,0,0,0,0,0.0890970090732859,0,0,0,0,0,0.0434114116845759,0.0180328994883433,0,8.67361737988404e-19,0,0,0,0.0202979416648858,0,0.000799405670690854,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455079366509413,0,0,-0.0229469230581585,0.12155839819022,0.00526356956261319,0,0,0,0,0,0,0,0,0,0,0.0285028387272217,0,0,0.134148890785872,0,0,0,0,0,0,0,0,-0.0317124062507817,0,-0.217907164441148,0.0510815700936628,0,0.0494226513908928,0,0,0,-0.00117639767954315,-0.0484445843540575,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162874818061088,0,0,0.0225743219856522,0,0,0,0,0.0547298159032285,0.0315353423292086,0,0.0468232231106203,0,0,0,3.46944695195361e-18,0.0786891894725296,0,0,0,0,0,0,0,0,0,0,0.0414678965089917,0,0.00384457338076362,0.043733088875988,0,0.167130654690107,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322790014029854,0,0,0,0,0.0792237913748959,0.0808965127327259,0,0,0,0,0,0,0,0,0.156321960664597,0,0,0.138918084214745,0,0.13686094720014,0,0,0,0,0,0.0304087827388433,0,0,0,0,0,0,0
